ID, RESTAURANTE, PISCINA, PARQUEADERO, WIFI, TV, H24
 24484,0,0,0,1,0,0
 24485,0,1,0,0,0,0
 24486,1,1,0,0,1,0
 24487,0,1,0,1,0,0
 24488,1,0,1,0,1,1
 24489,1,0,0,1,1,0
 24490,0,0,1,1,0,1
 24491,0,0,0,0,0,1
 24492,1,0,0,1,0,0
 24493,1,0,0,0,0,1
 24494,1,0,1,1,0,1
 24495,0,1,0,1,1,0
 24496,1,1,0,1,1,0
 24497,0,0,0,1,1,1
 24498,1,0,1,1,1,1
 24499,0,1,1,1,1,0
 24500,1,1,0,0,0,1
 24501,1,1,1,0,1,1
 24502,0,1,1,1,0,0
 24503,0,1,0,1,0,0
 24504,0,1,0,0,1,1
 24505,1,0,0,1,0,1
 24506,0,1,0,0,1,0
 24507,1,1,0,1,1,0
 24508,1,0,1,1,0,0
 24509,0,0,1,1,0,0
 24510,0,1,1,0,0,1
 24511,0,1,0,1,0,0
 24512,1,1,1,0,1,1
 24513,0,0,0,1,0,0
 24514,0,1,1,1,1,1
 24515,1,0,0,0,0,1
 24516,0,1,1,1,1,1
 24517,1,0,1,0,0,0
 24518,1,1,0,0,1,1
 24519,1,0,1,0,0,1
 24520,0,0,1,1,0,0
 24521,1,1,0,1,0,0
 24522,1,0,1,1,0,0
 24523,0,0,0,1,0,0
 24524,0,1,0,1,1,1
 24525,1,1,1,1,1,1
 24526,0,0,1,0,1,1
 24527,0,1,1,1,1,1
 24528,0,0,0,0,0,0
 24529,1,1,1,1,0,1
 24530,0,0,0,1,0,0
 24531,0,0,1,1,0,1
 24532,0,0,0,0,1,1
 24533,1,0,1,0,1,0
 24534,0,1,0,0,0,0
 24535,1,1,1,1,1,1
 24536,0,0,0,1,0,1
 24537,0,0,0,0,1,0
 24538,0,0,0,1,0,0
 24539,0,1,0,1,1,1
 24540,1,1,1,1,1,0
 24541,0,1,1,1,0,1
 24542,0,1,1,0,1,1
 24543,1,1,0,0,0,0
 24544,0,1,0,1,1,1
 24545,1,0,0,0,1,1
 24546,0,0,0,1,1,0
 24547,1,1,0,1,1,0
 24548,1,0,0,0,0,1
 24549,0,0,0,1,1,1
 24550,1,1,1,1,1,1
 24551,0,0,1,0,0,1
 24552,0,1,1,0,0,0
 24553,1,0,0,0,1,1
 24554,0,1,0,1,1,0
 24555,1,1,1,1,0,1
 24556,0,0,0,0,1,1
 24557,1,1,1,0,1,1
 24558,0,0,0,1,1,1
 24559,0,0,0,0,0,0
 24560,1,1,1,0,1,0
 24561,1,1,0,1,0,1
 24562,1,1,1,0,1,1
 24563,0,1,1,1,1,0
 24564,1,0,0,1,1,1
 24565,1,0,0,1,1,1
 24566,1,0,1,1,0,0
 24567,0,1,0,0,1,0
 24568,1,0,1,1,0,1
 24569,0,0,1,0,0,0
 24570,0,1,0,0,1,1
 24571,0,1,1,0,1,1
 24572,1,1,0,1,0,0
 24573,0,0,1,1,0,1
 24574,0,0,0,0,0,1
 24575,0,1,1,0,1,1
 24576,0,0,1,0,1,0
 24577,1,0,1,0,1,1
 24578,0,0,1,1,1,1
 24579,1,0,0,1,1,1
 24580,0,0,1,1,0,0
 24581,0,1,0,0,1,0
 24582,0,0,0,0,0,0
 24583,0,1,0,1,0,1
 24584,0,1,1,1,1,1
 24585,0,1,1,0,0,1
 24586,0,0,1,0,1,1
 24587,0,1,0,0,1,1
 24588,0,1,1,1,1,1
 24589,1,0,0,0,0,1
 24590,1,0,1,0,0,1
 24591,0,0,1,0,1,0
 24592,1,0,0,1,1,1
 24593,1,0,0,0,1,0
 24594,1,1,1,0,1,0
 24595,1,0,0,0,1,1
 24596,0,0,0,1,0,0
 24597,1,0,0,0,0,0
 24598,1,1,1,1,0,1
 24599,0,1,1,1,0,0
 24600,1,1,0,0,0,1
 24601,1,1,0,1,1,0
 24602,1,1,0,1,0,0
 24603,1,1,0,0,1,0
 24604,0,1,0,1,0,1
 24605,1,0,0,1,1,0
 24606,0,1,1,0,0,1
 24607,0,1,0,1,0,0
 24608,0,0,1,1,0,0
 24609,1,0,1,0,1,0
 24610,1,1,0,1,1,1
 24611,1,1,0,1,0,0
 24612,0,0,0,1,1,1
 24613,1,0,0,0,0,1
 24614,0,1,1,1,1,0
 24615,1,1,1,1,0,1
 24616,1,1,0,1,0,1
 24617,1,1,1,0,0,1
 24618,0,1,0,1,1,0
 24619,1,1,0,1,0,1
 24620,0,0,0,1,1,0
 24621,1,0,1,1,1,0
 24622,1,1,1,0,0,1
 24623,1,0,0,1,0,1
 24624,0,1,1,0,0,1
 24625,1,0,1,0,1,1
 24626,0,1,1,0,1,0
 24627,0,1,0,1,0,1
 24628,0,1,0,0,1,1
 24629,0,0,1,1,1,0
 24630,0,0,0,1,0,1
 24631,0,0,1,0,1,1
 24632,0,0,1,1,1,1
 24633,1,1,0,1,1,1
 24634,1,0,0,0,0,0
 24635,0,1,1,0,1,1
 24636,1,0,0,0,1,0
 24637,0,1,0,0,0,1
 24638,0,1,1,1,0,0
 24639,0,0,0,1,1,0
 24640,1,1,1,0,0,1
 24641,0,0,0,1,0,1
 24642,0,1,0,0,0,0
 24643,0,0,0,0,0,1
 24644,1,1,1,1,1,1
 24645,1,1,0,1,1,0
 24646,0,0,1,1,1,0
 24647,1,0,1,0,0,1
 24648,0,1,0,1,1,1
 24649,0,0,0,1,1,0
 24650,0,0,1,0,1,0
 24651,0,0,1,0,1,0
 24652,0,1,0,0,0,1
 24653,1,1,0,1,1,0
 24654,1,0,1,1,1,0
 24655,0,1,0,0,1,1
 24656,1,0,0,1,0,0
 24657,1,1,0,1,1,1
 24658,1,1,0,0,1,1
 24659,0,1,1,1,1,0
 24660,1,0,0,1,1,0
 24661,1,0,0,1,1,0
 24662,0,0,0,1,1,0
 24663,0,0,1,1,1,1
 24664,1,1,0,1,0,0
 24665,0,1,0,1,0,1
 24666,0,0,0,0,0,1
 24667,0,1,0,1,0,0
 24668,0,1,0,0,0,1
 24669,0,1,0,0,1,1
 24670,1,0,1,0,0,1
 24671,0,1,0,1,1,1
 24672,1,0,1,1,1,0
 24673,1,0,1,0,1,1
 24674,1,1,1,0,0,0
 24675,1,1,1,1,0,1
 24676,1,0,1,1,1,1
 24677,1,0,1,0,0,1
 24678,1,0,0,0,1,1
 24679,0,1,0,0,0,0
 24680,1,1,1,0,1,1
 24681,1,1,1,1,1,0
 24682,1,1,0,1,0,0
 24683,0,1,0,0,1,0
 24684,1,0,1,0,1,0
 24685,1,0,1,0,1,0
 24686,0,1,1,1,0,0
 24687,1,0,1,1,1,0
 24688,0,1,0,1,1,1
 24689,0,0,0,0,0,0
 24690,1,0,0,1,0,0
 24691,1,0,0,0,1,0
 24692,1,0,1,1,1,1
 24693,0,1,0,1,1,1
 24694,0,1,0,0,1,1
 24695,1,1,1,1,1,0
 24696,0,1,1,0,1,1
 24697,0,1,1,1,0,0
 24698,1,0,1,0,0,0
 24699,1,1,1,0,0,1
 24700,1,0,0,0,0,0
 24701,1,1,1,0,1,0
 24702,0,0,1,1,1,0
 24703,0,0,1,0,1,1
 24704,1,1,0,0,1,0
 24705,1,0,1,1,1,0
 24706,0,0,1,0,1,0
 24707,1,0,0,0,1,0
 24708,1,0,0,1,0,0
 24709,0,0,1,1,1,0
 24710,0,1,0,1,0,0
 24711,1,0,0,0,1,1
 24712,0,0,0,1,1,1
 24713,0,0,0,0,0,0
 24714,0,1,0,0,0,0
 24715,0,0,0,1,1,0
 24716,0,0,0,1,1,0
 24717,1,1,1,1,1,0
 24718,0,0,1,1,0,0
 24719,1,1,1,0,0,1
 24720,1,0,1,1,0,1
 24721,1,1,0,0,0,0
 24722,0,0,0,1,0,1
 24723,1,1,0,0,0,0
 24724,0,0,1,0,0,1
 24725,0,0,0,1,1,0
 24726,0,1,0,1,0,1
 24727,1,0,1,0,0,0
 24728,0,0,0,0,1,0
 24729,0,1,1,0,1,1
 24730,0,1,0,1,0,1
 24731,1,0,1,0,1,1
 24732,1,0,0,1,1,1
 24733,0,0,0,1,1,1
 24734,0,0,1,1,1,1
 24735,1,0,0,0,0,0
 24736,1,0,1,0,1,1
 24737,0,1,1,1,0,0
 24738,0,1,1,0,0,0
 24739,1,1,0,0,0,0
 24740,0,0,0,0,1,0
 24741,0,1,0,1,0,1
 24742,0,1,0,0,1,1
 24743,0,1,1,1,1,1
 24744,1,1,1,0,0,1
 24745,1,1,1,1,1,1
 24746,1,0,1,1,1,1
 24747,0,1,1,0,0,1
 24748,1,1,0,1,0,1
 24749,0,0,0,1,1,0
 24750,0,0,1,0,1,0
 24751,1,0,1,0,0,1
 24752,1,0,0,0,1,1
 24753,0,0,0,1,0,0
 24754,0,0,1,0,0,0
 24755,1,1,1,0,1,0
 24756,1,0,0,1,0,1
 24757,1,1,1,0,0,0
 24758,1,0,0,0,0,0
 24759,1,1,0,0,1,1
 24760,0,0,1,0,1,1
 24761,1,0,0,0,1,1
 24762,1,1,0,0,0,0
 24763,0,1,0,1,0,0
 24764,1,0,0,0,1,0
 24765,0,0,1,1,0,0
 24766,1,0,0,1,0,1
 24767,1,1,0,1,1,1
 24768,0,1,1,1,1,1
 24769,0,0,0,0,0,0
 24770,0,1,0,0,0,0
 24771,1,0,1,0,1,0
 24772,1,1,1,1,0,0
 24773,1,0,1,0,0,0
 24774,0,0,1,0,1,1
 24775,1,1,0,0,0,1
 24776,1,1,1,0,0,1
 24777,0,1,0,1,0,0
 24778,0,1,1,1,1,0
 24779,1,1,1,1,0,0
 24780,1,0,1,1,1,1
 24781,0,0,0,1,0,1
 24782,0,1,1,1,1,0
 24783,1,0,0,0,0,1
 24784,0,1,1,0,1,0
 24785,0,1,1,1,1,0
 24786,0,1,1,0,1,0
 24787,1,1,0,0,1,0
 24788,1,0,0,1,0,1
 24789,1,1,0,1,0,1
 24790,0,1,0,0,1,1
 24791,1,1,1,0,0,1
 24792,1,1,0,1,1,0
 24793,1,1,0,0,1,1
 24794,0,0,0,1,0,0
 24795,1,0,1,0,1,0
 24796,1,1,1,1,1,1
 24797,1,0,1,0,0,1
 24798,1,1,1,0,1,1
 24799,1,1,1,0,0,1
 24800,1,0,1,0,0,1
 24801,1,1,0,1,1,0
 24802,1,1,0,1,0,0
 24803,0,1,1,0,1,0
 24804,1,0,1,0,1,0
 24805,0,1,1,1,0,1
 24806,1,1,1,0,0,1
 24807,0,0,0,0,0,1
 24808,0,0,1,0,0,0
 24809,1,1,0,0,1,1
 24810,0,0,0,1,1,1
 24811,0,1,0,1,0,1
 24812,0,0,1,1,1,0
 24813,0,0,0,1,1,1
 24814,0,1,1,0,1,1
 24815,0,0,0,1,0,1
 24816,1,1,0,1,0,0
 24817,1,0,0,1,0,0
 24818,1,0,0,1,1,1
 24819,1,0,1,1,1,0
 24820,1,0,1,0,0,0
 24821,0,0,0,1,0,1
 24822,1,0,0,1,0,1
 24823,1,1,0,1,0,0
 24824,1,0,1,1,0,0
 24825,1,0,1,1,0,0
 24826,1,0,0,1,1,1
 24827,0,1,0,0,0,0
 24828,0,0,1,0,0,0
 24829,0,1,1,0,0,0
 24830,1,0,0,1,1,0
 24831,1,0,1,0,1,1
 24832,1,1,1,1,0,0
 24833,0,0,0,1,1,1
 24834,0,1,0,0,1,0
 24835,1,0,0,0,1,1
 24836,1,0,0,1,0,1
 24837,0,1,1,0,1,0
 24838,0,0,1,1,0,0
 24839,0,1,1,1,1,1
 24840,0,0,0,0,1,1
 24841,1,0,0,0,1,1
 24842,1,0,0,1,1,0
 24843,1,0,1,1,0,1
 24844,1,0,0,0,0,1
 24845,0,0,0,0,0,0
 24846,0,1,0,0,0,1
 24847,0,0,1,0,1,0
 24848,1,0,0,0,0,0
 24849,1,0,1,0,1,1
 24850,1,1,1,0,0,1
 24851,1,0,1,0,1,1
 24852,0,1,1,0,0,1
 24853,1,1,1,1,1,1
 24854,0,1,1,0,1,0
 24855,1,0,1,0,1,1
 24856,0,0,1,0,1,0
 24857,0,1,1,1,0,0
 24858,1,1,0,1,1,1
 24859,1,1,0,1,1,0
 24860,1,0,1,1,0,0
 24861,0,1,0,0,0,0
 24862,0,0,0,1,0,0
 24863,1,1,1,1,1,0
 24864,1,1,1,0,0,0
 24865,1,0,1,0,0,0
 24866,0,1,0,0,1,1
 24867,0,0,0,1,0,1
 24868,0,1,1,0,1,1
 24869,1,1,1,1,1,0
 24870,1,1,1,0,1,0
 24871,1,1,1,0,0,0
 24872,1,0,1,1,0,0
 24873,1,0,0,1,1,0
 24874,0,1,0,1,1,0
 24875,0,1,1,1,0,1
 24876,1,0,1,1,0,0
 24877,1,1,1,0,1,1
 24878,0,0,1,1,0,0
 24879,1,0,0,0,1,1
 24880,1,0,1,0,0,1
 24881,0,0,0,0,1,1
 24882,0,0,1,1,1,1
 24883,1,1,1,0,1,1
 24884,1,1,1,0,0,1
 24885,0,1,0,0,0,1
 24886,1,0,1,1,1,1
 24887,0,0,1,1,0,1
 24888,0,1,1,1,1,0
 24889,1,1,1,1,1,0
 24890,0,1,0,1,0,1
 24891,0,1,0,1,0,1
 24892,1,1,0,0,0,1
 24893,1,1,1,1,0,0
 24894,1,1,0,1,1,1
 24895,1,0,1,0,1,0
 24896,1,1,1,0,0,0
 24897,1,0,0,1,1,1
 24898,1,1,0,0,0,1
 24899,0,1,1,1,1,0
 24900,0,1,1,0,0,0
 24901,1,0,1,1,0,1
 24902,0,0,1,1,1,0
 24903,0,1,0,1,0,1
 24904,1,0,1,0,0,0
 24905,1,0,1,0,0,1
 24906,0,0,1,0,0,1
 24907,1,0,0,0,0,1
 24908,0,1,0,0,0,0
 24909,0,0,1,0,0,0
 24910,1,0,0,0,0,1
 24911,1,0,0,1,0,1
 24912,0,1,0,0,1,0
 24913,0,0,0,1,1,0
 24914,0,0,1,1,1,1
 24915,1,1,1,1,1,0
 24916,1,1,0,0,0,1
 24917,0,0,0,1,1,0
 24918,1,1,0,1,0,1
 24919,1,0,1,0,0,0
 24920,0,0,1,1,1,0
 24921,0,0,0,1,1,1
 24922,1,0,1,0,0,1
 24923,0,1,0,1,1,0
 24924,0,1,0,1,0,1
 24925,0,0,0,1,0,1
 24926,0,0,1,1,0,1
 24927,0,0,1,1,1,1
 24928,1,0,0,1,0,0
 24929,0,1,1,1,0,1
 24930,0,1,1,1,0,1
 24931,1,1,0,1,1,0
 24932,1,0,1,1,0,0
 24933,0,1,0,1,0,0
 24934,0,1,0,1,1,1
 24935,1,0,1,1,0,0
 24936,0,1,0,0,1,0
 24937,0,1,1,1,0,0
 24938,0,1,1,0,1,0
 24939,1,1,0,1,1,1
 24940,0,1,1,1,1,1
 24941,0,1,1,1,0,0
 24942,1,0,1,0,0,0
 24943,1,1,1,1,0,0
 24944,0,1,0,0,0,1
 24945,0,1,1,1,1,1
 24946,0,0,0,0,1,1
 24947,0,1,0,1,0,0
 24948,0,1,0,0,0,1
 24949,0,1,0,1,1,0
 24950,0,1,1,0,1,1
 24951,0,1,1,0,1,1
 24952,1,1,1,0,0,0
 24953,1,0,0,0,0,0
 24954,0,0,1,0,1,1
 24955,1,0,0,0,0,1
 24956,1,0,1,0,1,0
 24957,0,1,0,0,0,0
 24958,1,0,0,1,1,0
 24959,0,1,0,1,1,1
 24960,1,1,0,0,1,0
 24961,1,0,1,0,0,1
 24962,0,1,1,1,0,1
 24963,0,0,0,1,0,0
 24964,0,1,1,1,1,0
 24965,1,1,1,0,0,1
 24966,0,1,1,1,1,0
 24967,1,1,1,0,1,0
 24968,1,0,1,0,1,1
 24969,1,1,1,0,0,1
 24970,1,0,0,0,1,0
 24971,1,1,0,0,1,0
 24972,0,1,1,0,0,1
 24973,0,1,0,0,1,0
 24974,1,1,1,0,1,0
 24975,0,1,1,0,0,0
 24976,0,0,1,0,0,0
 24977,1,0,1,0,1,0
 24978,1,1,1,1,1,1
 24979,1,1,1,0,1,0
 24980,0,1,1,0,1,1
 24981,1,0,1,0,0,0
 24982,0,0,1,0,0,0
 24983,1,0,0,0,1,0
 24984,0,1,1,1,1,0
 24985,1,1,1,1,1,0
 24986,0,0,0,1,1,0
 24987,1,0,1,1,0,0
 24988,0,1,1,0,1,1
 24989,1,0,0,0,1,1
 24990,0,1,1,1,0,0
 24991,0,0,1,1,0,0
 24992,1,0,0,1,0,1
 24993,1,1,0,0,0,0
 24994,1,0,1,1,1,0
 24995,0,1,0,1,0,0
 24996,1,0,1,1,0,1
 24997,1,1,1,0,1,1
 24998,0,1,1,0,0,0
 24999,0,1,1,1,0,1
 25000,1,1,0,1,0,1
 25001,1,0,0,1,1,1
 25002,1,0,0,0,1,1
 25003,1,0,0,0,0,0
 25004,1,1,1,1,1,1
 25005,1,0,0,1,1,1
 25006,1,1,0,0,0,0
 25007,0,0,0,0,1,0
 25008,1,1,1,1,0,1
 25009,1,0,0,0,1,1
 25010,0,1,0,1,0,0
 25011,0,1,0,1,1,0
 25012,1,1,1,0,1,0
 25013,1,1,1,0,1,1
 25014,0,1,1,0,1,0
 25015,1,1,1,1,0,0
 25016,0,1,0,1,0,0
 25017,0,1,1,1,1,0
 25018,1,1,1,0,0,1
 25019,0,0,0,1,1,0
 25020,1,0,1,1,1,0
 25021,1,0,1,0,0,0
 25022,0,0,0,0,1,1
 25023,1,1,1,1,1,0
 25024,1,1,1,1,1,0
 25025,0,0,1,0,1,0
 25026,1,0,0,1,1,1
 25027,1,0,0,0,0,1
 25028,0,1,0,0,0,1
 25029,1,1,0,1,1,1
 25030,1,0,0,1,1,1
 25031,0,1,0,0,1,1
 25032,1,0,0,1,0,0
 25033,1,0,1,0,1,0
 25034,1,0,1,1,1,1
 25035,1,1,1,0,0,0
 25036,1,0,0,1,0,0
 25037,1,1,0,1,0,1
 25038,0,1,0,1,0,1
 25039,0,0,0,0,1,0
 25040,0,1,1,1,0,1
 25041,0,0,0,0,0,0
 25042,1,1,0,1,1,0
 25043,0,1,0,1,0,0
 25044,0,0,1,1,0,0
 25045,0,1,0,1,0,0
 25046,0,0,1,0,0,0
 25047,1,1,1,0,1,1
 25048,1,1,1,1,0,1
 25049,0,1,0,1,0,1
 25050,1,1,1,1,1,1
 25051,1,1,0,1,0,0
 25052,0,1,0,0,0,1
 25053,0,0,1,1,0,0
 25054,0,1,1,1,0,0
 25055,1,1,1,1,1,0
 25056,0,1,0,1,1,1
 25057,1,0,1,1,0,0
 25058,1,0,0,0,0,0
 25059,0,0,0,0,1,0
 25060,1,1,0,0,0,0
 25061,1,0,1,0,1,1
 25062,0,0,1,1,1,1
 25063,1,0,1,0,1,1
 25064,0,1,0,0,1,0
 25065,0,0,1,1,1,0
 25066,0,0,0,1,0,1
 25067,0,0,1,1,0,0
 25068,1,0,1,0,0,1
 25069,1,0,1,1,0,0
 25070,0,1,1,1,1,0
 25071,0,1,1,1,0,1
 25072,1,0,1,1,1,1
 25073,1,0,0,1,1,0
 25074,0,1,0,0,0,0
 25075,0,1,1,1,1,1
 25076,1,0,1,1,1,1
 25077,0,0,0,1,0,1
 25078,0,1,1,1,0,0
 25079,0,1,1,0,0,0
 25080,0,1,0,1,1,0
 25081,0,1,0,0,1,1
 25082,0,0,0,0,1,0
 25083,1,1,1,1,0,1
 25084,1,0,0,0,1,1
 25085,0,1,0,0,1,0
 25086,0,0,1,0,1,0
 25087,0,1,0,0,1,0
 25088,1,1,1,0,0,1
 25089,1,0,1,1,1,0
 25090,1,1,1,1,1,1
 25091,0,1,0,1,1,0
 25092,1,1,0,0,0,0
 25093,0,1,1,0,0,1
 25094,0,1,1,1,1,0
 25095,1,1,1,0,1,1
 25096,0,1,1,0,1,1
 25097,0,1,0,1,1,1
 25098,0,1,0,1,1,0
 25099,1,0,0,0,1,1
 25100,0,0,1,0,0,1
 25101,0,1,1,0,0,1
 25102,1,0,1,0,0,1
 25103,0,0,0,1,1,0
 25104,0,0,0,1,0,0
 25105,0,0,1,1,0,1
 25106,1,1,1,1,1,0
 25107,0,1,1,1,1,1
 25108,0,1,0,1,1,1
 25109,1,0,1,0,1,0
 25110,0,0,0,0,1,0
 25111,1,0,0,1,1,1
 25112,0,0,0,0,0,1
 25113,1,1,0,0,1,0
 25114,0,0,0,0,1,0
 25115,1,1,1,1,1,0
 25116,0,0,1,0,1,1
 25117,1,1,1,0,1,0
 25118,0,0,0,1,1,1
 25119,0,1,0,0,0,0
 25120,1,1,0,0,0,0
 25121,1,1,0,0,1,0
 25122,0,1,0,1,0,0
 25123,0,1,1,0,1,0
 25124,0,1,1,1,0,1
 25125,0,0,1,1,1,0
 25126,0,1,0,1,1,0
 25127,1,1,1,0,0,0
 25128,1,0,1,1,0,0
 25129,0,0,0,1,1,0
 25130,0,1,0,0,0,1
 25131,0,0,1,1,1,0
 25132,1,1,0,1,0,1
 25133,1,1,1,1,1,0
 25134,0,0,0,1,0,1
 25135,0,1,0,1,1,0
 25136,1,1,1,0,0,1
 25137,0,1,0,0,1,1
 25138,1,0,1,0,1,1
 25139,1,1,0,0,0,0
 25140,0,1,1,1,1,1
 25141,1,0,0,1,0,1
 25142,0,0,1,0,1,1
 25143,0,1,0,1,1,0
 25144,0,1,1,0,0,0
 25145,1,1,1,0,0,0
 25146,0,1,0,0,1,1
 25147,0,0,0,0,1,1
 25148,0,1,1,0,1,1
 25149,0,1,1,0,1,1
 25150,0,1,0,1,0,0
 25151,0,1,0,1,1,1
 25152,1,0,1,0,0,1
 25153,0,1,1,0,1,1
 25154,0,1,0,0,0,0
 25155,0,1,1,0,1,1
 25156,0,0,1,0,1,1
 25157,0,1,1,0,1,1
 25158,1,0,1,0,0,0
 25159,0,0,0,1,1,1
 25160,0,0,1,0,0,0
 25161,0,1,1,0,0,0
 25162,0,1,1,1,0,1
 25163,1,1,1,1,0,0
 25164,0,0,0,1,1,1
 25165,1,1,0,1,1,0
 25166,0,0,1,1,0,0
 25167,1,0,0,0,1,0
 25168,0,1,0,1,0,1
 25169,0,0,1,1,1,0
 25170,1,0,1,1,1,1
 25171,1,1,1,0,0,1
 25172,1,0,0,0,1,0
 25173,1,0,0,0,1,0
 25174,1,0,1,1,1,0
 25175,1,0,0,0,0,0
 25176,1,0,1,0,1,1
 25177,1,1,1,1,1,1
 25178,1,1,1,1,0,1
 25179,0,1,1,1,0,1
 25180,1,1,0,0,1,0
 25181,1,1,0,0,0,0
 25182,1,0,1,0,1,1
 25183,0,0,0,1,0,0
 25184,1,0,0,1,0,1
 25185,1,0,1,0,1,0
 25186,0,1,1,1,0,0
 25187,0,0,1,0,1,1
 25188,1,1,1,0,1,0
 25189,0,0,0,0,1,0
 25190,0,0,0,1,0,1
 25191,0,1,0,0,0,0
 25192,0,1,1,0,0,0
 25193,0,0,0,1,1,0
 25194,1,1,0,0,1,0
 25195,1,1,0,0,1,0
 25196,1,1,0,0,0,0
 25197,0,1,1,1,0,1
 25198,1,1,1,1,0,1
 25199,0,1,0,1,0,1
 25200,1,1,0,1,0,1
 25201,0,1,1,0,1,0
 25202,1,0,1,0,0,0
 25203,1,1,1,1,1,0
 25204,0,0,1,1,1,0
 25205,1,0,1,0,1,1
 25206,0,1,0,0,0,0
 25207,0,1,0,0,0,0
 25208,0,1,0,1,1,1
 25209,0,0,1,0,1,0
 25210,1,1,0,0,1,0
 25211,0,1,0,1,0,1
 25212,0,1,0,0,1,0
 25213,0,1,0,0,1,0
 25214,0,1,1,0,1,1
 25215,1,1,0,0,1,1
 25216,1,1,0,1,1,1
 25217,0,0,1,1,0,0
 25218,1,0,1,0,0,1
 25219,1,0,0,0,0,0
 25220,1,1,0,0,1,1
 25221,0,0,1,1,1,0
 25222,0,0,0,1,1,0
 25223,0,1,0,1,1,0
 25224,1,1,1,0,0,0
 25225,1,1,1,0,1,1
 25226,1,0,0,1,0,0
 25227,1,0,1,1,0,1
 25228,0,1,1,0,0,1
 25229,0,1,1,1,0,1
 25230,1,1,1,1,0,1
 25231,0,0,0,0,0,0
 25232,0,1,1,0,0,0
 25233,1,0,0,0,1,0
 25234,1,1,1,0,1,1
 25235,1,0,1,1,1,1
 25236,0,1,0,1,1,0
 25237,0,1,1,1,0,0
 25238,0,0,0,1,1,1
 25239,1,0,1,0,1,1
 25240,0,1,1,1,1,1
 25241,0,1,1,1,1,1
 25242,0,1,1,1,0,0
 25243,0,1,1,0,0,1
 25244,1,1,1,1,0,1
 25245,1,0,0,1,0,0
 25246,1,1,0,1,1,1
 25247,1,1,1,1,0,0
 25248,0,1,0,1,1,0
 25249,0,1,0,0,0,1
 25250,1,1,0,1,1,0
 25251,0,1,1,1,0,0
 25252,0,0,0,1,0,1
 25253,0,1,0,0,1,1
 25254,0,0,1,1,0,1
 25255,1,1,0,0,0,1
 25256,0,1,1,0,0,0
 25257,1,1,1,0,0,1
 25258,0,1,1,1,1,0
 25259,0,0,1,0,0,0
 25260,1,0,0,0,1,1
 25261,1,1,0,1,0,0
 25262,0,0,0,0,0,1
 25263,0,1,0,1,1,0
 25264,0,0,1,0,1,0
 25265,0,1,1,1,0,1
 25266,1,1,0,1,1,1
 25267,1,1,0,1,1,0
 25268,1,1,1,1,1,0
 25269,1,0,0,1,1,0
 25270,1,0,1,0,1,1
 25271,0,1,1,0,0,0
 25272,0,0,0,0,0,1
 25273,1,1,1,1,0,1
 25274,1,1,1,1,1,1
 25275,0,0,0,1,1,1
 25276,0,1,1,0,1,1
 25277,0,0,0,0,1,1
 25278,1,1,1,0,0,0
 25279,0,0,0,1,0,0
 25280,1,0,0,1,0,0
 25281,1,0,0,1,1,1
 25282,1,1,1,1,0,1
 25283,0,1,0,0,0,0
 25284,0,0,0,0,1,1
 25285,1,0,0,1,1,1
 25286,1,1,1,1,0,0
 25287,0,1,0,0,0,0
 25288,1,0,1,0,1,0
 25289,0,0,1,1,1,0
 25290,1,1,0,1,0,0
 25291,1,0,1,0,1,1
 25292,0,1,1,0,1,0
 25293,1,1,1,1,1,1
 25294,0,0,1,1,0,1
 25295,1,0,0,0,0,1
 25296,1,0,0,1,0,1
 25297,1,0,0,1,0,1
 25298,1,0,0,1,1,1
 25299,1,0,0,1,0,1
 25300,1,1,1,0,0,1
 25301,1,0,0,0,1,1
 25302,0,0,1,0,0,1
 25303,0,1,1,0,1,1
 25304,0,0,1,1,0,1
 25305,1,0,0,0,1,1
 25306,1,0,0,1,1,1
 25307,1,0,0,1,0,0
 25308,1,1,0,1,0,0
 25309,1,0,1,0,1,1
 25310,1,0,0,0,0,0
 25311,1,0,0,0,0,0
 25312,1,1,0,0,0,1
 25313,1,0,1,1,1,1
 25314,0,0,1,0,0,1
 25315,1,0,0,0,0,1
 25316,1,0,1,0,1,0
 25317,1,1,0,1,1,1
 25318,0,0,1,1,1,1
 25319,1,1,1,1,1,0
 25320,0,1,0,1,1,0
 25321,1,0,0,1,0,1
 25322,0,1,0,0,0,0
 25323,0,0,1,1,0,0
 25324,1,1,0,1,1,1
 25325,1,1,1,1,1,1
 25326,1,0,0,0,1,0
 25327,1,1,1,0,1,0
 25328,1,0,0,1,1,0
 25329,0,1,1,0,1,0
 25330,1,1,1,0,0,1
 25331,1,1,1,0,0,1
 25332,1,0,0,0,0,1
 25333,0,0,0,0,0,0
 25334,0,0,0,0,0,1
 25335,0,0,0,1,1,1
 25336,1,1,0,0,0,0
 25337,0,1,1,0,0,1
 25338,1,0,1,0,1,0
 25339,0,0,0,0,1,0
 25340,0,1,1,0,0,0
 25341,0,1,1,1,0,0
 25342,0,0,1,1,1,0
 25343,0,0,1,1,0,0
 25344,0,1,1,0,1,1
 25345,1,1,1,0,1,0
 25346,0,0,0,1,0,1
 25347,1,0,1,0,0,0
 25348,0,1,1,1,1,1
 25349,1,0,0,0,0,1
 25350,1,1,1,1,1,1
 25351,0,1,1,1,1,0
 25352,0,1,0,0,0,0
 25353,0,0,0,1,0,0
 25354,0,1,1,1,1,1
 25355,1,0,1,0,0,0
