ID, REGISTROCAMARACOMERCIO, CATEGORIA
 24156,1488,1
 24157,6651,3
 24158,8681,4
 24159,8944,1
 24160,8646,1
 24161,9488,1
 24162,8193,1
 24163,7456,5
 24164,3835,3
 24165,9091,1
 24166,7043,2
 24167,8723,2
 24168,3833,1
 24169,1731,3
 24170,2748,5
 24171,9694,3
 24172,7712,1
 24173,4344,3
 24174,3697,5
 24175,8205,2
 24176,5300,5
 24177,6568,4
 24178,7920,5
 24179,2102,1
 24180,3268,4
 24181,1638,3
 24182,3258,3
 24183,6517,4
 24184,1232,3
 24185,3956,3
 24186,8242,4
 24187,1337,2
 24188,1528,1
 24189,6895,5
 24190,7630,1
 24191,7713,5
 24192,8923,1
 24193,3035,3
 24194,2967,5
 24195,2726,5
 24196,2881,4
 24197,7423,4
 24198,5640,1
 24199,4857,1
 24200,3185,2
 24201,3124,3
 24202,5821,1
 24203,9495,5
 24204,2129,3
 24205,4828,5
 24206,6888,4
 24207,1201,3
 24208,5599,4
 24209,1054,3
 24210,6034,5
 24211,5534,2
 24212,6462,5
 24213,3870,3
 24214,3988,3
 24215,3661,3
 24216,2055,1
 24217,9269,2
 24218,1202,3
 24219,2687,2
 24220,5816,2
 24221,4948,1
 24222,2789,4
 24223,4721,5
 24224,1726,3
 24225,5976,5
 24226,2540,2
 24227,3095,2
 24228,2054,4
 24229,7207,3
 24230,2914,2
 24231,3273,1
 24232,9030,2
 24233,4710,2
 24234,2827,2
 24235,7657,4
 24236,1287,2
 24237,5489,5
 24238,6517,1
 24239,7928,3
 24240,5746,1
 24241,9331,4
 24242,8764,3
 24243,4735,1
 24244,8667,3
 24245,1800,1
 24246,8388,1
 24247,7394,2
 24248,9463,2
 24249,6775,4
 24250,2293,5
 24251,9354,5
 24252,8396,4
 24253,7653,4
 24254,5951,5
 24255,4200,5
 24256,4447,2
 24257,6308,3
 24258,3967,1
 24259,4797,4
 24260,9523,3
 24261,1782,3
 24262,6233,3
 24263,5888,5
 24264,7855,2
 24265,6206,5
 24266,8869,4
 24267,3820,5
 24268,1218,4
 24269,7742,4
 24270,5694,2
 24271,6128,1
 24272,5998,3
 24273,6145,5
 24274,2432,5
 24275,3985,1
 24276,5854,2
 24277,1748,2
 24278,8285,3
 24279,6661,4
 24280,7253,5
 24281,4756,3
 24282,7967,4
 24283,7173,3
 24284,9147,4
 24285,8834,2
 24286,1993,1
 24287,5038,5
 24288,2289,5
 24289,5990,1
 24290,1052,1
 24291,7511,1
 24292,7554,4
 24293,7853,2
 24294,5863,3
 24295,5879,2
 24296,5220,1
 24297,4291,5
 24298,4030,4
 24299,9477,3
 24300,3153,4
 24301,7711,3
 24302,7379,5
 24303,9764,2
 24304,5401,4
 24305,4503,4
 24306,4745,2
 24307,7881,4
 24308,2168,4
 24309,5944,5
 24310,8177,2
 24311,8583,1
 24312,5772,4
 24313,6885,2
 24314,7434,5
 24315,2520,2
 24316,1174,3
 24317,9487,5
 24318,7623,1
 24319,7314,2
 24320,1384,5
 24321,7893,2
 24322,7793,1
 24323,7325,5
 24324,5282,1
 24325,7595,3
 24326,3021,4
 24327,8471,1
 24328,6459,3
 24329,5476,1
 24330,2965,4
 24331,4409,5
 24332,1425,1
 24333,6215,2
 24334,3953,3
 24335,9331,4
 24336,6858,2
 24337,1458,2
 24338,7790,5
 24339,9431,2
 24340,1900,3
 24341,8325,5
 24342,9452,3
 24343,7063,3
 24344,5421,3
 24345,7182,1
 24346,6687,1
 24347,5604,1
 24348,3143,1
 24349,6416,1
 24350,8407,2
 24351,6024,2
 24352,1271,2
 24353,9930,5
 24354,6452,3
 24355,8388,2
 24356,5561,1
 24357,1614,3
 24358,1431,3
 24359,7048,3
 24360,1918,1
 24361,6276,4
 24362,1721,3
 24363,4378,1
 24364,6914,3
 24365,9465,4
 24366,5024,1
 24367,2304,1
 24368,8267,1
 24369,3458,3
 24370,7444,2
 24371,3594,3
 24372,9871,5
 24373,5232,3
 24374,2741,4
 24375,5435,1
 24376,7440,1
 24377,2815,2
 24378,8703,5
 24379,1971,4
 24380,6796,5
 24381,6876,4
 24382,2427,1
 24383,7692,2
 24384,7261,2
 24385,5534,5
 24386,3445,3
 24387,1531,2
 24388,7694,1
 24389,4176,2
 24390,4666,4
 24391,2035,3
 24392,1606,5
 24393,6387,4
 24394,9742,4
 24395,7140,1
 24396,1710,5
 24397,1771,4
 24398,2313,4
 24399,1200,1
 24400,3214,4
 24401,6857,5
 24402,4156,5
 24403,7383,2
 24404,7279,1
 24405,5457,1
 24406,1675,3
 24407,3994,4
 24408,3910,4
 24409,1025,5
 24410,1136,4
 24411,7398,5
 24412,2808,4
 24413,7567,4
 24414,2088,4
 24415,6282,5
 24416,5939,1
 24417,4324,1
 24418,2387,5
 24419,9422,4
 24420,6799,4
 24421,1548,2
 24422,7951,4
 24423,9534,1
 24424,8555,1
 24425,4842,5
 24426,1405,4
 24427,8384,3
 24428,8561,4
 24429,2477,1
 24430,1123,4
 24431,9642,3
 24432,5307,2
 24433,1666,4
 24434,1231,1
 24435,3756,4
 24436,5647,2
 24437,1087,1
 24438,5185,5
 24439,9347,4
 24440,9392,2
 24441,8780,3
 24442,9169,3
 24443,8290,5
 24444,3379,2
 24445,8805,1
 24446,4523,5
 24447,5296,5
 24448,7882,3
 24449,6337,1
 24450,1799,5
 24451,7608,5
 24452,8185,4
 24453,2117,1
 24454,3701,4
 24455,6655,2
 24456,7802,5
 24457,8120,1
 24458,4996,2
 24459,3842,2
 24460,3489,4
 24461,5217,2
 24462,2321,1
 24463,1503,2
 24464,7303,3
 24465,8820,4
 24466,4247,2
 24467,5181,2
 24468,2988,2
 24469,3773,2
 24470,7766,5
 24471,1798,2
 24472,4132,5
 24473,4020,4
 24474,5976,4
 24475,1080,1
 24476,2306,4
 24477,3574,5
 24478,7701,4
 24479,4701,1
 24480,6131,1
 24481,2547,2
 24482,9857,5
 24483,7992,1
 24484,2515,5
 24485,4052,3
 24486,4213,2
 24487,8435,3
 24488,6594,5
 24489,8298,1
 24490,7806,5
 24491,3960,2
 24492,8644,2
 24493,4031,1
 24494,1561,5
 24495,1999,3
 24496,6034,4
 24497,8282,3
 24498,4810,1
 24499,4951,4
 24500,7554,5
 24501,3886,4
 24502,7866,2
 24503,6621,2
 24504,2308,3
 24505,8795,3
 24506,4660,4
 24507,1722,4
 24508,9887,5
 24509,8321,4
 24510,6204,5
 24511,5679,3
 24512,2168,2
 24513,1323,5
 24514,5574,1
 24515,8610,2
 24516,2214,1
 24517,5574,5
 24518,5413,4
 24519,3148,1
 24520,6989,1
 24521,4660,5
 24522,5643,2
 24523,5012,3
 24524,4102,4
 24525,3838,4
 24526,1788,4
 24527,6819,1
 24528,1784,4
 24529,8447,2
 24530,9153,1
 24531,3596,4
 24532,2118,2
 24533,3706,3
 24534,8847,5
 24535,2982,4
 24536,6226,5
 24537,8882,1
 24538,5957,4
 24539,6615,4
 24540,1155,1
 24541,3796,2
 24542,4978,2
 24543,2834,5
 24544,6891,3
 24545,3063,5
 24546,4288,2
 24547,9473,1
 24548,3415,2
 24549,6090,4
 24550,1698,2
 24551,5410,1
 24552,4134,2
 24553,5846,5
 24554,2454,2
 24555,1454,3
 24556,8809,4
 24557,6429,3
 24558,3893,5
 24559,7848,3
 24560,4617,2
 24561,9463,4
 24562,2201,5
 24563,9062,3
 24564,1590,3
 24565,8656,3
 24566,5362,5
 24567,9240,2
 24568,2688,3
 24569,8751,1
 24570,2327,2
 24571,4415,2
 24572,2879,4
 24573,9788,4
 24574,4260,4
 24575,7868,1
 24576,4934,2
 24577,5962,4
 24578,6026,2
 24579,6166,5
 24580,6191,5
 24581,1113,5
 24582,7282,2
 24583,2431,1
 24584,5700,1
 24585,4556,5
 24586,9138,1
 24587,9994,2
 24588,3361,4
 24589,8153,1
 24590,5594,4
 24591,6534,4
 24592,7484,5
 24593,5235,3
 24594,3288,3
 24595,8569,5
 24596,1406,1
 24597,4062,3
 24598,2652,5
 24599,9459,4
 24600,5097,5
 24601,3130,5
 24602,3987,1
 24603,8135,5
 24604,4968,5
 24605,4383,3
 24606,6863,4
 24607,6568,5
 24608,7016,3
 24609,8780,4
 24610,4117,2
 24611,3419,2
 24612,5149,1
 24613,4176,1
 24614,7774,2
 24615,8026,3
 24616,7537,3
 24617,7414,5
 24618,1294,3
 24619,2680,3
 24620,7010,5
 24621,5069,1
 24622,6408,4
 24623,3877,5
 24624,2781,3
 24625,7876,1
 24626,9335,5
 24627,4584,2
 24628,9311,4
 24629,6434,5
 24630,7533,5
 24631,6791,2
 24632,1410,2
 24633,2083,5
 24634,4924,4
 24635,5185,4
 24636,5533,5
 24637,4592,2
 24638,3583,4
 24639,1231,4
 24640,2709,3
 24641,4069,2
 24642,9673,3
 24643,1262,5
 24644,1754,3
 24645,2191,5
 24646,5306,2
 24647,7064,5
 24648,8954,4
 24649,5484,4
 24650,5405,4
 24651,8043,5
 24652,4043,4
 24653,3277,3
 24654,6841,1
 24655,2993,1
 24656,1317,5
 24657,6297,4
 24658,5527,4
 24659,6846,3
 24660,2586,1
 24661,8543,5
 24662,4725,4
 24663,7249,1
 24664,7021,4
 24665,7494,3
 24666,1675,1
 24667,7088,1
 24668,8218,5
 24669,8585,3
 24670,9164,4
 24671,9422,1
 24672,4806,2
 24673,1997,4
 24674,4290,5
 24675,1510,3
 24676,9981,1
 24677,1193,5
 24678,7943,3
 24679,5872,5
 24680,4157,1
 24681,5075,2
 24682,5290,4
 24683,2523,2
 24684,6504,4
 24685,5408,2
 24686,5177,5
 24687,7428,4
 24688,1871,5
 24689,7917,2
 24690,5460,5
 24691,3963,1
 24692,1049,1
 24693,9704,4
 24694,7272,5
 24695,7139,3
 24696,8263,5
 24697,4483,2
 24698,9750,2
 24699,8755,5
 24700,7162,4
 24701,8648,5
 24702,2365,4
 24703,6523,5
 24704,1271,2
 24705,7945,2
 24706,8402,4
 24707,3619,3
 24708,1902,1
 24709,5858,1
 24710,4214,3
 24711,7023,4
 24712,4604,4
 24713,1274,2
 24714,6428,3
 24715,8067,1
 24716,2935,2
 24717,1002,2
 24718,8095,2
 24719,2802,2
 24720,8637,2
 24721,4263,2
 24722,3018,3
 24723,3883,1
 24724,1228,4
 24725,2078,3
 24726,4962,4
 24727,9548,4
 24728,3000,5
 24729,7364,2
 24730,4010,1
 24731,3015,4
 24732,3597,3
 24733,8882,1
 24734,3039,5
 24735,5889,1
 24736,4063,2
 24737,8645,4
 24738,7167,4
 24739,9561,3
 24740,8945,5
 24741,2907,4
 24742,5771,4
 24743,1098,1
 24744,8649,5
 24745,1499,4
 24746,3990,3
 24747,1867,3
 24748,8476,1
 24749,7633,5
 24750,1345,4
 24751,2905,4
 24752,4893,4
 24753,2875,3
 24754,6774,1
 24755,2293,2
 24756,6528,5
 24757,7041,1
 24758,1072,5
 24759,6236,1
 24760,8977,3
 24761,9453,5
 24762,4530,4
 24763,1775,4
 24764,8042,5
 24765,6150,5
 24766,6688,2
 24767,7640,1
 24768,9735,3
 24769,5788,2
 24770,5051,5
 24771,1036,3
 24772,4930,3
 24773,1667,1
 24774,3251,3
 24775,7183,1
 24776,2359,2
 24777,1722,1
 24778,5957,1
 24779,6032,2
 24780,3182,4
 24781,7188,1
 24782,3858,5
 24783,3908,4
 24784,7153,2
 24785,5187,4
 24786,6926,2
 24787,7129,2
 24788,1636,4
 24789,1286,1
 24790,2094,5
 24791,9290,3
 24792,8857,2
 24793,4115,5
 24794,4474,1
 24795,4625,1
 24796,9881,2
 24797,1224,4
 24798,9592,1
 24799,4547,2
 24800,7490,2
 24801,4045,5
 24802,2873,4
 24803,3303,4
 24804,6790,4
 24805,5246,1
 24806,2169,5
 24807,3163,4
 24808,1431,2
 24809,1090,2
 24810,5863,5
 24811,4063,3
 24812,5475,2
 24813,8229,5
 24814,5304,3
 24815,9968,5
 24816,8094,3
 24817,5864,5
 24818,3904,4
 24819,5838,3
 24820,7037,5
 24821,3164,2
 24822,6877,2
 24823,6489,3
 24824,3831,2
 24825,9074,1
 24826,7944,3
 24827,3842,1
 24828,6250,5
 24829,5646,2
 24830,3245,2
 24831,4109,1
 24832,4183,2
 24833,2892,3
 24834,6899,3
 24835,7040,3
 24836,5496,4
 24837,5494,4
 24838,1454,2
 24839,6963,3
 24840,4433,3
 24841,5584,3
 24842,9107,3
 24843,6521,5
 24844,7347,2
 24845,9400,2
 24846,8812,1
 24847,5962,5
 24848,4589,5
 24849,8213,2
 24850,7379,4
 24851,2677,5
 24852,7726,2
 24853,1432,2
 24854,4327,2
 24855,3825,1
 24856,8972,5
 24857,1544,4
 24858,4498,2
 24859,7653,2
 24860,1967,4
 24861,5412,1
 24862,2498,3
 24863,2827,4
 24864,6317,2
 24865,6141,5
 24866,1332,5
 24867,9754,5
 24868,6586,5
 24869,7699,4
 24870,2799,1
 24871,1010,1
 24872,2171,5
 24873,2195,1
 24874,6538,1
 24875,4622,5
 24876,1365,5
 24877,5408,2
 24878,9902,2
 24879,2048,1
 24880,7287,3
 24881,8456,2
 24882,1339,1
 24883,7236,1
 24884,7633,4
 24885,4353,2
 24886,3267,4
 24887,1025,5
 24888,6084,1
 24889,6296,4
 24890,8828,3
 24891,5163,5
 24892,6183,5
 24893,1810,5
 24894,8632,4
 24895,3008,1
 24896,1388,5
 24897,5451,2
 24898,9429,5
 24899,7566,5
 24900,2868,5
 24901,8424,3
 24902,7957,3
 24903,8944,5
 24904,4405,5
 24905,2896,2
 24906,7411,2
 24907,2616,1
 24908,1341,3
 24909,5820,5
 24910,7746,5
 24911,4943,5
 24912,1171,2
 24913,7293,3
 24914,5471,1
 24915,1513,2
 24916,5016,1
 24917,8128,4
 24918,5281,5
 24919,9007,2
 24920,5836,1
 24921,5151,2
 24922,3097,3
 24923,8280,1
 24924,8376,3
 24925,6711,1
 24926,1400,3
 24927,3672,2
 24928,7952,4
 24929,8084,3
 24930,9826,5
 24931,9602,3
 24932,8159,2
 24933,7100,2
 24934,5542,5
 24935,2851,2
 24936,2942,4
 24937,5902,3
 24938,9002,3
 24939,1493,3
 24940,5447,3
 24941,5040,4
 24942,9473,3
 24943,8230,4
 24944,6673,1
 24945,1473,5
 24946,3013,5
 24947,1179,2
 24948,9056,1
 24949,5788,1
 24950,9927,4
 24951,6609,1
 24952,3936,5
 24953,8101,4
 24954,3950,4
 24955,6060,1
 24956,7330,5
 24957,6940,4
 24958,8396,1
 24959,7311,5
 24960,8449,5
 24961,8474,3
 24962,3227,1
 24963,6403,5
 24964,9334,1
 24965,1920,5
 24966,7182,5
 24967,2204,2
 24968,1164,2
 24969,6046,1
 24970,9944,3
 24971,8046,2
 24972,8796,2
 24973,8687,5
 24974,3840,3
 24975,9108,3
 24976,3689,4
 24977,3191,4
 24978,2262,4
 24979,1486,1
 24980,5288,3
 24981,1036,4
 24982,3417,4
 24983,2002,5
 24984,3137,3
 24985,7870,4
 24986,1593,5
 24987,7461,2
 24988,7362,4
 24989,1622,1
 24990,9158,3
 24991,9153,5
 24992,8305,1
 24993,4818,2
 24994,1287,3
 24995,8377,1
 24996,1605,3
 24997,2225,1
 24998,9949,2
 24999,2013,1
 25000,3236,4
 25001,4188,3
 25002,9733,4
 25003,5698,2
 25004,3196,4
 25005,8577,5
 25006,2072,3
 25007,3391,2
 25008,5779,5
 25009,9631,2
 25010,6279,3
 25011,4423,3
 25012,2160,5
 25013,4030,1
 25014,6244,3
 25015,5341,3
 25016,9891,4
 25017,7829,3
 25018,8804,5
 25019,4590,1
 25020,3808,3
 25021,9501,3
 25022,5705,2
 25023,3253,4
 25024,2177,3
 25025,6877,4
 25026,2692,4
 25027,9976,4
 25028,5302,3
 25029,3545,3
 25030,7088,1
 25031,5421,3
 25032,2122,2
 25033,7842,3
 25034,4630,5
 25035,5769,3
 25036,9103,2
 25037,8728,4
 25038,7849,1
 25039,5321,5
 25040,5313,5
 25041,2237,3
 25042,7575,4
 25043,9005,2
 25044,9521,1
 25045,1373,1
 25046,1604,5
 25047,9941,2
 25048,7596,2
 25049,5651,1
 25050,9819,3
 25051,1401,4
 25052,6218,4
 25053,2317,5
 25054,8217,3
 25055,4053,2
 25056,9372,5
 25057,3531,2
 25058,6425,5
 25059,8248,1
 25060,1888,4
 25061,9140,2
 25062,1448,5
 25063,3102,2
 25064,7284,5
 25065,8276,5
 25066,5594,4
 25067,5175,5
 25068,8955,3
 25069,7096,1
 25070,4877,3
 25071,3927,3
 25072,6808,5
 25073,3177,4
 25074,3441,3
 25075,3822,2
 25076,4203,4
 25077,1841,1
 25078,2720,5
 25079,5017,3
 25080,7842,5
 25081,4256,1
 25082,7091,1
 25083,4694,4
 25084,2695,2
 25085,7865,2
 25086,5517,5
 25087,5865,4
 25088,7175,1
 25089,1835,2
 25090,9341,4
 25091,8422,1
 25092,8049,1
 25093,9209,1
 25094,5590,2
 25095,3953,1
 25096,2049,1
 25097,7638,1
 25098,3744,2
 25099,2291,2
 25100,5396,2
 25101,9232,1
 25102,8091,3
 25103,1717,4
 25104,6714,5
 25105,3472,3
 25106,7009,4
 25107,9519,4
 25108,5037,1
 25109,2786,2
 25110,8376,3
 25111,4320,1
 25112,9587,2
 25113,8024,3
 25114,1717,2
 25115,5758,1
 25116,7623,2
 25117,6447,5
 25118,5633,5
 25119,8882,1
 25120,3386,2
 25121,1216,4
 25122,3938,2
 25123,1495,1
 25124,3639,2
 25125,4987,5
 25126,5267,1
 25127,8396,1
 25128,2761,4
 25129,2648,2
 25130,1541,2
 25131,5690,5
 25132,9619,3
 25133,8040,3
 25134,8683,5
 25135,9778,2
 25136,4138,3
 25137,1468,1
 25138,8816,5
 25139,1829,4
 25140,4276,1
 25141,5293,2
 25142,1528,2
 25143,5215,5
 25144,6965,2
 25145,2794,4
 25146,9151,3
 25147,1373,1
 25148,3612,2
 25149,6623,5
 25150,5440,2
 25151,9389,4
 25152,9517,1
 25153,4098,5
 25154,3120,5
 25155,2606,4
 25156,3404,2
 25157,9557,2
 25158,8121,1
 25159,5251,4
 25160,1454,5
 25161,3649,4
 25162,1756,5
 25163,7591,3
 25164,7811,1
 25165,4911,1
 25166,1965,2
 25167,7153,1
 25168,7246,1
 25169,8397,5
 25170,3603,1
 25171,4415,2
 25172,4799,1
 25173,2386,5
 25174,1965,3
 25175,5317,3
 25176,6300,3
 25177,6788,3
 25178,3155,3
 25179,7098,3
 25180,6156,3
 25181,3064,1
 25182,6585,3
 25183,9812,5
 25184,4966,5
 25185,3462,5
 25186,1989,1
 25187,9785,1
 25188,3983,1
 25189,2740,1
 25190,1405,4
 25191,5821,4
 25192,4585,5
 25193,3880,2
 25194,6796,2
 25195,3123,5
 25196,5083,1
 25197,8178,4
 25198,4177,4
 25199,4662,1
 25200,4282,3
 25201,7357,5
 25202,3535,4
 25203,9863,1
 25204,3090,5
 25205,6760,4
 25206,7912,1
 25207,5773,2
 25208,8369,5
 25209,8216,5
 25210,4361,3
 25211,4702,3
 25212,2705,3
 25213,3036,2
 25214,9149,1
 25215,6478,4
 25216,5889,4
 25217,4074,5
 25218,8298,4
 25219,4923,4
 25220,4615,1
 25221,1617,2
 25222,3537,3
 25223,7059,3
 25224,4519,4
 25225,2249,5
 25226,2310,4
 25227,3243,5
 25228,7363,4
 25229,5507,2
 25230,1134,2
 25231,9867,1
 25232,6231,2
 25233,6158,5
 25234,4918,2
 25235,5010,2
 25236,7909,3
 25237,8694,4
 25238,6986,1
 25239,1609,2
 25240,6641,1
 25241,8185,5
 25242,4888,4
 25243,2756,4
 25244,4099,1
 25245,7770,2
 25246,5757,4
 25247,5092,1
 25248,5607,2
 25249,2241,1
 25250,2043,5
 25251,1417,2
 25252,5672,5
 25253,4015,3
 25254,8656,5
 25255,7225,4
 25256,6423,5
 25257,1806,3
 25258,7335,4
 25259,3806,1
 25260,5705,3
 25261,5896,4
 25262,2097,4
 25263,3371,4
 25264,8328,3
 25265,7950,3
 25266,3737,1
 25267,5445,2
 25268,1110,1
 25269,8527,5
 25270,5138,3
 25271,2906,4
 25272,5917,4
 25273,9365,1
 25274,7677,4
 25275,1570,2
 25276,6306,4
 25277,6268,2
 25278,2550,3
 25279,7056,1
 25280,6488,3
 25281,2552,4
 25282,7916,5
 25283,6048,5
 25284,5288,5
 25285,2144,1
 25286,3389,5
 25287,8663,2
 25288,6438,1
 25289,2114,4
 25290,8828,5
 25291,2073,2
 25292,7905,3
 25293,3760,5
 25294,8176,3
 25295,8886,5
 25296,2607,3
 25297,9462,1
 25298,6940,1
 25299,8555,1
 25300,3889,3
 25301,9682,2
 25302,4393,1
 25303,6427,2
 25304,1387,1
 25305,2294,5
 25306,1771,5
 25307,7163,3
 25308,9086,4
 25309,1725,1
 25310,2126,1
 25311,4042,2
 25312,4874,2
 25313,8972,3
 25314,1592,2
 25315,1624,5
 25316,8377,3
 25317,6632,1
 25318,9835,3
 25319,2225,3
 25320,1441,3
 25321,9117,4
 25322,3943,3
 25323,4324,2
 25324,3280,1
 25325,1904,1
 25326,4976,4
 25327,2655,4
 25328,3564,3
 25329,1595,5
 25330,5100,4
 25331,2380,2
 25332,3190,3
 25333,9722,3
 25334,5481,1
 25335,6604,5
 25336,6762,4
 25337,9059,5
 25338,8445,5
 25339,3339,2
 25340,8342,3
 25341,9223,3
 25342,3485,3
 25343,8786,5
 25344,5909,1
 25345,4334,2
 25346,1193,3
 25347,3626,2
 25348,6891,5
 25349,3730,2
 25350,9837,2
 25351,1599,1
 25352,1058,5
 25353,1758,1
 25354,3100,2
 25355,7562,3
 25356,8089,1
 25357,1624,2
 25358,2325,3
 25359,1509,2
 25360,5104,4
 25361,8755,2
 25362,3817,2
 25363,9634,2
 25364,8109,3
 25365,1632,5
 25366,4785,3
 25367,3600,4
 25368,7104,2
 25369,3981,3
 25370,9764,4
 25371,3875,5
 25372,1692,5
 25373,5206,3
 25374,4346,1
 25375,9453,4
 25376,1304,2
 25377,1652,5
 25378,4005,1
 25379,7713,5
 25380,6465,2
 25381,2123,4
 25382,2955,2
 25383,6408,4
 25384,9699,1
 25385,6253,3
 25386,7051,5
 25387,2442,1
 25388,1745,1
 25389,6515,4
 25390,6291,2
 25391,3550,5
 25392,2972,3
 25393,2489,2
 25394,1122,2
 25395,4847,5
 25396,1086,1
 25397,1323,2
 25398,1129,4
 25399,7258,2
 25400,1797,5
 25401,2759,3
 25402,3960,3
 25403,2313,4
 25404,5747,4
 25405,8038,1
 25406,3249,5
 25407,1765,1
 25408,6269,2
 25409,2164,1
 25410,6403,1
 25411,9571,1
 25412,1653,2
 25413,2765,3
 25414,2279,5
 25415,9726,4
 25416,7493,3
 25417,2712,3
 25418,2893,5
 25419,5957,4
 25420,2899,2
 25421,3405,1
 25422,6590,2
 25423,6610,4
 25424,1356,1
 25425,4956,1
 25426,4365,1
 25427,7585,5
 25428,4321,1
 25429,5771,1
 25430,7582,2
 25431,8683,5
 25432,8322,5
 25433,3129,1
 25434,5662,3
 25435,2558,2
 25436,7509,4
 25437,5813,3
 25438,2914,3
 25439,8810,5
 25440,6569,1
 25441,5511,2
 25442,2183,4
 25443,1699,3
 25444,2903,4
 25445,5868,3
 25446,5853,2
 25447,8355,5
 25448,7749,4
 25449,6396,4
 25450,7935,4
 25451,1645,5
 25452,7800,3
 25453,1986,1
 25454,2784,4
 25455,5382,5
 25456,3199,2
 25457,3768,4
 25458,5879,1
 25459,1533,2
 25460,6744,3
 25461,5413,2
 25462,7147,1
 25463,2510,2
 25464,6785,1
 25465,7267,5
 25466,8640,3
 25467,4234,5
 25468,1488,3
 25469,7245,2
 25470,2529,5
 25471,7573,5
 25472,8496,5
 25473,3817,5
 25474,4005,4
 25475,4847,4
 25476,9079,1
 25477,7567,3
 25478,6111,1
 25479,6397,1
 25480,4973,3
 25481,1669,5
 25482,3062,1
 25483,4803,2
 25484,8066,5
 25485,6608,2
 25486,2514,1
 25487,7552,4
 25488,6072,2
 25489,4529,4
 25490,8069,3
 25491,2783,1
 25492,1510,4
 25493,4660,1
 25494,5418,1
 25495,6780,1
 25496,1523,2
 25497,6345,3
 25498,4104,1
 25499,5180,5
 25500,2064,5
 25501,6499,3
 25502,3862,2
 25503,2844,3
 25504,5353,5
 25505,4141,3
 25506,1706,1
 25507,2516,5
 25508,6327,2
 25509,3472,3
 25510,8477,4
 25511,6202,1
 25512,6508,4
 25513,5476,1
 25514,4881,4
 25515,2355,3
 25516,8147,5
 25517,1102,5
 25518,7251,1
 25519,5180,4
 25520,9887,3
 25521,2726,1
 25522,7951,4
 25523,2233,4
 25524,6380,3
 25525,8079,3
 25526,6315,2
 25527,9766,1
 25528,1495,4
 25529,2288,3
 25530,5475,3
 25531,8723,1
 25532,5732,3
 25533,9241,1
 25534,5338,1
 25535,7945,1
 25536,2677,1
 25537,4810,2
 25538,8026,5
 25539,5845,4
 25540,6668,4
 25541,2127,2
 25542,4166,1
 25543,8129,2
 25544,3042,2
 25545,8854,5
 25546,5925,4
 25547,6559,2
 25548,9233,5
 25549,6794,5
 25550,7244,1
 25551,1933,3
 25552,7614,5
 25553,7757,1
 25554,4588,3
 25555,1923,2
 25556,5507,4
 25557,8303,4
 25558,2413,4
 25559,2512,2
 25560,8492,4
 25561,2224,1
 25562,6109,3
 25563,9437,2
 25564,2250,3
 25565,4132,4
 25566,6151,2
 25567,8788,3
 25568,4107,3
 25569,4770,1
 25570,9798,1
 25571,6829,3
 25572,5360,4
 25573,7323,1
 25574,5471,4
 25575,5505,4
 25576,5150,5
 25577,2763,2
 25578,9774,3
 25579,6020,5
 25580,2924,2
 25581,6629,5
 25582,5165,4
 25583,6965,3
 25584,5492,3
 25585,2518,5
 25586,6511,4
 25587,5238,3
 25588,3401,2
 25589,5542,4
 25590,9282,5
 25591,2953,4
 25592,2009,1
 25593,2268,1
 25594,4544,3
 25595,2439,2
 25596,6412,1
 25597,5179,1
 25598,8272,5
 25599,5683,4
 25600,4382,4
 25601,7348,1
 25602,2918,1
 25603,8328,4
 25604,1296,1
 25605,5007,5
 25606,1092,4
 25607,2399,5
 25608,6335,5
 25609,9487,3
 25610,2679,1
 25611,9192,1
 25612,2397,3
 25613,2266,2
 25614,4971,3
 25615,2387,4
 25616,8798,1
 25617,7450,4
 25618,8250,2
 25619,5534,1
 25620,3248,1
 25621,7622,5
 25622,4290,4
 25623,5754,3
 25624,1864,1
 25625,1970,3
 25626,9002,3
 25627,3942,5
 25628,6180,2
 25629,7357,4
 25630,1199,1
 25631,4355,2
 25632,7918,5
 25633,3538,2
 25634,5510,5
 25635,2395,2
 25636,3603,1
 25637,4469,5
 25638,1790,2
 25639,2119,3
 25640,8055,2
 25641,3251,2
 25642,9882,3
 25643,8269,4
 25644,6591,1
 25645,5168,3
 25646,1610,1
 25647,8557,3
 25648,5186,5
 25649,9224,2
 25650,6416,5
 25651,5508,5
 25652,8957,3
 25653,7088,2
 25654,2486,5
 25655,8085,1
 25656,6116,5
 25657,7207,5
 25658,3943,2
 25659,8412,2
 25660,3872,3
 25661,8795,5
 25662,6220,1
 25663,3697,3
 25664,4063,5
 25665,5534,2
 25666,4735,4
 25667,2910,5
 25668,7522,4
 25669,5238,2
 25670,3649,5
 25671,3854,2
 25672,2906,2
 25673,8860,2
 25674,4164,3
 25675,8349,1
 25676,4237,5
 25677,1884,3
 25678,7106,2
 25679,7578,4
 25680,3143,3
 25681,5940,3
 25682,6120,4
 25683,1298,5
 25684,1319,4
 25685,1142,3
 25686,5779,5
 25687,8547,4
 25688,1829,4
 25689,2128,2
 25690,6643,4
 25691,1340,1
 25692,7116,4
 25693,2349,3
 25694,2871,4
 25695,1744,5
 25696,1074,2
 25697,5619,4
 25698,5620,1
 25699,6083,5
 25700,5864,2
 25701,3963,3
 25702,8814,3
 25703,1244,5
 25704,5855,5
 25705,5415,1
 25706,8554,1
 25707,3056,3
