ID,REGISTROCAMARACOMERCIO,APERTURA,CIERRE
33148,33148,5,8
33149,33149,8,11
33150,33150,5,8
33151,33151,6,10
33152,33152,5,8
33153,33153,6,9
33154,33154,8,11
33155,33155,8,11
33156,33156,5,10
33157,33157,5,11
33158,33158,7,9
33159,33159,8,8
33160,33160,6,8
33161,33161,7,12
33162,33162,7,8
33163,33163,8,9
33164,33164,8,10
33165,33165,5,8
33166,33166,7,12
33167,33167,6,8
33168,33168,7,9
33169,33169,5,10
33170,33170,5,10
33171,33171,8,11
33172,33172,6,9
33173,33173,7,11
33174,33174,5,8
33175,33175,5,8
33176,33176,7,8
33177,33177,6,11
33178,33178,6,8
33179,33179,5,12
33180,33180,5,11
33181,33181,5,8
33182,33182,7,11
33183,33183,8,10
33184,33184,5,10
33185,33185,5,10
33186,33186,6,12
33187,33187,5,10
33188,33188,6,9
33189,33189,7,9
33190,33190,8,10
33191,33191,5,8
33192,33192,7,8
33193,33193,7,8
33194,33194,7,9
33195,33195,8,8
33196,33196,5,9
33197,33197,5,11
33198,33198,6,11
33199,33199,8,10
33200,33200,8,10
33201,33201,8,10
33202,33202,7,10
33203,33203,5,10
33204,33204,7,8
33205,33205,8,8
33206,33206,8,9
33207,33207,5,8
33208,33208,6,9
33209,33209,8,8
33210,33210,5,10
33211,33211,6,8
33212,33212,5,12
33213,33213,7,8
33214,33214,7,8
33215,33215,5,8
33216,33216,5,8
33217,33217,6,11
33218,33218,5,8
33219,33219,5,12
33220,33220,7,12
33221,33221,6,9
33222,33222,5,11
33223,33223,5,11
33224,33224,5,10
33225,33225,8,8
33226,33226,6,8
33227,33227,5,12
33228,33228,6,12
33229,33229,7,10
33230,33230,8,11
33231,33231,8,10
33232,33232,5,12
33233,33233,8,9
33234,33234,5,10
33235,33235,7,12
33236,33236,6,9
33237,33237,6,8
33238,33238,8,11
33239,33239,7,8
33240,33240,7,8
33241,33241,7,12
33242,33242,5,10
33243,33243,5,10
33244,33244,6,8
33245,33245,6,12
33246,33246,7,8
33247,33247,5,11
33248,33248,8,12
33249,33249,5,12
33250,33250,7,12
33251,33251,8,11
33252,33252,6,9
33253,33253,8,8
33254,33254,6,8
33255,33255,5,9
33256,33256,5,9
33257,33257,6,12
33258,33258,5,11
33259,33259,5,11
33260,33260,6,9
33261,33261,5,12
33262,33262,5,8
33263,33263,8,8
33264,33264,8,12
33265,33265,6,9
33266,33266,7,8
33267,33267,6,10
33268,33268,8,11
33269,33269,7,11
33270,33270,5,12
33271,33271,8,10
33272,33272,7,9
33273,33273,5,10
33274,33274,6,9
33275,33275,7,9
33276,33276,8,12
33277,33277,5,12
33278,33278,5,8
33279,33279,6,11
33280,33280,6,10
33281,33281,5,12
33282,33282,7,10
33283,33283,6,10
33284,33284,6,11
33285,33285,7,12
33286,33286,8,11
33287,33287,8,10
33288,33288,6,11
33289,33289,7,11
33290,33290,8,11
33291,33291,8,9
33292,33292,8,8
33293,33293,8,11
33294,33294,7,9
33295,33295,8,11
33296,33296,5,10
33297,33297,5,9
33298,33298,8,10
33299,33299,6,11
33300,33300,5,8
33301,33301,5,11
33302,33302,6,9
33303,33303,6,9
33304,33304,8,9
33305,33305,6,9
33306,33306,5,11
33307,33307,8,10
33308,33308,8,8
33309,33309,5,11
33310,33310,6,8
33311,33311,5,9
33312,33312,6,11
33313,33313,8,10
33314,33314,8,9
33315,33315,5,12
33316,33316,7,12
33317,33317,6,8
33318,33318,8,9
33319,33319,6,12
33320,33320,8,12
33321,33321,6,10
33322,33322,6,12
33323,33323,6,12
33324,33324,5,10
33325,33325,5,8
33326,33326,5,10
33327,33327,7,9
33328,33328,5,12
33329,33329,6,9
33330,33330,8,12
33331,33331,8,8
33332,33332,6,11
33333,33333,7,8
33334,33334,5,12
33335,33335,8,11
33336,33336,8,11
33337,33337,7,11
33338,33338,6,8
33339,33339,7,10
33340,33340,8,9
33341,33341,6,11
33342,33342,8,9
33343,33343,6,11
33344,33344,8,9
33345,33345,6,12
33346,33346,5,8
33347,33347,8,11
33348,33348,6,12
33349,33349,7,12
33350,33350,8,11
33351,33351,8,12
33352,33352,5,12
33353,33353,6,12
33354,33354,8,9
33355,33355,8,10
33356,33356,5,9
33357,33357,8,11
33358,33358,5,9
33359,33359,8,10
33360,33360,7,9
33361,33361,5,12
33362,33362,7,9
33363,33363,5,8
33364,33364,7,12
33365,33365,7,12
33366,33366,7,9
33367,33367,8,8
33368,33368,6,12
33369,33369,5,11
33370,33370,5,9
33371,33371,8,10
33372,33372,7,10
33373,33373,8,11
33374,33374,8,12
33375,33375,5,9
33376,33376,6,12
33377,33377,7,12
33378,33378,6,8
33379,33379,6,8
33380,33380,6,9
33381,33381,6,8
33382,33382,6,10
33383,33383,5,9
33384,33384,8,11
33385,33385,6,8
33386,33386,7,11
33387,33387,5,9
33388,33388,6,10
33389,33389,8,10
33390,33390,7,8
33391,33391,6,11
33392,33392,7,9
33393,33393,6,11
33394,33394,8,10
33395,33395,6,9
33396,33396,7,8
33397,33397,6,8
33398,33398,8,8
33399,33399,6,9
33400,33400,5,12
33401,33401,8,10
33402,33402,6,8
33403,33403,7,10
33404,33404,8,10
33405,33405,7,9
33406,33406,5,10
33407,33407,8,9
33408,33408,5,11
33409,33409,7,8
33410,33410,5,9
33411,33411,8,10
33412,33412,8,12
33413,33413,8,10
33414,33414,5,8
33415,33415,6,12
33416,33416,5,12
33417,33417,5,9
33418,33418,7,9
33419,33419,6,10
33420,33420,8,9
33421,33421,7,10
33422,33422,6,10
33423,33423,8,8
33424,33424,6,8
33425,33425,8,9
33426,33426,7,10
33427,33427,6,11
33428,33428,5,12
33429,33429,5,11
33430,33430,7,11
33431,33431,6,10
33432,33432,7,10
33433,33433,6,11
33434,33434,5,11
33435,33435,7,9
33436,33436,5,10
33437,33437,5,11
33438,33438,8,8
33439,33439,8,11
33440,33440,8,11
33441,33441,7,8
33442,33442,8,12
33443,33443,6,9
33444,33444,5,9
33445,33445,8,12
33446,33446,5,12
33447,33447,8,12
33448,33448,7,8
33449,33449,5,9
33450,33450,6,10
33451,33451,7,9
33452,33452,7,12
33453,33453,5,11
33454,33454,8,9
33455,33455,6,11
33456,33456,7,8
33457,33457,8,8
33458,33458,5,11
33459,33459,7,9
33460,33460,7,11
33461,33461,6,9
33462,33462,7,10
33463,33463,6,11
33464,33464,8,8
33465,33465,6,8
33466,33466,6,9
33467,33467,8,9
33468,33468,5,9
33469,33469,5,10
33470,33470,8,11
33471,33471,7,9
33472,33472,8,12
33473,33473,8,9
33474,33474,6,12
33475,33475,5,10
33476,33476,8,10
33477,33477,7,8
33478,33478,7,10
33479,33479,6,12
33480,33480,8,12
33481,33481,7,12
33482,33482,6,11
33483,33483,7,10
33484,33484,8,12
33485,33485,8,12
33486,33486,8,9
33487,33487,5,9
33488,33488,6,8
33489,33489,6,10
33490,33490,7,8
33491,33491,5,12
33492,33492,7,11
33493,33493,6,8
33494,33494,7,11
33495,33495,6,10
33496,33496,8,8
33497,33497,7,12
33498,33498,5,9
33499,33499,5,8
33500,33500,8,10
33501,33501,7,9
33502,33502,6,11
33503,33503,5,10
33504,33504,7,8
33505,33505,6,9
33506,33506,7,9
33507,33507,6,10
33508,33508,5,8
33509,33509,6,9
33510,33510,5,10
33511,33511,5,10
33512,33512,6,8
33513,33513,6,12
33514,33514,5,12
33515,33515,8,12
33516,33516,7,12
33517,33517,8,10
33518,33518,5,11
33519,33519,7,8
33520,33520,6,9
33521,33521,7,8
33522,33522,8,11
33523,33523,5,9
33524,33524,5,12
33525,33525,8,10
33526,33526,8,10
33527,33527,7,10
33528,33528,8,10
33529,33529,7,9
33530,33530,7,9
33531,33531,8,8
33532,33532,7,10
33533,33533,7,9
33534,33534,6,12
33535,33535,8,12
33536,33536,8,9
33537,33537,7,10
33538,33538,8,12
33539,33539,7,12
33540,33540,6,9
33541,33541,8,11
33542,33542,8,10
33543,33543,8,9
33544,33544,8,10
33545,33545,8,12
33546,33546,7,10
33547,33547,8,12
33548,33548,8,12
33549,33549,6,12
33550,33550,6,12
33551,33551,5,9
33552,33552,8,11
33553,33553,7,8
33554,33554,6,11
33555,33555,5,10
33556,33556,5,10
33557,33557,5,9
33558,33558,8,11
33559,33559,8,8
33560,33560,5,10
33561,33561,5,9
33562,33562,8,8
33563,33563,8,10
33564,33564,5,9
33565,33565,5,8
33566,33566,6,9
33567,33567,5,8
33568,33568,6,11
33569,33569,8,10
33570,33570,6,8
33571,33571,7,11
33572,33572,7,12
33573,33573,8,12
33574,33574,6,12
33575,33575,5,9
33576,33576,5,12
33577,33577,7,10
33578,33578,7,11
33579,33579,6,12
33580,33580,7,12
33581,33581,6,8
33582,33582,6,9
33583,33583,6,8
33584,33584,8,12
33585,33585,5,10
33586,33586,8,10
33587,33587,8,8
33588,33588,7,11
33589,33589,7,12
33590,33590,7,9
33591,33591,8,10
33592,33592,8,9
33593,33593,8,12
33594,33594,8,8
33595,33595,7,10
33596,33596,7,9
33597,33597,5,9
33598,33598,5,12
33599,33599,5,9
33600,33600,6,10
33601,33601,8,11
33602,33602,6,10
33603,33603,6,9
33604,33604,7,9
33605,33605,5,8
33606,33606,8,10
33607,33607,6,8
33608,33608,5,10
33609,33609,8,8
33610,33610,6,12
33611,33611,8,10
33612,33612,5,9
33613,33613,7,9
33614,33614,6,8
33615,33615,7,9
33616,33616,5,8
33617,33617,7,10
33618,33618,7,11
33619,33619,5,12
33620,33620,5,8
33621,33621,7,8
33622,33622,5,8
33623,33623,6,11
33624,33624,6,10
33625,33625,5,9
33626,33626,6,12
33627,33627,8,9
33628,33628,8,10
33629,33629,5,10
33630,33630,8,9
33631,33631,8,9
33632,33632,8,10
33633,33633,5,8
33634,33634,7,11
33635,33635,7,8
33636,33636,7,10
33637,33637,5,8
33638,33638,5,9
33639,33639,7,12
33640,33640,6,11
33641,33641,8,11
33642,33642,5,10
33643,33643,7,11
33644,33644,8,9
33645,33645,7,11
33646,33646,6,11
33647,33647,6,12
33648,33648,5,11
33649,33649,5,9
33650,33650,6,10
33651,33651,5,8
33652,33652,8,9
33653,33653,6,11
33654,33654,6,12
33655,33655,7,9
33656,33656,5,8
33657,33657,8,10
33658,33658,6,8
33659,33659,7,10
33660,33660,6,10
33661,33661,5,12
33662,33662,6,10
33663,33663,5,9
33664,33664,7,11
33665,33665,6,10
33666,33666,6,10
33667,33667,6,8
33668,33668,6,10
33669,33669,7,10
33670,33670,8,8
33671,33671,5,9
33672,33672,8,8
33673,33673,5,11
33674,33674,8,10
33675,33675,7,12
33676,33676,8,12
33677,33677,6,8
33678,33678,8,12
33679,33679,5,10
33680,33680,8,9
33681,33681,8,11
33682,33682,7,8
33683,33683,8,12
33684,33684,6,11
33685,33685,6,8
33686,33686,6,8
33687,33687,5,12
33688,33688,7,10
33689,33689,8,11
33690,33690,8,11
33691,33691,5,9
33692,33692,5,8
33693,33693,8,9
33694,33694,7,11
33695,33695,8,9
33696,33696,8,8
33697,33697,8,12
33698,33698,6,12
33699,33699,5,8
33700,33700,8,8
33701,33701,8,8
33702,33702,5,9
33703,33703,8,12
33704,33704,5,12
33705,33705,7,10
33706,33706,7,9
33707,33707,8,12
33708,33708,7,12
33709,33709,8,12
33710,33710,5,11
33711,33711,8,10
33712,33712,8,10
33713,33713,5,12
33714,33714,6,10
33715,33715,5,10
33716,33716,8,10
33717,33717,5,11
33718,33718,6,9
33719,33719,6,12
33720,33720,5,9
33721,33721,6,11
33722,33722,7,10
33723,33723,8,12
33724,33724,5,9
33725,33725,5,11
33726,33726,5,10
33727,33727,5,9
33728,33728,7,10
33729,33729,8,12
33730,33730,5,11
33731,33731,8,9
33732,33732,6,10
33733,33733,5,12
33734,33734,8,10
33735,33735,8,11
33736,33736,8,8
33737,33737,7,11
33738,33738,6,8
33739,33739,8,9
33740,33740,5,9
33741,33741,5,12
33742,33742,8,11
33743,33743,6,9
33744,33744,8,9
33745,33745,8,8
33746,33746,5,12
33747,33747,7,11
33748,33748,7,12
33749,33749,5,9
33750,33750,6,8
33751,33751,5,12
33752,33752,6,9
33753,33753,7,12
33754,33754,8,9
33755,33755,5,10
33756,33756,5,12
33757,33757,6,9
33758,33758,5,10
33759,33759,6,10
33760,33760,7,11
33761,33761,7,9
33762,33762,6,10
33763,33763,6,11
33764,33764,8,9
33765,33765,6,8
33766,33766,5,10
33767,33767,8,12
33768,33768,8,11
33769,33769,7,12
33770,33770,7,8
33771,33771,7,10
33772,33772,7,9
33773,33773,7,12
33774,33774,7,9
33775,33775,6,10
33776,33776,7,10
33777,33777,5,9
33778,33778,6,10
33779,33779,6,10
33780,33780,8,8
33781,33781,8,8
33782,33782,5,11
33783,33783,6,8
33784,33784,8,9
33785,33785,5,10
33786,33786,6,8
33787,33787,6,12
33788,33788,5,11
33789,33789,5,9
33790,33790,8,12
33791,33791,6,8
33792,33792,5,11
33793,33793,5,11
33794,33794,5,8
33795,33795,5,8
33796,33796,6,10
33797,33797,6,10
33798,33798,6,8
33799,33799,8,11
33800,33800,6,10
33801,33801,8,11
33802,33802,8,10
33803,33803,7,8
33804,33804,5,9
33805,33805,5,11
33806,33806,5,9
33807,33807,7,8
33808,33808,7,12
33809,33809,6,10
33810,33810,7,8
33811,33811,7,11
33812,33812,5,9
33813,33813,5,9
33814,33814,8,9
33815,33815,6,10
33816,33816,6,10
33817,33817,5,11
33818,33818,6,9
33819,33819,5,8
33820,33820,7,11
33821,33821,6,10
33822,33822,7,10
33823,33823,8,12
33824,33824,8,11
33825,33825,8,11
33826,33826,7,11
33827,33827,7,9
33828,33828,7,10
33829,33829,5,11
33830,33830,5,10
33831,33831,7,8
33832,33832,7,9
33833,33833,8,10
33834,33834,7,9
33835,33835,6,12
33836,33836,6,10
33837,33837,7,11
33838,33838,5,8
33839,33839,7,11
33840,33840,8,12
33841,33841,5,12
33842,33842,8,8
33843,33843,6,8
33844,33844,6,12
33845,33845,7,9
33846,33846,8,8
33847,33847,5,11
33848,33848,6,11
33849,33849,7,12
33850,33850,5,9
33851,33851,5,10
33852,33852,7,11
33853,33853,6,8
33854,33854,7,11
33855,33855,5,8
33856,33856,5,12
33857,33857,5,8
33858,33858,5,12
33859,33859,6,12
33860,33860,5,9
33861,33861,8,8
33862,33862,6,9
33863,33863,5,12
33864,33864,7,8
33865,33865,6,8
33866,33866,6,9
33867,33867,7,10
33868,33868,8,9
33869,33869,8,10
33870,33870,8,9
33871,33871,5,12
33872,33872,7,12
33873,33873,6,12
33874,33874,8,12
33875,33875,7,8
33876,33876,8,10
33877,33877,6,12
33878,33878,6,11
33879,33879,5,11
33880,33880,5,8
33881,33881,5,11
33882,33882,8,9
33883,33883,7,8
33884,33884,7,12
33885,33885,7,9
33886,33886,5,9
33887,33887,7,8
33888,33888,5,9
33889,33889,8,9
33890,33890,5,12
33891,33891,7,8
33892,33892,8,10
33893,33893,7,8
33894,33894,5,11
33895,33895,8,10
33896,33896,5,8
33897,33897,7,12
33898,33898,8,11
33899,33899,8,10
33900,33900,5,11
33901,33901,7,11
33902,33902,5,9
33903,33903,5,11
33904,33904,5,9
33905,33905,7,11
33906,33906,7,11
33907,33907,6,12
33908,33908,8,10
33909,33909,6,12
33910,33910,7,8
33911,33911,8,11
33912,33912,8,12
33913,33913,6,8
33914,33914,5,11
33915,33915,6,11
33916,33916,6,12
33917,33917,8,9
33918,33918,8,9
33919,33919,8,8
33920,33920,5,11
33921,33921,8,10
33922,33922,6,8
33923,33923,8,8
33924,33924,6,8
33925,33925,5,12
33926,33926,7,9
33927,33927,5,9
33928,33928,5,11
33929,33929,7,8
33930,33930,5,12
33931,33931,5,8
33932,33932,8,11
33933,33933,6,8
33934,33934,5,9
33935,33935,6,12
33936,33936,7,8
33937,33937,5,9
33938,33938,7,10
33939,33939,5,9
33940,33940,8,9
33941,33941,5,8
33942,33942,8,9
33943,33943,6,9
33944,33944,7,11
33945,33945,7,8
33946,33946,5,12
33947,33947,7,11
33948,33948,6,11
33949,33949,5,9
33950,33950,7,11
33951,33951,5,8
33952,33952,7,12
33953,33953,6,8
33954,33954,8,12
33955,33955,8,11
33956,33956,7,10
33957,33957,8,11
33958,33958,6,12
33959,33959,6,8
33960,33960,6,8
33961,33961,7,10
33962,33962,5,10
33963,33963,5,9
33964,33964,8,12
33965,33965,7,12
33966,33966,5,11
33967,33967,5,11
33968,33968,6,11
33969,33969,8,9
33970,33970,5,11
33971,33971,7,10
33972,33972,5,8
33973,33973,6,12
33974,33974,5,8
33975,33975,8,9
33976,33976,5,9
33977,33977,8,12
33978,33978,6,8
33979,33979,5,8
33980,33980,8,9
33981,33981,6,8
33982,33982,8,8
33983,33983,6,9
33984,33984,5,9
33985,33985,7,11
33986,33986,6,11
33987,33987,7,12
33988,33988,7,10
33989,33989,5,12
33990,33990,6,12
33991,33991,5,9
33992,33992,7,10
33993,33993,5,11
33994,33994,6,12
33995,33995,8,8
33996,33996,5,11
33997,33997,6,8
33998,33998,7,8
33999,33999,8,12
34000,34000,5,12
34001,34001,7,10
34002,34002,7,9
34003,34003,5,11
34004,34004,6,9
34005,34005,8,9
34006,34006,8,9
34007,34007,7,12
34008,34008,6,12
34009,34009,6,12
34010,34010,8,8
34011,34011,6,12
34012,34012,5,9
34013,34013,7,11
34014,34014,7,9
34015,34015,5,9
34016,34016,5,9
34017,34017,8,8
34018,34018,8,9
34019,34019,5,8
34020,34020,5,12
34021,34021,5,11
34022,34022,6,11
34023,34023,8,8
34024,34024,6,12
34025,34025,8,10
34026,34026,8,11
34027,34027,8,8
34028,34028,6,12
34029,34029,6,8
34030,34030,8,9
34031,34031,7,11
34032,34032,8,11
34033,34033,7,8
34034,34034,7,10
34035,34035,7,10
34036,34036,8,12
34037,34037,8,12
34038,34038,7,8
34039,34039,6,10
34040,34040,7,9
34041,34041,7,10
34042,34042,8,8
34043,34043,6,8
34044,34044,6,8
34045,34045,5,11
34046,34046,7,12
34047,34047,5,11
34048,34048,8,9
34049,34049,5,12
34050,34050,7,9
34051,34051,6,9
34052,34052,5,11
34053,34053,5,12
34054,34054,6,11
34055,34055,6,9
34056,34056,6,10
34057,34057,7,10
34058,34058,5,8
34059,34059,6,9
34060,34060,6,9
34061,34061,5,9
34062,34062,6,8
34063,34063,8,9
34064,34064,5,11
34065,34065,8,11
34066,34066,8,10
34067,34067,6,9
34068,34068,6,10
34069,34069,6,8
34070,34070,8,10
34071,34071,5,8
34072,34072,8,10
34073,34073,8,8
34074,34074,8,12
34075,34075,8,10
34076,34076,8,8
34077,34077,7,11
34078,34078,8,11
34079,34079,8,10
34080,34080,6,10
34081,34081,5,8
34082,34082,7,9
34083,34083,7,8
34084,34084,6,10
34085,34085,7,10
34086,34086,7,10
34087,34087,7,9
34088,34088,8,12
34089,34089,8,8
34090,34090,8,10
34091,34091,7,11
34092,34092,6,10
34093,34093,5,8
34094,34094,5,10
34095,34095,5,11
34096,34096,5,12
34097,34097,8,8
34098,34098,8,11
34099,34099,8,9
34100,34100,6,10
34101,34101,7,10
34102,34102,5,8
34103,34103,5,11
34104,34104,8,11
34105,34105,6,11
34106,34106,6,11
34107,34107,5,8
34108,34108,8,11
34109,34109,5,10
34110,34110,8,8
34111,34111,7,12
34112,34112,8,8
34113,34113,6,11
34114,34114,6,12
34115,34115,8,11
34116,34116,5,11
34117,34117,6,11
34118,34118,6,9
34119,34119,7,11
34120,34120,6,8
34121,34121,5,12
34122,34122,7,12
34123,34123,8,9
34124,34124,7,8
34125,34125,8,8
34126,34126,7,8
34127,34127,8,12
34128,34128,5,11
34129,34129,5,9
34130,34130,6,10
34131,34131,5,12
34132,34132,5,10
34133,34133,5,8
34134,34134,6,8
34135,34135,5,9
34136,34136,8,8
34137,34137,6,12
34138,34138,8,12
34139,34139,8,11
34140,34140,7,9
34141,34141,5,11
34142,34142,8,11
34143,34143,5,9
34144,34144,6,8
34145,34145,5,11
34146,34146,5,10
34147,34147,5,8
34148,34148,8,8
34149,34149,7,12
34150,34150,6,12
34151,34151,5,10
34152,34152,7,10
34153,34153,8,10
34154,34154,5,8
34155,34155,5,8
34156,34156,8,9
34157,34157,6,10
34158,34158,5,9
34159,34159,6,9
34160,34160,8,9
34161,34161,6,11
34162,34162,8,10
34163,34163,7,12
34164,34164,7,12
34165,34165,7,11
34166,34166,8,10
34167,34167,8,10
34168,34168,7,11
34169,34169,6,10
34170,34170,5,8
34171,34171,5,8
34172,34172,5,11
34173,34173,5,11
34174,34174,5,10
34175,34175,5,10
34176,34176,8,11
34177,34177,6,10
34178,34178,5,8
34179,34179,8,8
34180,34180,5,11
34181,34181,5,9
34182,34182,5,8
34183,34183,5,9
34184,34184,5,11
34185,34185,8,12
34186,34186,7,10
34187,34187,7,8
34188,34188,7,11
34189,34189,5,9
34190,34190,8,12
34191,34191,8,10
34192,34192,7,9
34193,34193,5,8
34194,34194,5,10
34195,34195,8,9
34196,34196,8,10
34197,34197,5,11
34198,34198,6,10
34199,34199,7,8
34200,34200,8,10
34201,34201,6,12
34202,34202,5,9
34203,34203,6,11
34204,34204,8,8
34205,34205,5,8
34206,34206,8,12
34207,34207,6,11
34208,34208,8,8
34209,34209,5,12
34210,34210,5,8
34211,34211,8,8
34212,34212,6,8
34213,34213,7,10
34214,34214,5,9
34215,34215,8,8
34216,34216,8,9
34217,34217,6,10
34218,34218,6,12
34219,34219,8,8
34220,34220,5,12
34221,34221,6,10
34222,34222,8,8
34223,34223,8,12
34224,34224,7,9
34225,34225,5,10
34226,34226,7,10
34227,34227,8,10
34228,34228,7,8
34229,34229,8,11
34230,34230,6,11
34231,34231,6,8
34232,34232,6,10
34233,34233,5,8
34234,34234,7,8
34235,34235,5,11
34236,34236,5,12
34237,34237,7,12
34238,34238,6,9
34239,34239,7,10
34240,34240,6,10
34241,34241,7,11
34242,34242,8,12
34243,34243,8,12
34244,34244,5,10
34245,34245,6,11
34246,34246,5,8
34247,34247,7,11
34248,34248,8,10
34249,34249,7,12
34250,34250,6,12
34251,34251,8,12
34252,34252,6,8
34253,34253,5,12
34254,34254,6,12
34255,34255,5,11
34256,34256,5,10
34257,34257,7,12
34258,34258,5,11
34259,34259,5,10
34260,34260,5,9
34261,34261,8,9
34262,34262,5,8
34263,34263,6,10
34264,34264,6,10
34265,34265,8,12
34266,34266,7,12
34267,34267,8,11
34268,34268,7,12
34269,34269,8,8
34270,34270,7,10
34271,34271,6,9
34272,34272,5,8
34273,34273,5,11
34274,34274,7,11
34275,34275,5,10
34276,34276,6,12
34277,34277,7,12
34278,34278,5,9
34279,34279,8,9
34280,34280,6,11
34281,34281,5,11
34282,34282,7,11
34283,34283,5,12
34284,34284,6,9
34285,34285,5,11
34286,34286,8,11
34287,34287,5,11
34288,34288,8,8
34289,34289,7,9
34290,34290,8,12
34291,34291,5,8
34292,34292,7,10
34293,34293,8,12
34294,34294,8,10
34295,34295,7,9
34296,34296,5,9
34297,34297,8,9
34298,34298,7,12
34299,34299,8,12
34300,34300,6,12
34301,34301,6,9
34302,34302,7,8
34303,34303,5,12
34304,34304,8,12
34305,34305,5,11
34306,34306,7,8
34307,34307,6,11
34308,34308,7,9
34309,34309,8,10
34310,34310,5,10
34311,34311,5,8
34312,34312,7,9
34313,34313,7,11
34314,34314,5,9
34315,34315,7,8
34316,34316,7,8
34317,34317,6,9
34318,34318,5,8
34319,34319,6,10
34320,34320,8,8
34321,34321,7,8
34322,34322,5,8
34323,34323,5,11
34324,34324,6,11
34325,34325,7,10
34326,34326,5,8
34327,34327,8,8
34328,34328,7,10
34329,34329,5,8
34330,34330,7,10
34331,34331,7,9
34332,34332,8,11
34333,34333,8,8
34334,34334,5,10
34335,34335,5,11
34336,34336,5,11
34337,34337,8,8
34338,34338,6,8
34339,34339,7,12
34340,34340,5,12
34341,34341,7,12
34342,34342,5,9
34343,34343,7,8
34344,34344,7,10
34345,34345,7,8
34346,34346,5,12
34347,34347,7,12
34348,34348,7,11
34349,34349,5,11
34350,34350,6,8
34351,34351,6,12
34352,34352,7,12
34353,34353,7,10
34354,34354,8,9
34355,34355,6,11
34356,34356,6,11
34357,34357,6,10
34358,34358,7,9
34359,34359,5,8
34360,34360,8,11
34361,34361,5,12
34362,34362,7,11
34363,34363,8,9
34364,34364,5,8
34365,34365,6,11
34366,34366,6,11
34367,34367,7,10
34368,34368,7,8
34369,34369,8,8
34370,34370,5,9
34371,34371,5,12
34372,34372,5,9
34373,34373,7,10
34374,34374,8,9
34375,34375,8,8
34376,34376,5,9
34377,34377,6,12
34378,34378,6,8
34379,34379,7,9
34380,34380,8,8
34381,34381,5,8
34382,34382,6,12
34383,34383,8,12
34384,34384,8,12
34385,34385,8,10
34386,34386,8,10
34387,34387,8,11
34388,34388,8,11
34389,34389,6,11
34390,34390,8,8
34391,34391,8,10
34392,34392,8,8
34393,34393,7,10
34394,34394,5,9
34395,34395,8,10
34396,34396,5,9
34397,34397,5,11
34398,34398,5,10
34399,34399,6,10
34400,34400,7,10
34401,34401,5,12
34402,34402,8,9
34403,34403,8,9
34404,34404,5,9
34405,34405,5,11
34406,34406,6,10
34407,34407,5,10
34408,34408,5,10
34409,34409,6,8
34410,34410,6,12
34411,34411,8,10
34412,34412,5,10
34413,34413,7,12
34414,34414,5,11
34415,34415,5,10
34416,34416,5,12
34417,34417,6,9
34418,34418,7,12
34419,34419,8,8
34420,34420,6,10
34421,34421,5,8
34422,34422,7,8
34423,34423,5,9
34424,34424,8,10
34425,34425,5,11
34426,34426,5,9
34427,34427,5,12
34428,34428,5,11
34429,34429,7,9
34430,34430,6,10
34431,34431,8,9
34432,34432,6,8
34433,34433,7,11
34434,34434,7,12
34435,34435,5,12
34436,34436,6,10
34437,34437,6,12
34438,34438,5,8
34439,34439,7,10
34440,34440,7,9
34441,34441,7,10
34442,34442,7,11
34443,34443,5,9
34444,34444,6,10
34445,34445,5,10
34446,34446,5,9
34447,34447,8,9
34448,34448,7,9
34449,34449,6,8
34450,34450,7,10
34451,34451,7,9
34452,34452,6,8
34453,34453,6,11
34454,34454,6,12
34455,34455,8,12
34456,34456,7,12
34457,34457,8,8
34458,34458,5,10
34459,34459,7,12
34460,34460,8,11
34461,34461,6,11
34462,34462,7,10
34463,34463,5,8
34464,34464,7,12
34465,34465,5,8
34466,34466,5,11
34467,34467,6,11
34468,34468,5,11
34469,34469,7,8
34470,34470,7,10
34471,34471,8,8
34472,34472,6,12
34473,34473,6,9
34474,34474,7,12
34475,34475,7,12
34476,34476,8,8
34477,34477,8,8
34478,34478,8,9
34479,34479,5,9
34480,34480,8,8
34481,34481,8,10
34482,34482,5,8
34483,34483,7,10
34484,34484,5,11
34485,34485,6,11
34486,34486,8,11
34487,34487,5,8
34488,34488,7,11
34489,34489,8,8
34490,34490,6,8
34491,34491,5,12
34492,34492,6,12
34493,34493,7,10
34494,34494,7,10
34495,34495,5,8
34496,34496,8,12
34497,34497,7,12
34498,34498,8,11
34499,34499,6,8
34500,34500,7,8
34501,34501,6,8
34502,34502,8,11
34503,34503,7,8
34504,34504,7,10
34505,34505,8,8
34506,34506,6,9
34507,34507,5,9
34508,34508,8,10
34509,34509,8,10
34510,34510,8,12
34511,34511,6,9
34512,34512,8,8
34513,34513,6,9
34514,34514,6,8
34515,34515,6,8
34516,34516,8,10
34517,34517,7,11
34518,34518,6,9
34519,34519,8,12
34520,34520,5,9
34521,34521,7,12
34522,34522,5,9
34523,34523,6,9
34524,34524,8,10
34525,34525,8,8
34526,34526,8,8
34527,34527,8,11
34528,34528,8,8
34529,34529,5,11
34530,34530,5,11
34531,34531,8,10
34532,34532,7,11
34533,34533,7,12
34534,34534,6,8
34535,34535,7,8
34536,34536,8,10
34537,34537,6,11
34538,34538,5,12
34539,34539,7,10
34540,34540,5,10
34541,34541,6,9
34542,34542,8,9
34543,34543,8,9
