IDCLIENTE,OFERTAID,CANTIDAD,FECHAINICIAL,FECHAFINAL
25394,25395,25394,24/05/2020,18/05/2020
25395,25396,25395,22/05/2020,23/05/2020
25396,25397,25396,22/05/2020,24/05/2020
25397,25398,25397,24/05/2020,23/05/2020
25398,25399,25398,22/05/2020,19/05/2020
25399,25400,25399,20/05/2020,20/05/2020
25400,25401,25400,19/05/2020,18/05/2020
25401,25402,25401,20/05/2020,22/05/2020
25402,25403,25402,24/05/2020,23/05/2020
25403,25404,25403,23/05/2020,19/05/2020
25404,25405,25404,20/05/2020,20/05/2020
25405,25406,25405,24/05/2020,20/05/2020
25406,25407,25406,23/05/2020,19/05/2020
25407,25408,25407,19/05/2020,18/05/2020
25408,25409,25408,24/05/2020,18/05/2020
25409,25410,25409,18/05/2020,23/05/2020
25410,25411,25410,20/05/2020,21/05/2020
25411,25412,25411,18/05/2020,22/05/2020
25412,25413,25412,24/05/2020,18/05/2020
25413,25414,25413,22/05/2020,21/05/2020
25414,25415,25414,21/05/2020,21/05/2020
25415,25416,25415,23/05/2020,18/05/2020
25416,25417,25416,18/05/2020,19/05/2020
25417,25418,25417,18/05/2020,19/05/2020
25418,25419,25418,23/05/2020,21/05/2020
25419,25420,25419,20/05/2020,18/05/2020
25420,25421,25420,24/05/2020,21/05/2020
25421,25422,25421,23/05/2020,22/05/2020
25422,25423,25422,20/05/2020,20/05/2020
25423,25424,25423,20/05/2020,23/05/2020
25424,25425,25424,23/05/2020,22/05/2020
25425,25426,25425,18/05/2020,21/05/2020
25426,25427,25426,23/05/2020,24/05/2020
25427,25428,25427,24/05/2020,18/05/2020
25428,25429,25428,19/05/2020,21/05/2020
25429,25430,25429,21/05/2020,19/05/2020
25430,25431,25430,24/05/2020,22/05/2020
25431,25432,25431,21/05/2020,18/05/2020
25432,25433,25432,23/05/2020,19/05/2020
25433,25434,25433,21/05/2020,20/05/2020
25434,25435,25434,20/05/2020,21/05/2020
25435,25436,25435,22/05/2020,23/05/2020
25436,25437,25436,23/05/2020,18/05/2020
25437,25438,25437,23/05/2020,20/05/2020
25438,25439,25438,18/05/2020,22/05/2020
25439,25440,25439,18/05/2020,20/05/2020
25440,25441,25440,18/05/2020,21/05/2020
25441,25442,25441,19/05/2020,19/05/2020
25442,25443,25442,19/05/2020,22/05/2020
25443,25444,25443,21/05/2020,20/05/2020
25444,25445,25444,22/05/2020,18/05/2020
25445,25446,25445,21/05/2020,21/05/2020
25446,25447,25446,19/05/2020,21/05/2020
25447,25448,25447,19/05/2020,24/05/2020
25448,25449,25448,18/05/2020,23/05/2020
25449,25450,25449,19/05/2020,24/05/2020
25450,25451,25450,20/05/2020,23/05/2020
25451,25452,25451,20/05/2020,21/05/2020
25452,25453,25452,19/05/2020,24/05/2020
25453,25454,25453,19/05/2020,19/05/2020
25454,25455,25454,20/05/2020,23/05/2020
25455,25456,25455,20/05/2020,23/05/2020
25456,25457,25456,20/05/2020,22/05/2020
25457,25458,25457,18/05/2020,18/05/2020
25458,25459,25458,20/05/2020,22/05/2020
25459,25460,25459,18/05/2020,18/05/2020
25460,25461,25460,23/05/2020,19/05/2020
25461,25462,25461,21/05/2020,24/05/2020
25462,25463,25462,19/05/2020,24/05/2020
25463,25464,25463,23/05/2020,24/05/2020
25464,25465,25464,24/05/2020,23/05/2020
25465,25466,25465,18/05/2020,24/05/2020
25466,25467,25466,19/05/2020,24/05/2020
25467,25468,25467,18/05/2020,19/05/2020
25468,25469,25468,20/05/2020,22/05/2020
25469,25470,25469,21/05/2020,22/05/2020
25470,25471,25470,21/05/2020,22/05/2020
25471,25472,25471,24/05/2020,18/05/2020
25472,25473,25472,19/05/2020,24/05/2020
25473,25474,25473,19/05/2020,23/05/2020
25474,25475,25474,23/05/2020,20/05/2020
25475,25476,25475,20/05/2020,21/05/2020
25476,25477,25476,18/05/2020,22/05/2020
25477,25478,25477,20/05/2020,18/05/2020
25478,25479,25478,18/05/2020,22/05/2020
25479,25480,25479,23/05/2020,21/05/2020
25480,25481,25480,23/05/2020,23/05/2020
25481,25482,25481,21/05/2020,24/05/2020
25482,25483,25482,18/05/2020,24/05/2020
25483,25484,25483,24/05/2020,22/05/2020
25484,25485,25484,24/05/2020,22/05/2020
25485,25486,25485,21/05/2020,20/05/2020
25486,25487,25486,24/05/2020,22/05/2020
25487,25488,25487,23/05/2020,23/05/2020
25488,25489,25488,19/05/2020,18/05/2020
25489,25490,25489,24/05/2020,18/05/2020
25490,25491,25490,24/05/2020,20/05/2020
25491,25492,25491,23/05/2020,20/05/2020
25492,25493,25492,23/05/2020,19/05/2020
25493,25494,25493,20/05/2020,18/05/2020
25494,25495,25494,22/05/2020,24/05/2020
25495,25496,25495,22/05/2020,22/05/2020
25496,25497,25496,19/05/2020,19/05/2020
25497,25498,25497,20/05/2020,20/05/2020
25498,25499,25498,22/05/2020,23/05/2020
25499,25500,25499,22/05/2020,19/05/2020
25500,25501,25500,21/05/2020,21/05/2020
25501,25502,25501,24/05/2020,24/05/2020
25502,25503,25502,20/05/2020,18/05/2020
25503,25504,25503,24/05/2020,23/05/2020
25504,25505,25504,23/05/2020,19/05/2020
25505,25506,25505,22/05/2020,22/05/2020
25506,25507,25506,24/05/2020,18/05/2020
25507,25508,25507,22/05/2020,23/05/2020
25508,25509,25508,19/05/2020,19/05/2020
25509,25510,25509,20/05/2020,20/05/2020
25510,25511,25510,21/05/2020,21/05/2020
25511,25512,25511,22/05/2020,21/05/2020
25512,25513,25512,23/05/2020,21/05/2020
25513,25514,25513,18/05/2020,23/05/2020
25514,25515,25514,18/05/2020,23/05/2020
25515,25516,25515,21/05/2020,18/05/2020
25516,25517,25516,22/05/2020,19/05/2020
25517,25518,25517,21/05/2020,18/05/2020
25518,25519,25518,18/05/2020,24/05/2020
25519,25520,25519,20/05/2020,22/05/2020
25520,25521,25520,20/05/2020,24/05/2020
25521,25522,25521,20/05/2020,19/05/2020
25522,25523,25522,20/05/2020,19/05/2020
25523,25524,25523,24/05/2020,23/05/2020
25524,25525,25524,23/05/2020,21/05/2020
25525,25526,25525,20/05/2020,20/05/2020
25526,25527,25526,24/05/2020,18/05/2020
25527,25528,25527,19/05/2020,18/05/2020
25528,25529,25528,21/05/2020,20/05/2020
25529,25530,25529,20/05/2020,23/05/2020
25530,25531,25530,22/05/2020,20/05/2020
25531,25532,25531,22/05/2020,22/05/2020
25532,25533,25532,24/05/2020,19/05/2020
25533,25534,25533,23/05/2020,20/05/2020
25534,25535,25534,20/05/2020,21/05/2020
25535,25536,25535,21/05/2020,20/05/2020
25536,25537,25536,23/05/2020,19/05/2020
25537,25538,25537,19/05/2020,19/05/2020
25538,25539,25538,19/05/2020,20/05/2020
25539,25540,25539,22/05/2020,24/05/2020
25540,25541,25540,23/05/2020,20/05/2020
25541,25542,25541,18/05/2020,24/05/2020
25542,25543,25542,19/05/2020,21/05/2020
25543,25544,25543,23/05/2020,23/05/2020
25544,25545,25544,18/05/2020,24/05/2020
25545,25546,25545,20/05/2020,18/05/2020
25546,25547,25546,21/05/2020,18/05/2020
25547,25548,25547,22/05/2020,20/05/2020
25548,25549,25548,23/05/2020,22/05/2020
25549,25550,25549,19/05/2020,22/05/2020
25550,25551,25550,21/05/2020,22/05/2020
25551,25552,25551,18/05/2020,20/05/2020
25552,25553,25552,24/05/2020,21/05/2020
25553,25554,25553,22/05/2020,21/05/2020
25554,25555,25554,24/05/2020,23/05/2020
25555,25556,25555,21/05/2020,21/05/2020
25556,25557,25556,18/05/2020,23/05/2020
25557,25558,25557,20/05/2020,18/05/2020
25558,25559,25558,20/05/2020,21/05/2020
25559,25560,25559,18/05/2020,23/05/2020
25560,25561,25560,18/05/2020,24/05/2020
25561,25562,25561,20/05/2020,23/05/2020
25562,25563,25562,22/05/2020,23/05/2020
25563,25564,25563,23/05/2020,19/05/2020
25564,25565,25564,21/05/2020,18/05/2020
25565,25566,25565,20/05/2020,22/05/2020
25566,25567,25566,22/05/2020,20/05/2020
25567,25568,25567,21/05/2020,21/05/2020
25568,25569,25568,18/05/2020,22/05/2020
25569,25570,25569,20/05/2020,20/05/2020
25570,25571,25570,19/05/2020,19/05/2020
25571,25572,25571,23/05/2020,21/05/2020
25572,25573,25572,21/05/2020,20/05/2020
25573,25574,25573,19/05/2020,20/05/2020
25574,25575,25574,22/05/2020,22/05/2020
25575,25576,25575,20/05/2020,19/05/2020
25576,25577,25576,22/05/2020,18/05/2020
25577,25578,25577,18/05/2020,22/05/2020
25578,25579,25578,24/05/2020,19/05/2020
25579,25580,25579,19/05/2020,24/05/2020
25580,25581,25580,23/05/2020,20/05/2020
25581,25582,25581,24/05/2020,22/05/2020
25582,25583,25582,18/05/2020,24/05/2020
25583,25584,25583,18/05/2020,22/05/2020
25584,25585,25584,24/05/2020,21/05/2020
25585,25586,25585,24/05/2020,23/05/2020
25586,25587,25586,19/05/2020,19/05/2020
25587,25588,25587,19/05/2020,21/05/2020
25588,25589,25588,20/05/2020,22/05/2020
25589,25590,25589,21/05/2020,19/05/2020
25590,25591,25590,18/05/2020,24/05/2020
25591,25592,25591,21/05/2020,18/05/2020
25592,25593,25592,20/05/2020,23/05/2020
25593,25594,25593,23/05/2020,22/05/2020
25594,25595,25594,24/05/2020,21/05/2020
25595,25596,25595,24/05/2020,23/05/2020
25596,25597,25596,21/05/2020,19/05/2020
25597,25598,25597,18/05/2020,23/05/2020
25598,25599,25598,22/05/2020,24/05/2020
25599,25600,25599,21/05/2020,20/05/2020
25600,25601,25600,23/05/2020,18/05/2020
25601,25602,25601,22/05/2020,22/05/2020
25602,25603,25602,21/05/2020,24/05/2020
25603,25604,25603,21/05/2020,20/05/2020
25604,25605,25604,20/05/2020,23/05/2020
25605,25606,25605,23/05/2020,21/05/2020
25606,25607,25606,22/05/2020,20/05/2020
25607,25608,25607,20/05/2020,19/05/2020
25608,25609,25608,23/05/2020,22/05/2020
25609,25610,25609,22/05/2020,20/05/2020
25610,25611,25610,22/05/2020,24/05/2020
25611,25612,25611,19/05/2020,24/05/2020
25612,25613,25612,20/05/2020,21/05/2020
25613,25614,25613,21/05/2020,18/05/2020
25614,25615,25614,22/05/2020,24/05/2020
25615,25616,25615,19/05/2020,20/05/2020
25616,25617,25616,18/05/2020,22/05/2020
25617,25618,25617,22/05/2020,19/05/2020
25618,25619,25618,24/05/2020,21/05/2020
25619,25620,25619,24/05/2020,23/05/2020
25620,25621,25620,23/05/2020,20/05/2020
25621,25622,25621,18/05/2020,24/05/2020
25622,25623,25622,24/05/2020,22/05/2020
25623,25624,25623,22/05/2020,21/05/2020
25624,25625,25624,19/05/2020,21/05/2020
25625,25626,25625,20/05/2020,23/05/2020
25626,25627,25626,21/05/2020,21/05/2020
25627,25628,25627,21/05/2020,22/05/2020
25628,25629,25628,20/05/2020,24/05/2020
25629,25630,25629,23/05/2020,18/05/2020
25630,25631,25630,18/05/2020,18/05/2020
25631,25632,25631,24/05/2020,20/05/2020
25632,25633,25632,22/05/2020,22/05/2020
25633,25634,25633,23/05/2020,23/05/2020
25634,25635,25634,21/05/2020,19/05/2020
25635,25636,25635,24/05/2020,22/05/2020
25636,25637,25636,22/05/2020,23/05/2020
25637,25638,25637,19/05/2020,21/05/2020
25638,25639,25638,22/05/2020,20/05/2020
25639,25640,25639,22/05/2020,23/05/2020
25640,25641,25640,18/05/2020,20/05/2020
25641,25642,25641,24/05/2020,23/05/2020
25642,25643,25642,18/05/2020,18/05/2020
25643,25644,25643,20/05/2020,22/05/2020
25644,25645,25644,20/05/2020,19/05/2020
25645,25646,25645,24/05/2020,20/05/2020
25646,25647,25646,18/05/2020,21/05/2020
25647,25648,25647,22/05/2020,24/05/2020
25648,25649,25648,21/05/2020,20/05/2020
25649,25650,25649,24/05/2020,19/05/2020
25650,25651,25650,20/05/2020,19/05/2020
25651,25652,25651,24/05/2020,21/05/2020
25652,25653,25652,21/05/2020,22/05/2020
25653,25654,25653,20/05/2020,18/05/2020
25654,25655,25654,23/05/2020,21/05/2020
25655,25656,25655,18/05/2020,24/05/2020
25656,25657,25656,21/05/2020,22/05/2020
25657,25658,25657,22/05/2020,21/05/2020
25658,25659,25658,24/05/2020,24/05/2020
25659,25660,25659,18/05/2020,22/05/2020
25660,25661,25660,19/05/2020,21/05/2020
25661,25662,25661,21/05/2020,21/05/2020
25662,25663,25662,24/05/2020,22/05/2020
25663,25664,25663,23/05/2020,19/05/2020
25664,25665,25664,23/05/2020,23/05/2020
25665,25666,25665,24/05/2020,23/05/2020
25666,25667,25666,19/05/2020,18/05/2020
25667,25668,25667,24/05/2020,22/05/2020
25668,25669,25668,23/05/2020,21/05/2020
25669,25670,25669,22/05/2020,21/05/2020
25670,25671,25670,24/05/2020,24/05/2020
25671,25672,25671,21/05/2020,23/05/2020
25672,25673,25672,24/05/2020,19/05/2020
25673,25674,25673,22/05/2020,18/05/2020
25674,25675,25674,22/05/2020,22/05/2020
25675,25676,25675,20/05/2020,19/05/2020
25676,25677,25676,24/05/2020,21/05/2020
25677,25678,25677,22/05/2020,19/05/2020
25678,25679,25678,20/05/2020,21/05/2020
25679,25680,25679,22/05/2020,22/05/2020
25680,25681,25680,23/05/2020,20/05/2020
25681,25682,25681,19/05/2020,24/05/2020
25682,25683,25682,19/05/2020,20/05/2020
25683,25684,25683,21/05/2020,22/05/2020
25684,25685,25684,23/05/2020,21/05/2020
25685,25686,25685,23/05/2020,21/05/2020
25686,25687,25686,19/05/2020,18/05/2020
25687,25688,25687,18/05/2020,22/05/2020
25688,25689,25688,24/05/2020,24/05/2020
25689,25690,25689,18/05/2020,20/05/2020
25690,25691,25690,22/05/2020,24/05/2020
25691,25692,25691,21/05/2020,21/05/2020
25692,25693,25692,24/05/2020,22/05/2020
25693,25694,25693,23/05/2020,23/05/2020
25694,25695,25694,22/05/2020,22/05/2020
25695,25696,25695,19/05/2020,19/05/2020
25696,25697,25696,20/05/2020,23/05/2020
25697,25698,25697,22/05/2020,20/05/2020
25698,25699,25698,18/05/2020,19/05/2020
25699,25700,25699,22/05/2020,18/05/2020
25700,25701,25700,23/05/2020,19/05/2020
25701,25702,25701,20/05/2020,19/05/2020
25702,25703,25702,24/05/2020,22/05/2020
25703,25704,25703,22/05/2020,22/05/2020
25704,25705,25704,20/05/2020,22/05/2020
25705,25706,25705,22/05/2020,20/05/2020
25706,25707,25706,20/05/2020,24/05/2020
25707,25708,25707,18/05/2020,20/05/2020
25708,25709,25708,24/05/2020,22/05/2020
25709,25710,25709,22/05/2020,18/05/2020
25710,25711,25710,22/05/2020,23/05/2020
25711,25712,25711,22/05/2020,23/05/2020
25712,25713,25712,24/05/2020,24/05/2020
25713,25714,25713,21/05/2020,19/05/2020
25714,25715,25714,20/05/2020,22/05/2020
25715,25716,25715,24/05/2020,22/05/2020
25716,25717,25716,20/05/2020,24/05/2020
25717,25718,25717,20/05/2020,24/05/2020
25718,25719,25718,18/05/2020,21/05/2020
25719,25720,25719,22/05/2020,22/05/2020
25720,25721,25720,24/05/2020,19/05/2020
25721,25722,25721,20/05/2020,24/05/2020
25722,25723,25722,24/05/2020,21/05/2020
25723,25724,25723,22/05/2020,18/05/2020
25724,25725,25724,22/05/2020,20/05/2020
25725,25726,25725,19/05/2020,23/05/2020
25726,25727,25726,23/05/2020,22/05/2020
25727,25728,25727,23/05/2020,22/05/2020
25728,25729,25728,22/05/2020,21/05/2020
25729,25730,25729,23/05/2020,23/05/2020
25730,25731,25730,24/05/2020,20/05/2020
25731,25732,25731,19/05/2020,22/05/2020
25732,25733,25732,24/05/2020,20/05/2020
25733,25734,25733,22/05/2020,18/05/2020
25734,25735,25734,23/05/2020,20/05/2020
25735,25736,25735,24/05/2020,24/05/2020
25736,25737,25736,20/05/2020,22/05/2020
25737,25738,25737,19/05/2020,24/05/2020
25738,25739,25738,20/05/2020,24/05/2020
25739,25740,25739,18/05/2020,18/05/2020
25740,25741,25740,23/05/2020,20/05/2020
25741,25742,25741,18/05/2020,24/05/2020
25742,25743,25742,20/05/2020,18/05/2020
25743,25744,25743,24/05/2020,23/05/2020
25744,25745,25744,20/05/2020,21/05/2020
25745,25746,25745,19/05/2020,23/05/2020
25746,25747,25746,20/05/2020,22/05/2020
25747,25748,25747,23/05/2020,24/05/2020
25748,25749,25748,22/05/2020,24/05/2020
25749,25750,25749,23/05/2020,23/05/2020
25750,25751,25750,20/05/2020,18/05/2020
25751,25752,25751,23/05/2020,23/05/2020
25752,25753,25752,23/05/2020,23/05/2020
25753,25754,25753,22/05/2020,20/05/2020
25754,25755,25754,19/05/2020,23/05/2020
25755,25756,25755,24/05/2020,20/05/2020
25756,25757,25756,22/05/2020,23/05/2020
25757,25758,25757,22/05/2020,22/05/2020
25758,25759,25758,19/05/2020,19/05/2020
25759,25760,25759,23/05/2020,24/05/2020
25760,25761,25760,22/05/2020,24/05/2020
25761,25762,25761,23/05/2020,22/05/2020
25762,25763,25762,23/05/2020,18/05/2020
25763,25764,25763,24/05/2020,19/05/2020
25764,25765,25764,23/05/2020,21/05/2020
25765,25766,25765,19/05/2020,22/05/2020
25766,25767,25766,19/05/2020,24/05/2020
25767,25768,25767,24/05/2020,20/05/2020
25768,25769,25768,23/05/2020,22/05/2020
25769,25770,25769,20/05/2020,20/05/2020
25770,25771,25770,18/05/2020,21/05/2020
25771,25772,25771,21/05/2020,20/05/2020
25772,25773,25772,20/05/2020,23/05/2020
25773,25774,25773,19/05/2020,23/05/2020
25774,25775,25774,18/05/2020,24/05/2020
25775,25776,25775,19/05/2020,23/05/2020
25776,25777,25776,24/05/2020,23/05/2020
25777,25778,25777,19/05/2020,18/05/2020
25778,25779,25778,21/05/2020,18/05/2020
25779,25780,25779,18/05/2020,18/05/2020
25780,25781,25780,20/05/2020,22/05/2020
25781,25782,25781,18/05/2020,21/05/2020
25782,25783,25782,24/05/2020,24/05/2020
25783,25784,25783,20/05/2020,20/05/2020
25784,25785,25784,24/05/2020,20/05/2020
25785,25786,25785,20/05/2020,19/05/2020
25786,25787,25786,22/05/2020,19/05/2020
25787,25788,25787,19/05/2020,19/05/2020
25788,25789,25788,21/05/2020,19/05/2020
25789,25790,25789,19/05/2020,24/05/2020
25790,25791,25790,22/05/2020,23/05/2020
25791,25792,25791,23/05/2020,19/05/2020
25792,25793,25792,19/05/2020,18/05/2020
25793,25794,25793,20/05/2020,18/05/2020
25794,25795,25794,20/05/2020,19/05/2020
25795,25796,25795,18/05/2020,20/05/2020
25796,25797,25796,23/05/2020,22/05/2020
25797,25798,25797,22/05/2020,24/05/2020
25798,25799,25798,24/05/2020,22/05/2020
25799,25800,25799,18/05/2020,23/05/2020
25800,25801,25800,20/05/2020,19/05/2020
25801,25802,25801,20/05/2020,18/05/2020
25802,25803,25802,18/05/2020,19/05/2020
25803,25804,25803,23/05/2020,24/05/2020
25804,25805,25804,18/05/2020,23/05/2020
25805,25806,25805,19/05/2020,23/05/2020
25806,25807,25806,23/05/2020,22/05/2020
25807,25808,25807,22/05/2020,20/05/2020
25808,25809,25808,18/05/2020,18/05/2020
25809,25810,25809,18/05/2020,22/05/2020
25810,25811,25810,23/05/2020,19/05/2020
25811,25812,25811,18/05/2020,21/05/2020
25812,25813,25812,23/05/2020,18/05/2020
25813,25814,25813,21/05/2020,18/05/2020
25814,25815,25814,24/05/2020,19/05/2020
25815,25816,25815,24/05/2020,18/05/2020
25816,25817,25816,22/05/2020,24/05/2020
25817,25818,25817,19/05/2020,22/05/2020
25818,25819,25818,19/05/2020,19/05/2020
25819,25820,25819,23/05/2020,21/05/2020
25820,25821,25820,19/05/2020,18/05/2020
25821,25822,25821,22/05/2020,20/05/2020
25822,25823,25822,23/05/2020,23/05/2020
25823,25824,25823,21/05/2020,18/05/2020
25824,25825,25824,19/05/2020,20/05/2020
25825,25826,25825,21/05/2020,19/05/2020
25826,25827,25826,20/05/2020,23/05/2020
25827,25828,25827,24/05/2020,24/05/2020
25828,25829,25828,20/05/2020,23/05/2020
25829,25830,25829,23/05/2020,22/05/2020
25830,25831,25830,18/05/2020,20/05/2020
25831,25832,25831,22/05/2020,18/05/2020
25832,25833,25832,20/05/2020,21/05/2020
25833,25834,25833,24/05/2020,19/05/2020
25834,25835,25834,24/05/2020,21/05/2020
25835,25836,25835,24/05/2020,19/05/2020
25836,25837,25836,19/05/2020,23/05/2020
25837,25838,25837,21/05/2020,22/05/2020
25838,25839,25838,22/05/2020,21/05/2020
25839,25840,25839,21/05/2020,23/05/2020
25840,25841,25840,21/05/2020,21/05/2020
25841,25842,25841,21/05/2020,22/05/2020
25842,25843,25842,20/05/2020,23/05/2020
25843,25844,25843,18/05/2020,24/05/2020
25844,25845,25844,23/05/2020,21/05/2020
25845,25846,25845,21/05/2020,21/05/2020
25846,25847,25846,20/05/2020,21/05/2020
25847,25848,25847,19/05/2020,23/05/2020
25848,25849,25848,18/05/2020,22/05/2020
25849,25850,25849,18/05/2020,19/05/2020
25850,25851,25850,23/05/2020,18/05/2020
25851,25852,25851,23/05/2020,18/05/2020
25852,25853,25852,22/05/2020,21/05/2020
25853,25854,25853,24/05/2020,23/05/2020
25854,25855,25854,22/05/2020,24/05/2020
25855,25856,25855,22/05/2020,18/05/2020
25856,25857,25856,24/05/2020,19/05/2020
25857,25858,25857,23/05/2020,22/05/2020
25858,25859,25858,24/05/2020,21/05/2020
25859,25860,25859,20/05/2020,19/05/2020
25860,25861,25860,23/05/2020,23/05/2020
25861,25862,25861,21/05/2020,22/05/2020
25862,25863,25862,20/05/2020,23/05/2020
25863,25864,25863,20/05/2020,20/05/2020
25864,25865,25864,23/05/2020,23/05/2020
25865,25866,25865,20/05/2020,20/05/2020
25866,25867,25866,24/05/2020,18/05/2020
25867,25868,25867,23/05/2020,23/05/2020
25868,25869,25868,18/05/2020,19/05/2020
25869,25870,25869,23/05/2020,23/05/2020
25870,25871,25870,20/05/2020,18/05/2020
25871,25872,25871,19/05/2020,18/05/2020
25872,25873,25872,19/05/2020,20/05/2020
25873,25874,25873,19/05/2020,23/05/2020
25874,25875,25874,23/05/2020,18/05/2020
25875,25876,25875,18/05/2020,20/05/2020
25876,25877,25876,22/05/2020,22/05/2020
25877,25878,25877,18/05/2020,20/05/2020
25878,25879,25878,24/05/2020,21/05/2020
25879,25880,25879,19/05/2020,19/05/2020
25880,25881,25880,18/05/2020,19/05/2020
25881,25882,25881,20/05/2020,24/05/2020
25882,25883,25882,24/05/2020,19/05/2020
25883,25884,25883,19/05/2020,19/05/2020
25884,25885,25884,18/05/2020,19/05/2020
25885,25886,25885,23/05/2020,23/05/2020
25886,25887,25886,24/05/2020,23/05/2020
25887,25888,25887,18/05/2020,20/05/2020
25888,25889,25888,19/05/2020,20/05/2020
25889,25890,25889,19/05/2020,22/05/2020
25890,25891,25890,20/05/2020,20/05/2020
25891,25892,25891,23/05/2020,24/05/2020
25892,25893,25892,24/05/2020,19/05/2020
25893,25894,25893,23/05/2020,21/05/2020
25894,25895,25894,18/05/2020,20/05/2020
25895,25896,25895,22/05/2020,18/05/2020
25896,25897,25896,21/05/2020,19/05/2020
25897,25898,25897,20/05/2020,19/05/2020
25898,25899,25898,24/05/2020,18/05/2020
25899,25900,25899,20/05/2020,24/05/2020
25900,25901,25900,22/05/2020,22/05/2020
25901,25902,25901,18/05/2020,18/05/2020
25902,25903,25902,24/05/2020,24/05/2020
25903,25904,25903,22/05/2020,23/05/2020
25904,25905,25904,19/05/2020,23/05/2020
25905,25906,25905,18/05/2020,23/05/2020
25906,25907,25906,20/05/2020,23/05/2020
25907,25908,25907,24/05/2020,20/05/2020
25908,25909,25908,19/05/2020,23/05/2020
25909,25910,25909,24/05/2020,18/05/2020
25910,25911,25910,23/05/2020,22/05/2020
25911,25912,25911,23/05/2020,20/05/2020
25912,25913,25912,20/05/2020,20/05/2020
25913,25914,25913,20/05/2020,22/05/2020
25914,25915,25914,18/05/2020,20/05/2020
25915,25916,25915,24/05/2020,20/05/2020
25916,25917,25916,22/05/2020,23/05/2020
25917,25918,25917,24/05/2020,24/05/2020
25918,25919,25918,21/05/2020,24/05/2020
25919,25920,25919,19/05/2020,18/05/2020
25920,25921,25920,18/05/2020,24/05/2020
25921,25922,25921,23/05/2020,20/05/2020
25922,25923,25922,21/05/2020,18/05/2020
25923,25924,25923,20/05/2020,23/05/2020
25924,25925,25924,23/05/2020,19/05/2020
25925,25926,25925,24/05/2020,20/05/2020
25926,25927,25926,24/05/2020,21/05/2020
25927,25928,25927,24/05/2020,24/05/2020
25928,25929,25928,21/05/2020,20/05/2020
25929,25930,25929,22/05/2020,24/05/2020
25930,25931,25930,20/05/2020,23/05/2020
25931,25932,25931,23/05/2020,21/05/2020
25932,25933,25932,20/05/2020,19/05/2020
25933,25934,25933,19/05/2020,23/05/2020
25934,25935,25934,22/05/2020,21/05/2020
25935,25936,25935,20/05/2020,23/05/2020
25936,25937,25936,19/05/2020,22/05/2020
25937,25938,25937,20/05/2020,20/05/2020
25938,25939,25938,19/05/2020,22/05/2020
25939,25940,25939,19/05/2020,21/05/2020
25940,25941,25940,24/05/2020,19/05/2020
25941,25942,25941,23/05/2020,18/05/2020
25942,25943,25942,24/05/2020,24/05/2020
25943,25944,25943,23/05/2020,23/05/2020
25944,25945,25944,24/05/2020,21/05/2020
25945,25946,25945,24/05/2020,21/05/2020
25946,25947,25946,20/05/2020,20/05/2020
25947,25948,25947,22/05/2020,22/05/2020
25948,25949,25948,21/05/2020,23/05/2020
25949,25950,25949,21/05/2020,20/05/2020
25950,25951,25950,21/05/2020,23/05/2020
25951,25952,25951,18/05/2020,20/05/2020
25952,25953,25952,21/05/2020,24/05/2020
25953,25954,25953,19/05/2020,22/05/2020
25954,25955,25954,23/05/2020,18/05/2020
25955,25956,25955,23/05/2020,24/05/2020
25956,25957,25956,18/05/2020,21/05/2020
25957,25958,25957,20/05/2020,22/05/2020
25958,25959,25958,22/05/2020,24/05/2020
25959,25960,25959,20/05/2020,22/05/2020
25960,25961,25960,22/05/2020,18/05/2020
25961,25962,25961,19/05/2020,21/05/2020
25962,25963,25962,23/05/2020,24/05/2020
25963,25964,25963,18/05/2020,19/05/2020
25964,25965,25964,24/05/2020,20/05/2020
25965,25966,25965,20/05/2020,24/05/2020
25966,25967,25966,20/05/2020,22/05/2020
25967,25968,25967,22/05/2020,24/05/2020
25968,25969,25968,22/05/2020,19/05/2020
25969,25970,25969,19/05/2020,24/05/2020
25970,25971,25970,23/05/2020,22/05/2020
25971,25972,25971,18/05/2020,23/05/2020
25972,25973,25972,21/05/2020,19/05/2020
25973,25974,25973,22/05/2020,20/05/2020
25974,25975,25974,18/05/2020,24/05/2020
25975,25976,25975,23/05/2020,23/05/2020
25976,25977,25976,22/05/2020,21/05/2020
25977,25978,25977,23/05/2020,20/05/2020
25978,25979,25978,24/05/2020,21/05/2020
25979,25980,25979,24/05/2020,20/05/2020
25980,25981,25980,22/05/2020,23/05/2020
25981,25982,25981,23/05/2020,23/05/2020
25982,25983,25982,19/05/2020,21/05/2020
25983,25984,25983,20/05/2020,22/05/2020
25984,25985,25984,18/05/2020,24/05/2020
25985,25986,25985,21/05/2020,22/05/2020
25986,25987,25986,18/05/2020,24/05/2020
25987,25988,25987,24/05/2020,19/05/2020
25988,25989,25988,22/05/2020,24/05/2020
25989,25990,25989,18/05/2020,18/05/2020
25990,25991,25990,22/05/2020,19/05/2020
25991,25992,25991,22/05/2020,21/05/2020
25992,25993,25992,22/05/2020,20/05/2020
25993,25994,25993,18/05/2020,23/05/2020
25994,25995,25994,19/05/2020,18/05/2020
25995,25996,25995,22/05/2020,24/05/2020
25996,25997,25996,19/05/2020,24/05/2020
25997,25998,25997,20/05/2020,22/05/2020
25998,25999,25998,22/05/2020,19/05/2020
25999,26000,25999,20/05/2020,21/05/2020
