NUMERO,INDIVIDUAL,DURACION,MENAJE
24647,0,86,0
24648,1,72,1
24649,1,46,1
24650,0,48,0
24651,1,110,0
24652,1,150,0
24653,1,39,1
24654,0,44,0
24655,1,69,1
24656,0,19,0
24657,0,49,1
24658,0,35,1
24659,1,41,1
24660,0,64,0
24661,0,146,0
24662,0,117,0
24663,1,14,0
24664,1,172,0
24665,1,97,1
24666,0,136,1
24667,1,177,1
24668,1,26,1
24669,1,50,0
24670,0,174,0
24671,0,32,0
24672,0,22,0
24673,1,61,0
24674,1,50,0
24675,0,91,0
24676,1,32,1
24677,1,175,1
24678,0,67,0
24679,0,117,0
24680,1,146,0
24681,1,39,0
24682,0,31,0
24683,0,3,1
24684,0,11,1
24685,0,147,1
24686,0,12,0
24687,0,127,1
24688,1,178,1
24689,1,52,0
24690,1,123,1
24691,1,20,1
24692,1,148,0
24693,1,173,1
24694,1,85,1
24695,0,66,0
24696,1,90,0
24697,0,45,1
24698,0,178,1
24699,1,115,1
24700,1,48,0
24701,0,147,0
24702,1,163,1
24703,1,33,0
24704,0,145,0
24705,0,55,1
24706,1,177,1
24707,1,126,1
24708,1,79,0
24709,1,41,1
24710,1,65,1
24711,0,59,1
24712,0,71,1
24713,1,122,0
24714,1,17,0
24715,0,127,0
24716,1,25,0
24717,0,90,0
24718,0,174,0
24719,1,158,0
24720,1,118,1
24721,0,2,0
24722,0,138,0
24723,0,43,1
24724,0,149,1
24725,0,141,0
24726,0,15,0
24727,0,68,1
24728,0,94,1
24729,1,14,0
24730,1,105,0
24731,1,160,0
24732,1,13,0
24733,0,49,1
24734,1,5,0
24735,0,29,1
24736,0,150,0
24737,0,120,1
24738,1,51,1
24739,0,23,0
24740,0,92,1
24741,0,52,0
24742,1,43,1
24743,0,81,0
24744,0,122,1
24745,0,142,0
24746,1,180,0
24747,0,4,1
24748,1,26,0
24749,1,169,1
24750,0,111,0
24751,1,54,1
24752,0,161,0
24753,0,140,1
24754,1,168,1
24755,1,60,0
24756,0,11,1
24757,1,119,1
24758,1,15,1
24759,1,123,1
24760,1,123,1
24761,1,60,1
24762,0,153,0
24763,0,146,0
24764,0,178,0
24765,1,89,0
24766,1,152,0
24767,0,43,1
24768,0,62,1
24769,1,45,0
24770,1,25,1
24771,1,105,1
24772,0,14,0
24773,0,160,1
24774,1,99,1
24775,0,33,1
24776,0,143,0
24777,1,58,1
24778,0,145,0
24779,1,38,0
24780,1,117,0
24781,1,32,1
24782,0,82,1
24783,1,133,0
24784,1,62,1
24785,0,125,1
24786,1,19,1
24787,0,21,1
24788,1,120,1
24789,1,14,0
24790,1,174,1
24791,1,31,1
24792,1,151,0
24793,0,11,1
24794,1,38,1
24795,0,30,0
24796,0,46,0
24797,1,22,0
24798,1,109,1
24799,0,114,0
24800,0,39,0
24801,1,163,1
24802,1,35,0
24803,0,102,1
24804,0,86,0
24805,1,2,1
24806,0,50,1
24807,1,116,0
24808,1,111,1
24809,0,131,0
24810,1,21,1
24811,1,58,1
24812,1,39,1
24813,1,97,0
24814,0,151,1
24815,0,23,1
24816,0,56,1
24817,0,131,1
24818,0,15,1
24819,1,42,0
24820,0,49,0
24821,0,112,1
24822,1,46,0
24823,1,60,1
24824,0,70,0
24825,1,75,0
24826,0,144,1
24827,0,121,0
24828,0,95,1
24829,1,34,1
24830,0,12,1
24831,1,127,1
24832,0,130,0
24833,0,66,0
24834,0,167,1
24835,1,110,1
24836,0,9,0
24837,1,175,0
24838,1,149,0
24839,1,54,0
24840,1,109,1
24841,0,19,1
24842,1,17,0
24843,1,144,0
24844,1,171,0
24845,0,166,1
24846,1,108,1
24847,0,54,0
24848,1,171,0
24849,0,123,1
24850,0,136,1
24851,0,2,1
24852,0,89,1
24853,1,32,1
24854,1,140,0
24855,0,76,0
24856,1,1,0
24857,1,95,1
24858,0,138,0
24859,0,55,0
24860,0,154,1
24861,1,11,1
24862,0,101,1
24863,0,93,1
24864,1,98,1
24865,0,152,1
24866,0,89,1
24867,1,147,0
24868,0,100,0
24869,0,44,0
24870,0,84,0
24871,0,118,1
24872,0,43,1
24873,1,180,1
24874,0,145,0
24875,0,4,1
24876,0,149,0
24877,0,61,1
24878,0,173,0
24879,1,130,0
24880,1,165,0
24881,1,37,0
24882,0,175,1
24883,0,79,0
24884,1,150,1
24885,1,85,1
24886,0,65,0
24887,1,114,0
24888,0,5,0
24889,0,54,1
24890,0,93,1
24891,1,143,1
24892,1,132,1
24893,0,151,1
24894,1,6,1
24895,0,69,1
24896,1,64,1
24897,0,28,0
24898,1,5,1
24899,0,165,0
24900,0,84,1
24901,1,48,1
24902,1,56,0
24903,1,45,1
24904,0,88,1
24905,1,64,1
24906,0,173,1
24907,1,112,1
24908,0,48,1
24909,1,31,1
24910,1,62,0
24911,1,86,0
24912,1,101,1
24913,0,100,1
24914,1,164,1
24915,1,79,1
24916,1,103,0
24917,0,38,0
24918,0,85,0
24919,1,117,1
24920,0,110,1
24921,1,17,0
24922,1,132,1
24923,1,36,1
24924,1,41,0
24925,1,62,0
24926,0,42,0
24927,0,108,1
24928,0,63,1
24929,0,164,0
24930,1,46,1
24931,0,16,0
24932,1,27,1
24933,1,155,1
24934,1,17,1
24935,0,60,1
24936,0,148,0
24937,0,52,1
24938,1,126,1
24939,0,2,1
24940,0,174,1
24941,1,78,0
24942,1,12,1
24943,0,115,0
24944,1,25,1
24945,1,167,1
24946,0,107,1
24947,0,33,0
24948,0,23,1
24949,1,125,1
24950,0,4,0
24951,1,137,0
24952,0,150,0
24953,0,66,1
24954,0,175,0
24955,1,93,1
24956,0,66,1
24957,1,14,1
24958,1,148,1
24959,0,125,0
24960,1,12,1
24961,0,14,0
24962,1,119,0
24963,1,51,1
24964,0,143,0
24965,0,174,1
24966,1,173,1
24967,1,116,1
24968,0,45,1
24969,1,45,1
24970,0,14,0
24971,1,32,0
24972,1,91,1
24973,1,55,1
24974,0,96,1
24975,1,98,1
24976,0,168,1
24977,0,55,1
24978,0,179,0
24979,1,72,0
24980,1,76,1
24981,1,57,1
24982,1,107,1
24983,0,49,1
24984,1,10,0
24985,1,139,1
24986,1,30,1
24987,1,112,0
24988,0,103,0
24989,1,159,0
24990,1,175,1
24991,1,4,1
24992,0,151,0
24993,0,57,1
24994,0,1,0
24995,1,108,1
24996,1,160,1
24997,0,133,1
24998,1,11,1
24999,1,173,1
25000,1,14,0
25001,1,69,0
25002,1,67,1
25003,1,126,1
25004,1,144,0
25005,1,37,1
25006,0,46,0
25007,1,69,1
25008,1,12,1
25009,0,98,0
25010,1,118,0
25011,1,78,1
25012,1,3,1
25013,0,71,1
25014,1,148,0
25015,1,115,1
25016,1,108,1
25017,0,61,0
25018,1,102,1
25019,1,57,0
25020,1,129,0
25021,0,179,0
25022,0,11,0
25023,1,111,1
25024,0,148,0
25025,1,162,0
25026,1,161,0
25027,1,142,0
25028,0,106,1
25029,1,138,1
25030,1,100,1
25031,0,77,0
25032,0,17,1
25033,1,35,0
25034,0,15,1
25035,0,7,1
25036,0,65,0
25037,1,64,1
25038,0,77,1
25039,1,64,0
25040,1,117,1
25041,1,86,0
25042,0,13,1
25043,1,8,0
25044,0,13,1
25045,1,118,0
25046,0,175,1
25047,1,110,1
25048,0,157,0
25049,1,51,1
25050,1,73,1
25051,0,142,1
25052,1,63,0
25053,0,110,1
25054,1,29,1
25055,0,150,0
25056,0,110,0
25057,1,97,0
25058,0,171,0
25059,0,167,1
25060,0,49,0
25061,0,78,0
25062,0,88,1
25063,0,48,1
25064,1,6,1
25065,0,27,1
25066,1,98,0
25067,1,90,1
25068,1,13,1
25069,1,7,1
25070,1,78,0
25071,0,57,1
25072,1,36,1
25073,0,82,1
25074,1,72,1
25075,0,139,0
25076,1,157,1
25077,1,180,0
25078,1,114,1
25079,0,42,1
25080,1,116,1
25081,1,113,0
25082,0,1,0
25083,1,176,1
25084,0,4,0
25085,0,125,0
25086,1,173,0
25087,0,171,1
25088,1,107,1
25089,0,153,1
25090,0,42,0
25091,0,173,1
25092,0,179,1
25093,0,134,0
25094,1,133,1
25095,0,100,0
25096,0,31,0
25097,0,145,1
25098,1,6,1
25099,1,144,0
25100,0,140,0
25101,0,143,0
25102,1,14,1
25103,1,156,0
25104,1,155,0
25105,0,7,0
25106,1,168,0
25107,0,61,1
25108,1,71,1
25109,0,94,1
25110,0,56,0
25111,0,25,0
25112,1,107,1
25113,0,85,0
25114,0,22,0
25115,0,2,0
25116,1,34,1
25117,1,81,0
25118,1,45,1
25119,0,79,0
25120,0,71,1
25121,0,47,0
25122,1,180,0
25123,1,114,1
25124,0,65,1
25125,0,57,1
25126,0,24,0
25127,0,42,0
25128,0,104,0
25129,1,101,1
25130,1,49,0
25131,0,111,0
25132,0,134,1
25133,0,60,1
25134,0,153,1
25135,0,155,1
25136,1,148,1
25137,1,83,0
25138,0,28,0
25139,0,76,0
25140,0,20,1
25141,1,77,1
25142,0,26,1
25143,1,119,0
25144,0,38,0
25145,0,20,1
25146,0,106,1
25147,1,88,0
25148,0,56,1
25149,1,141,1
25150,1,102,0
25151,1,61,0
25152,1,60,1
25153,1,49,1
25154,1,58,0
25155,0,19,0
25156,1,98,1
25157,1,81,1
25158,0,108,0
25159,1,177,1
25160,1,94,1
25161,1,30,0
25162,1,127,0
25163,1,6,1
25164,0,133,0
25165,1,111,0
25166,1,1,0
25167,1,74,0
25168,0,169,0
25169,0,11,0
25170,0,174,0
25171,1,89,0
25172,1,73,0
25173,1,173,0
25174,1,163,0
25175,0,175,1
25176,1,98,1
25177,1,29,0
25178,0,43,1
25179,1,122,0
25180,1,54,0
25181,1,46,0
25182,0,111,0
25183,0,148,1
25184,1,35,0
25185,0,21,1
25186,1,154,1
25187,1,101,1
25188,0,88,0
25189,1,13,1
25190,1,125,0
25191,0,43,1
25192,1,70,0
25193,0,111,0
25194,0,16,0
25195,1,66,1
25196,0,18,1
25197,0,98,1
25198,1,16,1
25199,1,126,0
25200,0,18,1
25201,0,123,1
25202,0,132,1
25203,0,138,1
25204,1,169,1
25205,0,121,0
25206,1,84,1
25207,1,146,1
25208,0,40,0
25209,0,5,0
25210,1,71,1
25211,0,12,0
25212,1,102,1
25213,1,115,1
25214,0,163,0
25215,1,31,0
25216,1,170,0
25217,1,1,0
25218,1,99,1
25219,0,73,0
25220,1,140,0
25221,0,5,0
25222,1,117,1
25223,0,89,1
25224,1,170,0
25225,1,62,0
25226,1,121,1
25227,0,158,1
25228,0,91,1
25229,1,139,0
25230,0,119,1
25231,0,88,0
25232,1,60,1
25233,0,115,1
25234,0,172,1
25235,0,69,0
25236,1,84,0
25237,0,83,1
25238,0,64,1
25239,1,119,1
25240,0,69,0
25241,1,159,0
25242,0,3,1
25243,1,115,0
25244,0,104,1
25245,1,32,0
25246,0,123,0
25247,0,13,1
25248,0,70,0
25249,0,151,1
25250,1,104,0
25251,0,75,1
25252,0,176,0
25253,0,87,0
25254,1,11,1
25255,0,71,0
25256,1,32,1
25257,0,41,1
25258,1,37,1
25259,1,177,1
25260,1,158,1
25261,0,70,0
25262,1,144,1
25263,0,65,0
25264,1,29,0
25265,1,20,1
25266,1,37,0
25267,1,115,1
25268,0,65,0
25269,0,171,1
25270,0,177,1
25271,0,155,1
25272,0,121,1
25273,0,140,0
25274,1,141,0
25275,0,165,0
25276,1,9,1
25277,1,167,0
25278,1,33,0
25279,0,132,1
25280,1,74,0
25281,0,175,1
25282,0,18,1
25283,0,47,1
25284,0,179,0
25285,1,58,0
25286,0,76,0
25287,0,26,1
25288,0,101,1
25289,1,165,1
25290,1,60,1
25291,1,55,0
25292,1,83,0
25293,1,60,0
25294,0,72,1
25295,0,73,1
25296,1,1,0
25297,1,105,1
25298,1,22,1
25299,0,109,1
25300,1,170,0
25301,0,37,0
25302,1,47,1
25303,1,152,0
25304,0,112,0
25305,1,96,0
25306,0,169,1
25307,1,105,0
25308,1,123,1
25309,0,8,1
25310,0,34,0
25311,1,138,0
25312,1,41,0
25313,1,174,0
25314,1,35,0
25315,0,160,0
25316,1,118,0
25317,0,55,0
25318,0,22,0
25319,0,16,0
25320,1,126,0
25321,0,13,1
25322,0,74,0
25323,0,174,1
25324,0,30,1
25325,1,131,1
25326,1,108,1
25327,0,6,1
25328,0,74,1
25329,1,134,1
25330,0,54,1
25331,0,54,0
25332,1,153,1
25333,1,72,0
25334,0,33,1
25335,0,177,0
25336,0,113,0
25337,1,147,1
25338,1,163,1
25339,1,73,0
25340,1,127,0
25341,1,148,1
25342,1,83,0
25343,0,169,1
25344,0,44,1
25345,1,136,1
25346,1,6,1
25347,0,169,0
25348,0,101,0
25349,1,165,0
25350,1,85,0
25351,1,164,1
25352,0,49,1
25353,1,69,0
25354,1,101,1
25355,1,34,1
25356,0,20,1
25357,1,92,0
25358,1,68,0
25359,1,51,1
25360,1,162,1
25361,0,150,0
25362,1,17,0
25363,1,61,0
25364,1,155,0
25365,1,49,1
25366,0,163,1
25367,0,31,1
25368,0,54,1
25369,1,176,1
25370,1,138,0
25371,0,171,0
25372,0,136,0
25373,1,16,1
25374,0,113,1
25375,1,122,1
25376,0,116,1
25377,0,86,0
25378,1,143,1
25379,1,177,0
25380,1,40,0
25381,0,86,0
25382,0,65,1
25383,1,74,1
25384,0,64,1
25385,1,143,0
25386,1,107,0
25387,1,103,0
25388,1,34,0
25389,1,87,0
25390,1,75,0
25391,1,81,0
25392,0,102,0
25393,0,126,1
25394,1,18,1
25395,0,150,1
25396,1,74,1
25397,0,55,1
25398,1,88,1
25399,1,11,1
25400,0,157,0
25401,1,7,1
25402,0,155,0
25403,0,140,0
25404,0,135,1
25405,0,95,1
25406,0,8,1
25407,0,95,1
25408,1,136,0
25409,1,129,1
25410,0,114,0
25411,0,92,1
25412,0,75,1
25413,1,166,0
25414,0,7,0
25415,0,171,1
25416,0,41,1
25417,0,35,0
25418,0,110,1
25419,1,64,1
25420,1,111,1
25421,0,24,0
25422,1,84,1
25423,1,124,0
25424,1,128,0
25425,1,92,0
25426,1,3,1
25427,1,97,1
25428,0,89,1
25429,0,56,1
25430,0,161,1
25431,0,170,1
25432,1,105,0
25433,1,45,1
25434,1,138,0
25435,1,138,1
25436,0,26,1
25437,1,163,1
25438,1,18,0
25439,0,138,0
25440,1,130,1
25441,0,171,0
25442,1,131,1
25443,1,57,0
25444,0,39,0
25445,0,44,1
25446,1,39,0
25447,1,37,0
25448,1,85,0
25449,0,76,0
25450,0,41,0
25451,1,108,0
25452,0,145,1
25453,1,179,0
25454,0,137,0
25455,0,105,0
25456,0,81,1
25457,0,6,1
25458,1,136,0
25459,1,28,1
25460,1,85,0
25461,0,134,1
25462,1,108,0
25463,0,15,1
25464,0,6,1
25465,1,2,0
25466,0,32,1
25467,1,153,0
25468,0,120,0
25469,1,52,0
25470,0,55,1
25471,1,102,0
25472,0,131,0
25473,1,84,0
25474,0,17,0
25475,0,89,1
25476,1,42,0
25477,1,55,0
25478,1,24,0
25479,0,137,0
25480,0,77,0
25481,1,1,1
25482,0,68,1
25483,1,36,0
25484,1,71,1
25485,1,108,1
25486,1,90,0
25487,1,164,0
25488,1,137,1
25489,1,100,0
25490,0,160,1
25491,1,27,0
25492,1,94,1
25493,1,110,0
25494,0,14,1
25495,1,17,1
25496,0,96,1
25497,1,113,1
25498,1,109,1
25499,1,180,1
25500,1,92,1
25501,0,114,0
25502,1,77,1
25503,1,54,0
25504,0,174,1
25505,0,9,1
25506,1,137,1
25507,0,37,0
25508,0,8,1
25509,0,71,0
25510,0,13,1
25511,1,61,1
25512,0,37,0
25513,1,29,1
25514,1,152,0
25515,0,178,1
25516,1,71,0
25517,0,42,0
25518,1,171,0
25519,0,86,0
25520,1,52,0
25521,1,26,1
25522,1,16,1
25523,1,26,1
25524,0,92,0
25525,1,108,1
25526,1,163,0
25527,1,148,1
25528,1,33,0
25529,0,119,0
25530,1,18,0
25531,0,51,0
25532,0,111,0
25533,1,63,0
25534,1,125,0
25535,0,124,1
25536,1,41,0
25537,1,89,0
25538,1,101,0
25539,0,26,0
25540,1,51,1
25541,0,173,1
25542,1,119,1
25543,0,120,1
25544,0,104,1
25545,1,163,0
25546,1,161,0
25547,0,53,1
25548,0,169,1
25549,0,162,1
25550,1,76,0
25551,1,31,0
25552,1,139,0
25553,0,40,1
25554,0,28,0
25555,0,118,0
25556,0,130,1
25557,1,1,1
25558,1,152,0
25559,1,46,1
25560,0,92,0
25561,1,39,0
25562,0,50,0
25563,1,76,0
25564,0,145,1
25565,0,63,1
25566,1,61,0
25567,1,57,0
25568,0,83,0
25569,1,158,1
25570,1,161,1
25571,0,95,1
25572,1,59,0
25573,1,114,0
25574,1,105,1
25575,1,146,1
25576,0,149,1
25577,1,21,0
25578,1,68,1
25579,0,41,0
25580,0,41,1
25581,1,96,1
25582,1,47,0
25583,0,3,1
25584,1,13,1
25585,1,55,1
25586,1,166,1
25587,0,88,0
25588,1,18,0
25589,1,56,0
25590,1,27,1
25591,1,46,0
25592,0,11,1
25593,1,4,1
25594,1,166,1
25595,1,31,0
25596,1,50,0
25597,1,106,0
25598,1,77,0
25599,0,99,1
25600,1,169,1
25601,1,123,1
25602,0,117,0
25603,0,132,0
25604,1,105,1
25605,1,116,0
25606,0,137,0
25607,0,118,0
25608,1,102,1
25609,0,7,1
25610,0,64,1
25611,0,6,1
25612,0,111,1
25613,1,11,0
25614,0,134,1
25615,1,27,1
25616,0,160,1
25617,0,159,1
25618,0,93,1
25619,0,68,1
25620,0,75,0
25621,1,33,0
25622,0,71,0
25623,0,38,1
25624,1,117,0
25625,1,180,1
25626,1,131,1
25627,1,136,0
25628,0,128,1
25629,1,34,0
25630,1,169,0
25631,1,36,0
25632,0,49,1
25633,0,72,0
25634,0,28,1
25635,0,59,0
25636,1,67,0
25637,1,128,1
25638,1,66,0
25639,0,102,0
25640,0,141,1
25641,1,41,1
25642,0,31,0
25643,0,126,1
25644,0,144,1
25645,1,10,0
25646,1,126,0
25647,0,122,0
25648,0,24,1
25649,0,179,0
25650,1,74,1
25651,0,133,0
25652,0,105,0
25653,0,93,1
25654,1,70,1
25655,1,29,1
25656,0,77,0
25657,0,52,1
25658,0,114,0
25659,0,114,1
25660,0,163,1
25661,1,178,0
25662,1,162,0
25663,1,25,0
25664,1,142,0
25665,0,40,1
25666,1,69,1
25667,1,135,0
25668,1,163,0
25669,1,14,1
25670,0,58,0
25671,0,162,1
25672,0,70,0
25673,0,124,1
25674,1,166,0
25675,0,164,1
25676,0,110,1
25677,0,97,0
25678,0,67,1
25679,1,16,1
25680,0,40,1
25681,0,115,1
25682,0,63,1
25683,0,55,1
25684,0,97,1
25685,0,79,0
25686,1,22,0
25687,1,51,0
25688,1,104,1
25689,0,180,1
25690,1,57,1
25691,0,90,0
25692,0,175,1
25693,0,154,1
25694,1,65,0
25695,1,151,1
25696,1,131,1
25697,1,20,1
25698,1,55,0
25699,1,55,0
25700,1,77,1
25701,1,43,1
25702,0,6,1
25703,0,85,1
25704,0,24,1
25705,0,73,0
25706,0,177,1
25707,1,83,1
25708,0,156,1
25709,0,55,0
25710,1,22,0
25711,1,59,1
25712,1,81,0
25713,0,180,1
25714,0,60,0
25715,0,125,1
25716,1,44,0
25717,0,179,1
25718,0,156,0
25719,1,157,0
25720,1,23,1
25721,1,179,0
25722,1,100,0
25723,1,83,1
25724,1,17,0
25725,1,86,0
25726,0,97,0
25727,1,162,0
25728,1,5,1
25729,1,153,0
25730,1,157,1
25731,1,73,0
25732,0,178,0
25733,1,51,1
25734,0,4,0
25735,1,158,0
25736,1,154,1
25737,0,27,1
25738,1,136,1
25739,0,52,0
25740,0,68,0
25741,1,66,0
25742,0,152,1
25743,1,133,0
25744,1,127,0
25745,1,9,1
25746,0,87,0
25747,0,24,1
25748,0,8,1
25749,0,54,1
25750,1,85,0
25751,0,48,0
25752,0,30,0
25753,1,55,1
25754,0,26,1
25755,1,43,1
25756,1,41,1
25757,1,132,0
25758,0,133,0
25759,0,126,1
25760,0,28,1
25761,1,16,1
25762,1,94,0
25763,0,156,1
25764,1,17,1
25765,1,95,0
25766,0,63,1
25767,0,132,1
25768,1,48,0
25769,0,136,1
25770,0,98,1
25771,1,66,1
25772,1,4,1
25773,0,179,1
25774,1,100,0
25775,0,43,1
25776,0,148,0
25777,1,90,1
25778,1,86,0
25779,1,47,0
25780,1,27,1
25781,1,155,0
25782,1,64,1
25783,1,13,1
25784,0,21,1
25785,1,35,1
25786,0,54,1
25787,0,65,0
25788,0,98,1
25789,1,140,0
25790,1,136,0
25791,0,87,1
25792,1,3,1
25793,1,52,1
25794,1,38,1
25795,1,174,1
25796,1,76,1
25797,0,40,1
25798,1,22,0
25799,0,110,0
25800,0,82,0
25801,0,131,0
25802,0,36,1
25803,0,99,0
25804,0,136,1
25805,0,146,0
25806,0,6,0
25807,0,164,1
25808,0,89,1
25809,1,68,1
25810,0,62,0
25811,0,130,0
25812,1,79,0
25813,1,63,1
25814,1,169,1
25815,1,72,1
25816,0,18,0
25817,1,173,0
25818,1,14,0
25819,1,180,0
25820,1,71,0
25821,0,28,1
25822,0,129,1
25823,1,48,0
25824,0,70,1
25825,0,17,1
25826,0,149,1
25827,0,49,1
25828,1,162,1
25829,1,92,1
25830,0,99,1
25831,1,166,0
25832,1,134,0
25833,1,127,1
25834,1,118,0
25835,0,60,0
25836,1,84,1
25837,1,154,1
25838,1,165,1
25839,1,145,0
25840,1,7,0
25841,1,138,0
25842,0,75,0
25843,0,66,1
25844,1,44,0
25845,0,160,0
25846,1,85,0
25847,1,174,0
25848,1,93,0
25849,0,145,1
25850,0,11,1
25851,0,159,0
25852,0,138,1
25853,1,117,0
25854,1,68,1
25855,0,64,0
25856,1,156,1
25857,1,10,1
25858,0,103,1
25859,0,76,1
25860,1,3,0
25861,0,29,1
25862,1,82,1
25863,1,52,0
25864,1,108,1
25865,0,123,1
25866,1,6,1
25867,1,35,0
25868,1,31,0
25869,0,15,0
25870,0,57,1
25871,1,124,0
25872,1,134,0
25873,1,97,0
25874,0,124,1
25875,1,143,1
25876,0,151,1
25877,0,178,0
25878,1,143,0
25879,0,129,1
25880,1,73,0
25881,0,39,0
25882,0,22,1
25883,0,88,1
25884,1,15,1
25885,1,136,0
25886,0,76,1
25887,0,175,0
25888,1,139,1
25889,0,180,1
25890,1,130,1
25891,1,81,1
25892,1,146,1
25893,0,67,0
25894,0,29,0
25895,0,106,0
25896,1,89,1
25897,1,6,1
25898,0,122,0
25899,1,59,0
25900,1,141,1
25901,1,36,0
25902,0,74,0
25903,0,14,1
25904,0,168,1
25905,0,113,1
25906,0,174,0
25907,0,25,0
25908,1,5,0
25909,1,153,0
25910,1,161,0
25911,1,71,1
25912,0,89,0
25913,1,139,0
25914,1,65,0
25915,0,159,1
25916,1,12,1
25917,0,22,0
25918,1,143,0
25919,1,77,1
25920,1,162,1
25921,0,96,0
25922,0,43,0
25923,1,143,0
25924,0,71,1
25925,1,22,1
25926,1,44,0
25927,1,148,1
25928,0,76,1
25929,1,170,1
25930,0,113,0
25931,0,35,1
25932,0,51,0
25933,0,47,0
25934,0,2,1
25935,1,175,1
25936,0,169,0
25937,1,1,0
25938,1,62,1
25939,1,43,0
25940,1,21,0
25941,1,66,0
25942,0,40,1
25943,0,62,1
25944,0,149,0
25945,0,60,0
25946,0,50,0
25947,1,17,0
25948,0,49,1
25949,0,36,1
25950,1,54,1
25951,0,110,1
25952,0,12,1
25953,1,20,1
25954,1,23,0
25955,1,72,0
25956,1,56,1
25957,1,19,0
25958,0,140,0
25959,1,20,1
25960,0,69,1
25961,0,98,0
25962,1,46,0
25963,0,122,0
25964,1,36,0
25965,0,54,0
25966,1,142,0
25967,1,7,0
25968,1,19,1
25969,0,65,0
25970,0,27,0
25971,0,164,1
25972,1,178,0
25973,1,180,1
25974,0,142,1
25975,1,123,0
25976,1,43,1
25977,0,76,0
25978,0,47,0
25979,0,102,0
25980,1,119,0
25981,1,104,0
25982,1,29,1
25983,1,17,1
25984,1,92,0
25985,1,156,1
25986,0,97,1
25987,0,152,0
25988,0,107,1
25989,1,171,0
25990,0,51,1
25991,0,107,1
25992,0,81,0
25993,1,88,1
25994,1,63,1
25995,1,71,1
25996,1,114,1
25997,0,4,0
25998,0,87,1
25999,1,16,1
26000,0,151,1
26001,0,60,0
26002,1,22,0
26003,0,112,0
26004,0,19,1
26005,1,129,0
26006,1,86,0
26007,1,99,0
26008,1,131,1
26009,1,27,0
26010,1,160,0
26011,1,138,1
26012,0,103,1
26013,0,44,1
26014,1,10,1
26015,0,136,1
26016,1,105,0
26017,1,48,0
26018,0,151,0
26019,1,80,0
26020,1,73,0
26021,1,176,1
26022,1,108,1
26023,0,76,1
26024,1,142,0
26025,0,128,1
26026,1,174,0
26027,0,80,1
26028,0,173,0
26029,1,121,0
26030,0,54,1
26031,1,34,1
26032,1,121,0
26033,1,18,1
26034,0,104,0
26035,0,148,0
26036,0,124,1
26037,1,119,0
26038,1,87,0
26039,0,163,1
26040,1,40,1
26041,0,180,1
26042,0,148,1
26043,1,134,0
26044,0,10,1
26045,0,59,1
26046,0,40,0
26047,1,128,1
26048,0,152,0
26049,1,119,1
26050,1,12,1
26051,0,132,0
26052,1,6,0
26053,0,37,0
26054,1,153,1
26055,1,146,1
26056,1,71,1
26057,1,80,1
26058,1,101,0
26059,1,170,0
26060,1,177,0
26061,0,17,1
26062,0,141,0
26063,1,170,0
26064,0,110,0
26065,1,95,1
26066,0,66,0
26067,1,16,0
26068,1,6,0
26069,0,38,1
26070,1,18,0
26071,0,139,0
26072,1,110,1
26073,0,54,0
26074,1,62,0
26075,1,95,1
26076,0,143,0
26077,1,132,0
26078,0,60,0
26079,1,118,0
26080,1,15,1
26081,0,87,1
26082,1,145,0
26083,0,17,1
26084,1,164,0
26085,1,138,0
26086,0,5,0
26087,1,89,0
26088,1,149,1
26089,0,151,1
26090,0,171,0
26091,0,159,0
26092,0,159,1
26093,1,138,1
26094,1,101,1
26095,1,6,0
26096,1,52,1
26097,0,112,1
26098,1,138,0
26099,1,45,1
26100,0,6,0
26101,1,102,0
26102,1,17,1
26103,1,14,0
26104,1,91,1
26105,1,150,0
26106,0,105,0
26107,1,21,1
26108,1,104,0
26109,1,133,1
26110,1,59,0
26111,0,150,0
26112,1,45,1
26113,0,112,0
26114,1,52,0
26115,0,132,1
26116,1,107,1
26117,1,155,0
26118,1,110,0
26119,0,147,1
26120,1,126,1
26121,0,5,1
26122,0,147,0
26123,1,126,1
26124,0,2,1
26125,0,16,1
26126,0,30,0
26127,0,104,1
26128,1,159,0
26129,0,178,0
26130,1,149,0
26131,1,82,0
26132,0,42,1
26133,1,118,0
26134,1,3,0
26135,0,168,0
26136,1,22,0
26137,0,159,1
26138,1,32,1
26139,0,3,1
26140,0,104,0
26141,1,176,1
26142,0,96,0
26143,1,170,0
26144,1,5,1
26145,0,57,1
26146,0,66,1
26147,0,137,1
26148,0,85,1
26149,1,30,1
26150,0,132,0
26151,1,106,1
26152,0,148,1
26153,1,27,1
26154,1,141,0
26155,0,81,0
26156,1,87,0
26157,1,71,0
26158,0,22,1
26159,1,37,0
26160,1,18,0
26161,0,146,1
26162,0,101,1
26163,1,41,0
26164,1,128,0
26165,1,163,1
26166,1,155,0
26167,0,63,0
26168,1,4,0
26169,1,91,0
26170,1,18,1
26171,1,120,0
26172,1,58,0
26173,1,135,1
26174,1,92,1
26175,1,98,0
26176,0,105,0
26177,1,137,1
26178,1,59,0
26179,1,113,1
26180,1,75,1
26181,0,73,0
26182,0,41,0
26183,1,155,1
26184,1,1,0
26185,1,153,1
26186,1,62,1
26187,1,82,0
26188,0,172,1
26189,1,48,0
26190,0,40,1
26191,1,14,1
26192,1,133,1
26193,0,41,1
26194,1,29,1
26195,1,116,1
26196,0,174,0
26197,0,88,0
26198,1,2,0
