DIRECCION,COSTO,SEGURO,NUMEROHABITACIONES,MENAJE
 5774 South Northern Mariana Islands Blvd.,199657,3898EE7B-2C7A-4287-A026-5C093208C5FD,5,1
 68391 West Virgin Islands, U.S. St.,625720,10130E84-7703-47AE-A051-808E239442C0,5,0
 636 East Namibia Blvd.,427755,72FF7D45-E571-4797-8EA9-02DAA1EEB079,2,0
 99241 North Cook Islands Way,227703,C023086C-0D97-46D2-AD2F-167CBE31A92A,2,0
 67348 North Gibraltar Blvd.,703407,1E1C4848-FDA9-483D-8954-928049A400BF,5,1
 623 East Australia Ave.,786801,117FAE42-D280-47DD-8CC2-EB05DDD10480,2,1
 6796 South Belize Blvd.,386418,6FDFBB5E-F615-47CE-AFB1-DF6D0BE060D3,3,0
 43484  Austria Ct.,682542,6E6C5BAA-00FB-4967-9D44-F1247828F776,2,0
 54634 South Kuwait Ave.,725220,A0B60BEC-EDEB-4B01-A1A6-97CD415E84C2,4,0
 69976 East Guam Blvd.,332046,CA98F17F-A376-4DC1-A737-D5FD929C4BC0,3,0
 22097 East Bahrain St.,396560,9298F368-9EFD-42F1-88FA-08BCBDE84784,2,0
 51658  Holyoke Ave.,285152,5451CC2D-0897-4596-91C7-CBABC443616E,1,1
 46256  Hope Ct.,227751,E29AE20D-5094-49B5-AFF5-CEAC97133709,4,0
 97764 West Tunisia St.,598309,0B7F0C1D-5906-4626-AD8E-5D811372E9BC,3,0
 74687 West Anchorage Way,416137,6BFF8CA7-6D4F-4764-8174-E818F4CE8D82,2,0
 42067 North Evanston St.,766647,83049E4B-0D8D-4752-8AAA-2C786553DF04,5,0
 33902 East Congo Ct.,361555,BAE4CC93-47EF-4628-99EA-C573A4D0B33C,1,1
 48723 East Bouvet Island St.,325157,42664732-64F7-4001-8B92-9F229B2E8718,1,0
 93009 East Aruba Ct.,760556,3C9AD515-A5EB-4377-8BEB-4A4652315DD7,3,1
 68066 South Duquesne St.,145726,6B29F010-D14B-41F7-9D6D-CF6F9A1D56A4,3,1
 86080  Serbia and Montenegro St.,272739,98A6B633-F882-4200-AE86-BE3CEF604C46,5,0
 90101 East Burkina Faso Ct.,466840,95510692-BE01-42CD-B9F0-4F509AB5BD4C,1,1
 91640 West Australia Blvd.,112471,C5F714F0-D816-46B5-9856-AB36B8FA1C11,4,1
 3752 West Myanmar Ave.,218572,EB9BD5F1-A176-4184-AC9E-BFD4F4547037,5,0
 26869 East Nicaragua Ln.,873053,F22A971B-7478-4B5B-A5F8-634F41170715,4,0
 89364 South Namibia Ave.,721536,7E988C06-7D70-4B90-9029-18E9D9618BBD,2,0
 15568 North Serbia and Montenegro Way,253736,D525436B-2842-4727-A92A-D01C0F2CD5E5,3,1
 84455 South Ghana St.,170920,31B6EFDE-8CB4-4CB3-B781-682E80BFCC6D,2,0
 57496 East Orlando Ave.,357743,3D9B5BD7-F49D-4C35-9BCC-4D0BD3744B16,4,1
 23826 South Paraguay Way,94566,5F34588C-EAA1-46B0-BD11-512550FFF7DE,1,0
 41698 East Haiti Ln.,641154,80CFFF0C-82E2-4CE5-B3D5-8BB2C4E2AA6B,4,1
 8345 South Italy St.,628025,195DD84F-566F-4C7B-8BE6-93E6E71AA57F,4,1
 5990 North Central African Republic Ln.,194044,1512B46E-2A48-4795-A044-1F1237482336,3,1
 89758 South Monaco Blvd.,723692,0B079342-6F77-444D-AC37-295895E23BCD,4,1
 18099  Anguilla Ct.,371809,2F72BA72-FE52-422C-B68D-6426BB3292C2,5,0
 66934 East Cayman Islands Ln.,171763,21CC08BE-C465-4E00-99BE-05BD1AFA98FD,3,0
 66269 West Laguna Woods Ln.,106014,0BB2D760-59E1-4343-B79B-ADC2215F6842,3,0
 69442 North Bahrain St.,211983,44207DFF-300A-41B2-B17A-5F121B6631F4,4,1
 75090 West Kiribati Ave.,611721,2E6EC5E3-E205-4C75-B79F-73745D29F134,3,0
 86325 South American Samoa Way,850552,464C8425-B3B4-4EFB-BA1A-66B4FD032E02,4,0
 31966 West Bahamas Blvd.,302481,3F14BECD-4206-4F23-8EBD-298F137264C7,5,1
 78333 North Fairfax Ln.,651529,AD17319F-4134-481A-82D8-0D6001FFE126,4,1
 14720 West Australia Way,120271,9E24E8DB-FA07-4A53-9FBD-B4A0A682CF48,4,0
 30247  Marshall Islands Ct.,192586,7E0EC2A6-0594-4E0A-9BB9-132EC429CD74,5,1
 97562  Cambodia Way,291142,EAED5841-DC7C-4485-AD9E-4D5ADFD98A0C,2,0
 75458 North Carson St.,412427,5667887C-1EAE-4AC6-8B1F-513E4DB1ADA0,1,0
 73499  Chile Ln.,883291,31B78EA4-3831-4FBC-BE8E-A0F2948124BB,4,1
 46886 West Cocos Keeling Islands Ct.,489250,998B8BD9-DF9B-42BF-97B5-BBA6F609FD26,5,1
 98255 North Hong Kong Ln.,593831,FE6987E7-B01E-4685-A5E1-CF35A413B728,1,0
 53171 South Mauritania Way,357940,6659CE9E-2E9A-41FE-802B-736CFD2CB624,1,1
 95233  Equatorial Guinea Ct.,538311,59843888-82E2-491D-B632-DFF750897A9E,3,1
 3476 North Milford Ave.,124800,73E6C5C8-F09D-438E-AF10-B40F9D709F82,3,0
 39066 South Murray St.,134171,3A77EA9C-6CF8-4B59-BEEA-A9D4AF7DDF55,3,1
 84149  Cocos Keeling Islands Ln.,826826,6F5E6F1C-71FD-4645-8C85-FFC396FA21C6,2,0
 5180  Cameroon Blvd.,488217,86ABA9C4-22DB-4414-A2A8-F77243251225,1,1
 6625 South Mauritania Ln.,857698,60CC394D-E5D8-46AF-8851-2A5CCDA94A6C,1,1
 71678  Haiti Ln.,614978,FCE25A75-50C3-499D-A415-90A4698AB55B,3,0
 97877 East Grand Island St.,682455,764C7771-5D8C-461D-9BB1-722E500B8DB4,3,0
 31829 East Bouvet Island St.,582551,6F16B8FA-5B4D-4002-8F21-345E4968EA66,4,1
 1156 East United States Ln.,598898,CE3689AE-F38F-440B-A7C8-3BF1C8A80625,5,1
 15442 South Australia Ct.,751736,B569EE65-2668-4163-A633-A4700C337E11,2,1
 42966 North Denver Blvd.,492871,D237BD8E-C7AD-4FC7-A47D-E6A137C79603,3,0
 34136 North Bolivia Ct.,687335,91C38EFE-A945-4039-A622-203570A84A19,5,1
 44081 South Brazil Blvd.,662964,B7F99ED9-80A7-4C92-B1C8-7F8417944C2F,4,1
 1129 South Norfolk Island St.,652131,E0F45453-5C78-49A4-8693-3DFC6611EACE,4,0
 70545 West Macao Ct.,600602,931DD9AE-D663-4B65-8539-22074F8D0DDE,4,0
 27069 North Philippines Ave.,749098,11B9746C-2723-464C-B369-88A627066411,5,0
 1452 West Belarus Way,280938,244562D3-867C-4A6B-933D-6D2FD9365152,2,1
 14397 South Falkland Islands Malvinas St.,98675,68A4106D-A02B-46F6-B4B9-979A2072184E,4,0
 60662  Fort Collins Blvd.,687884,67999D34-0903-43CB-9B56-39C035AFDF4C,1,0
 83749 South Guinea-bissau Ln.,813557,29B26E46-E076-4E94-B1D5-C173C2CEEF70,2,0
 93575 East Tanzania, United Republic of Way,578433,F9A741A0-FD4C-4303-9108-4C68A1C9978C,5,0
 54138  French Southern Territories Ln.,884511,27524E7E-D04D-49B0-B717-829B05ED5813,4,1
 94847 North Champaign Way,767005,2847AB1E-0C14-48C7-B590-97DF767655BE,1,1
 6335  Slovakia Way,509420,0C872881-2398-423F-BCB2-A79397464F26,4,1
 38175 South Palestinian Territory, Occupied Blvd.,728055,E8006F41-709E-4DEE-B254-034BED17E68E,3,1
 83355 South Dallas St.,402791,4E44376E-1C02-4907-BF21-32729F11DC4A,2,1
 42188  Kuwait Ct.,752802,3F1E8A3B-56E3-42B8-A6DC-7152CF767D6A,1,0
 18714 North Kearns Ln.,538754,D506676E-3B8E-4B00-9315-F626C78875B7,4,1
 94769 West Angola St.,168359,CC272967-EEDF-4758-A19A-B63495087667,5,1
 33255 North Croatia St.,402164,312AAC98-ED3F-4543-A544-BD969B87A166,2,1
 34992 East Costa Rica Way,230978,DA33357D-F630-49B3-AE24-B45F7D3B171B,2,1
 16500 East United Kingdom Way,405810,0E3923C9-073D-4A55-BF03-9B9307568CD3,2,1
 63824 West Montserrat Ave.,171903,42F6BCEB-2514-4C1F-8B9E-5B93F7714ADD,2,1
 85666 North Nashville Way,822771,26D68296-55B6-45DB-AFEC-63D307861C83,4,1
 65197 East Tunisia Ln.,490696,20EE52C4-28A6-4B22-8490-726FF3AABEC1,5,0
 75726 East Fort Smith Blvd.,662978,11EEC366-2107-460F-9C10-B1256F38F51D,5,0
 92271 East Astoria Ln.,368291,00719DF5-C3A1-4525-8E6A-5C39F5D1F341,1,0
 58503 North Bell Gardens St.,413240,02B4EDCF-1648-4A92-82DC-89EA6FEA669F,3,0
 26663 East Antigua and Barbuda Ln.,720061,9DA14B0F-E0AE-46EA-9307-DAB988D261D2,5,1
 55312 West Baytown Blvd.,250964,74FFE581-8275-464B-B9FA-FC47EC66D8BD,4,1
 66657 North Bangladesh Blvd.,728245,0D708996-D67C-47BE-B777-D20A1A20AF08,2,0
 24848 North Guinea Way,766832,D2FFC5A8-A325-4BAA-B938-A2BE5574B8C8,1,0
 89915 East Bahrain Ln.,418984,6214AD99-849D-4A5E-AE45-BA7F5B2317CC,3,1
 47725 West Sweden Blvd.,303211,F4EA8EF2-5E8D-4BE1-9677-2F9921AED1C7,2,1
 94582 West Healdsburg Blvd.,221409,3AC79471-6CF1-477A-88A0-D6C5C82B063F,2,1
 1020 East Charlotte Amalie Way,571308,DC40C297-906F-4D4C-97E9-1EA18D049E37,3,0
 33698 South Benin Ln.,315364,76C818C0-4752-447E-B70C-758B06B04375,4,0
 63553 East Jamaica Ct.,436677,4A5B2F8F-18E2-4037-B8B0-989BF78E4F33,2,0
 80176 East Palestinian Territory, Occupied Way,625068,194FBA90-9E14-4FA4-8B54-8124976862FB,4,0
 52111  Comoros Way,533830,739FECD3-A4B9-4452-8298-8C1A16B8AB26,5,1
 97123 West Korea, Republic of Way,773917,AD525A36-700C-4286-B4A9-6F75F4A858B3,2,0
 54848 South Montserrat Ln.,769207,8A8E6B45-92E6-401C-9DF9-EB1C45A802EF,1,0
 62107 West Christmas Island Ct.,838303,C638DAFF-05AF-4079-9838-D722F8A0F53E,2,0
 20293 North Galveston St.,340577,46868DC6-8221-4085-A253-6A520D1B4D63,2,1
 7218 East Iraq Way,196406,5A88F849-2628-4D17-8887-AC837A93BF0F,1,0
 50411 West Anguilla Ct.,713408,B99320B4-2006-4252-9F95-76FC697DE775,3,1
 93753 West Aruba Blvd.,198811,C0629544-6DC7-4E48-B1C0-A8559C2B0980,5,0
 93079 West Chile Ct.,445845,87A8B3B0-2170-4CF7-A53E-B18FCC0F23E7,4,0
 15197 North Australia Ln.,665246,9277F51F-25E7-4912-9E8A-55D2481EBBF4,3,1
 4346  Chad St.,648773,C51BB7F8-85B6-42E9-B64B-CA8965375995,1,0
 91120  Bolivia Ln.,813870,9E02BE00-4A1F-4161-B257-3D093DB78828,3,0
 31571 West Bosnia and Herzegovina St.,512709,F5F8D742-F4EA-428E-A396-EE70DA1AF44A,2,1
 594 North Burundi Way,194429,C84ADB19-EA8D-4288-AAF7-C4C21966AEA7,2,0
 46987 East Barbados Ct.,462860,5CF2EBC1-3B26-46BD-A8B5-FAA523F255AA,5,0
 49391 East Namibia Blvd.,780083,A0601658-90D0-4C0A-A7FC-52BF168DA282,3,1
 31777 West Estonia Way,714609,092725A0-0824-4AA0-A78B-D1CC74CAE2F3,1,1
 51961 South Jamaica Blvd.,507731,65FB130C-0585-4E18-99B7-8A9E73089D0B,2,1
 32848 West Cedar City Ct.,804949,13E2EE9F-AB13-417D-AC6F-1F3819D6521D,1,1
 26589 East Australia St.,834521,76FD2D9E-0362-4089-B68C-395850A88675,3,0
 466 West Bolivia Blvd.,442379,82BC1BB7-4762-45E7-A5AC-AC51C349CAD4,3,0
 91737 South Phoenix Way,278822,2B33D8D0-C4D5-4D04-A96E-3F058AECD52F,3,0
 36324 West Bhutan Blvd.,177913,B3BABB9D-3C84-4CB3-9309-2EF3EA34E5DF,4,1
 58310 West Samoa Ave.,528802,D048EBF9-A33C-4979-98B8-B2D19292AE53,5,0
 66539 South Garland Blvd.,592694,A3B6FB43-F0E4-4D93-B7A0-6C9811B4776B,1,0
 19957  Hong Kong Blvd.,807222,105685AD-28A0-44F5-9BBE-5FD5A9522482,4,1
 66606 West Hattiesburg Ave.,576596,D724FDE6-529D-4613-8E68-811CAB7C56D0,1,0
 90944 East Gabon St.,132340,77BC08DE-BCFD-457E-B498-57DE2A43283A,2,0
 72764 South Lynn Ln.,126846,E0EC8F47-8447-4D96-AE2B-4FAEC99B8668,1,0
 99658 South Singapore Ln.,388827,3D0B95F8-A7EB-486D-B559-BEAA7C186348,5,0
 97635 South Timor-leste St.,619618,2395E1D5-90B4-477F-8A5F-162112EBA455,2,1
 2056 South Guthrie Blvd.,151567,362507F7-660C-42CA-9647-D1E6873E8363,1,1
 2979 East Pitcairn Blvd.,769724,304161D1-78F7-4A84-8FCC-1A1F5D9F4FA9,3,1
 55012 North Newport Way,517995,7D7A8BB0-8BD0-4A7E-B3B6-D80E3928BA5D,2,1
 85975  Togo Ave.,562784,B3656DDB-7A5B-474F-88C8-0AD0FED2B528,5,0
 82023 South Andorra Ct.,553823,789E9250-1284-4712-9809-9DD924DA8096,1,0
 7397 South Palestinian Territory, Occupied Ln.,767853,2B6B8B9C-D0AC-430E-9A40-4C2E93BD2E10,3,0
 45674 West Sri Lanka Ln.,546185,ECF0CAAB-FC03-4998-A399-457F5C4A77C4,1,0
 93915  Malawi St.,180570,5414A22B-14C0-461D-84F3-39196B7BB366,4,0
 48836 West Cook Islands Ave.,253436,384D415F-1A7A-481A-9B0A-C0E2CAAEB76E,3,1
 64622 South Arcadia Ave.,499067,2871A5D1-A898-4062-BAC6-8983E578666C,1,0
 55918 North Laguna Woods Way,507155,F9EA9DDD-432B-4744-83C5-04630479211D,5,1
 84217 South Azerbaijan Blvd.,624183,D12136EF-ADDE-4902-8429-37CBE94A7CEA,3,1
 69141 North Barbados Ct.,634849,F7145E5D-7FCC-4BE4-8C7C-B53CBB18D144,3,1
 52099 South Cameroon Ln.,135293,BFC801F2-F289-4928-B1E1-3DD12A5B2537,3,0
 71554 East Central African Republic Ln.,159678,E8942E14-401F-4E3C-89CD-46A7067A8EF3,1,0
 65873  Cedar City Way,566434,E8CD95C9-4624-483F-A795-81E53E574EDE,5,0
 6240  Wallis and Futuna Blvd.,651750,5B8BD302-DE46-4BB8-88D0-E9F747DA9900,1,0
 41836 East Tokelau Ave.,558336,55329DF9-7E35-45AD-8604-6A602B837F31,4,1
 63489 East Appleton St.,737225,A8F7D581-2D98-4D11-A585-3C0F8696BD53,5,0
 77723 West Norfolk Island Way,150874,71C2E63D-D14A-48E6-8B77-B6AD63877D88,3,0
 52585 West Canada St.,656469,2AE61FD2-7D42-48CC-9C3D-189CE7580F9B,1,1
 35064 East Brea Ln.,821926,1727502F-BA94-4F9B-BC29-B45AACBF6B1A,2,1
 42391 West Burkina Faso Ln.,596071,F6701AF8-18FC-4C73-99BF-5862D2ADD22B,4,0
 86949 South Cocos Keeling Islands Blvd.,391655,AF9A8A56-56BC-44E5-9AB2-24EC135AD2D6,5,0
 3489 East Argentina Blvd.,710283,9A551EF9-E28E-48EB-8579-18C577D61D36,4,1
 48624  American Samoa Ave.,589529,8BBA3A9D-ECBA-4912-8CD4-FF93436AF549,4,1
 23853 West Artesia St.,667803,0B0BE6AC-A6AF-4F66-B0EB-BA0E5898B241,5,1
 62399 North Montgomery Ct.,613965,01AC7C0E-4F4F-432A-9F44-D6368713AE51,1,1
 143  Pine Bluff Blvd.,367655,C23AA4F4-E7E6-4219-B96D-160C2EC49A8B,1,1
 99702 South Gibraltar St.,443050,CBC94EB7-FBC0-4736-9CFD-9772E73EBC76,3,0
 21601 East Baltimore Ct.,745668,A90DB471-46C1-4DEE-83DA-804CB6EB0593,1,0
 34372 East Compton Ct.,331114,FC597183-F082-47DA-A811-927A11DF9AB0,1,0
 99567 South Bulgaria Blvd.,797748,E7922732-DB42-4347-81C1-ACFB71CEBE6F,2,0
 58010 North Liechtenstein Ct.,139406,C78B8394-B0B5-4196-8657-CAD75C5ABE0B,1,1
 39011  Aspen Ct.,301183,EC07AA15-E8A8-4FE9-BC76-653FD49F4B72,3,0
 99474 West Gibraltar Blvd.,494050,C36F5D1D-E71E-4389-8DC1-4772BA0DB0DF,4,1
 33059 West Austria Blvd.,200338,D904FDD6-AE80-4784-9AF7-EF64321686B7,4,0
 2069 West Denmark Ct.,131195,5A1595CC-AAD0-4C99-A69F-371FB71B775D,4,1
 68939  Tajikistan Way,743363,EAE4C9F9-483D-46D0-832C-F6305EEF7B8E,3,1
 75381 South Boise St.,727082,AC7B2C2C-4F32-4004-8752-0AC42BFD8C30,3,0
 44798 North Saint Pierre and Miquelon Ave.,469879,32068778-E9F6-4F27-A68F-32F0CA8E8CF2,4,0
 86977 South Glen Cove Blvd.,559413,288FDC88-1A48-4AD8-ABFB-82EAEF1FFDE5,1,0
 54566  Marshall Islands St.,431200,861E2BEC-D11E-4D8A-B847-F69247846D14,1,1
 67527 North Korea Way,541965,9BA9FB38-0CE1-4F25-93F9-E9C7E4ACB5D8,5,1
 46585 East Western Sahara Blvd.,292859,B4905352-F867-45A9-B2F8-EF97D82C6C49,3,1
 46774 North Botswana St.,580144,E3AE11CB-16DE-4AB0-9C07-2AEE79334D26,3,0
 25304 West Virgin Islands, British Ave.,338269,D885531F-165F-4F0A-95F5-14B43996A21B,5,1
 17459 West Botswana Blvd.,334172,1B275D0F-0200-45BE-91C4-A0D1168D7A0D,5,0
 5366 East Ghana Blvd.,306282,4C2ED9A8-A01C-4FF4-B97A-62B30111D600,2,0
 3175 West Andorra Ave.,130650,E0AA3460-FCCF-4C6A-9062-4F03530B2379,4,0
 33753 South Gardena Ct.,251838,F6DF2624-3B8A-481F-9240-5209A78859A8,5,0
 56668  Christmas Island Way,341083,67D67CB0-2F85-433A-8AB0-B50AC8C41EDD,1,0
 45365 South Belgium Blvd.,845958,FE8E96EB-46D4-4670-B776-60B15D09D1AA,4,1
 56061 North Clarksville Ln.,499017,5E69B3F5-AB5E-494A-9DAA-2DFEAEFFEFFE,1,1
 16278  Aruba Blvd.,408090,0F29B743-654C-4A0E-ABFF-D44851B5C757,3,1
 59720 West Baldwin Park Ct.,356749,87F568A4-7DD6-41CB-BA99-A5C1C212445D,1,1
 62053  El Salvador Ln.,301134,33675F74-41A9-415A-B498-1A16BECA2471,5,1
 95495  Maldives Ct.,514473,ED912185-A88A-4C89-A672-44E53C64609E,2,1
 44116  Chicago Heights Way,284720,819BFB3E-F7F8-4782-AE51-7EDB19952E57,4,0
 12626 West Comoros Way,481513,AC0277DD-D39A-4A26-A7E9-37DFF0CAF2BA,4,0
 96975  Vanuatu Way,203835,2E60F5D5-3509-4CE8-81BD-C6C2C5EF677B,1,0
 87093 West Healdsburg Blvd.,884039,19F50550-77D7-441F-AD29-BD0D1E15D0A8,4,1
 9697 West Murray Way,160883,C1A57A40-2152-4530-9FA2-45BEABBB3963,5,0
 42952 East Jenks Ct.,798616,4AC151C5-22F0-451E-8FE1-10C7BEEC0563,5,0
 36105 East British Indian Ocean Territory Ave.,628063,AA500679-7BC4-42A5-AA47-F0CEFDD2BE2D,3,0
 10501 East Coral Springs Ln.,422724,31ADF5BF-6E11-4585-BFFC-9AB8696D9DB3,2,0
 83400 North British Indian Ocean Territory St.,136992,F9580BA5-B12B-4F85-8635-34E8E5D4697E,4,0
 20972 East Suriname Ave.,325425,F4A248EE-956F-4847-9B26-22F41515DCE0,1,1
 7184 West Antigua and Barbuda St.,180502,604185FA-0E32-4D46-8475-F01D8674DCF1,3,0
 12202 South Honduras Blvd.,115484,9E671F15-55C1-462F-9672-13C54469718B,4,0
 85464 South French Southern Territories St.,686908,F7D5A900-0926-482D-B0FF-7F6E4F6EE9F3,5,1
 58179 East Sweden Blvd.,245863,0A857C4D-B60A-45BD-AD88-119EF266563F,5,1
 50813  Gulfport Blvd.,609827,38BC2677-A90C-4BFC-B39A-87561459C11F,5,0
 66969  Nome Ln.,855447,B7C03A54-A88E-4EF5-B120-0D18C480AE94,2,0
 85701 North Saint Helena Ln.,225891,F242AAAC-5DE8-4809-98F9-3366C8513BDC,1,0
 37743 South Puerto Rico Ave.,418458,6983ECE0-41C2-4AE5-AFF7-6E8FC6A44083,1,0
 55091 East Biloxi St.,133982,287A5F9D-ECFB-46B0-83EE-929FFDE1601B,2,1
 74614 South Farmington St.,164218,EDED0F0A-DF4C-404A-93E2-C2DE748D4E1B,4,0
 8579 West Bouvet Island Ct.,386402,3D52F15A-8F06-40A9-B06B-240E52039153,2,1
 95061 North Yemen Blvd.,470886,20B7B9F1-802C-4DE4-AF67-C82D77DF5E17,3,0
 14220 South Cuba Ave.,121425,2A01B739-F9D3-4BDF-A28E-88229A01EC21,1,1
 64355 South Central African Republic Ln.,164569,FF14CA8F-A14B-4812-BF4D-421041C99332,3,1
 16774  Mongolia Ave.,126469,56C1E938-458B-41F9-876C-0D766EB85E02,4,0
 5027  Albania Ct.,621027,7A774CE9-1627-42E2-9E5A-349575D07489,1,1
 57909 West Hope Ave.,406330,C2154573-1A87-4D0B-8F56-CE8882286EE3,5,0
 40248 North Jordan Way,795496,10E83B9C-6FCC-4D6A-9F61-31CA37149B92,3,1
 39749 North Bahrain Way,811167,34E22DFA-9AF9-4323-A392-0D7B0D5474E2,3,0
 11846 West Gambia St.,673975,D1480A7D-A39F-4F75-B036-8297CB69DF79,4,0
 61462 East Sierra Leone Way,274238,B4078491-8EA1-4AAE-A292-E26F8623B6FA,4,1
 17587 West Antigua and Barbuda Blvd.,700896,AD3DD80E-FF9A-4E21-A415-56DBF8B1B0FB,2,1
 18392 North Cook Islands Ct.,277194,175E426A-CF0E-405C-B5AA-E9B4491A0390,4,1
 93699 North China Blvd.,290462,B0060D60-3B42-465C-8722-CBDB71CE6197,2,0
 4208 West Afghanistan Ave.,631274,E0B77AD8-C64F-4B3B-90B8-9CE33B31BEDC,5,0
 41603 East Gold Beach St.,451323,F3EC14F5-7E01-4FF5-BD71-E26B01F88D4D,5,1
 65655 South Colombia Ln.,494445,2736EFF2-47E1-48B6-8D0E-E2095D2FB2B6,4,1
 99326 West Mentor Ct.,209030,D672C379-608A-459E-8B42-9FA161D0BE7C,1,1
 39294 East San Marino Blvd.,558299,34033669-D6AF-4DDF-9D27-6D43D2D24CFA,1,1
 76611 West Bermuda St.,417476,1D2DEECE-4D7C-4BAC-A55C-78F0DA1F0196,4,1
 44783 East Albuquerque Way,563635,DEA0511F-40E8-4F4E-8182-41E4AC60E964,3,0
 61440 West Botswana St.,589804,1E95FB48-BF89-460F-8690-A6C092127F4F,3,0
 83389  Gardena Ln.,840844,7129B5D5-E2F1-4AE0-A55F-CD523B268918,1,1
 48743  Camden Way,718820,D4F81D4E-EB1D-4C91-B082-3D876FCE83E5,2,0
 44140 East Ardmore Ct.,603106,8AFB7211-C0F3-4ED0-BB65-A1EAA48C5AE2,5,1
 65040 West Sao Tome and Principe Ave.,514622,DD81084F-98C9-4F05-B50B-D28BAA5193C2,2,0
 9628 South Andorra Ln.,837629,C27458A6-1E06-4DFA-9B2B-88625ACD5293,4,0
 96525 West Liberia Blvd.,327306,FA22810A-76F3-4464-A325-0E05ED3A115A,2,1
 86142 South Frankfort Ct.,445757,3154DDEB-29EC-43B4-AE59-FD15C664670B,2,0
 26923 North Maldives Ct.,809982,8B907C93-7541-4AE7-B797-4E0BB154803B,1,0
 69502  Saudi Arabia St.,822078,ACCC0BEF-8913-42D6-B091-70B45A4E60F7,3,1
 82223 South Turkey Blvd.,381163,74E392EB-9515-48AE-B0AE-E9AF07DA035C,2,1
 13921 South Virgin Islands, U.S. Ct.,634510,FA255F93-24F3-45FD-83FE-BC0CCE7C96AA,5,1
 24469 East Council Bluffs Blvd.,603588,0E8840AB-C952-4CD2-A451-EC165EF926EF,2,0
 33562 North Mayotte Ln.,414653,9A29F777-C1D7-433F-8E11-1C48B408AE4C,4,0
 29810 East Australia Ln.,461798,EACCC49F-6C21-4ABB-A2A3-A9A967D013A2,4,0
 59077  Zimbabwe St.,497482,2E802CFA-59F6-4B75-AC1B-A01884A78928,3,0
 39914 West Netherlands Antilles Blvd.,761430,AFF2967B-6FD3-453A-9F6E-3E63D367253E,1,1
 18374 South Mali Way,650644,D7460198-EB18-4047-9FF8-E3434C029B13,3,1
 87279 East Greenville Blvd.,704041,BAC103E8-CA0E-432E-A975-B8E8B66C061B,3,0
 29288 South Bosnia and Herzegovina Blvd.,401492,0AC33BD8-EA5F-48A2-98C2-FAD228B6BA64,2,1
 99317 East Falkland Islands Malvinas Ln.,831342,637A3F2B-C93A-4966-9ABF-BD927A9F3D4D,5,0
 86352 North Harrisburg Way,629985,92DD555C-403B-4828-AD8B-38986573F2D8,3,0
 8904 North Murray Ct.,392434,A6C8983D-45A8-4F06-81B9-61DB09FEEDAE,3,1
 52588 West Bosnia and Herzegovina Ave.,378230,03FEB171-5AD5-4AC0-A7D3-37362560F37D,2,0
 79764 South Durango Way,387362,10CAEE05-C095-491B-BA73-66BFEA158D79,2,1
 25721 North Luxembourg Ct.,285076,AD4C0BA6-D457-4720-BDAE-AF6B19321A74,4,1
 16427 West Namibia Way,610906,B3760937-C91A-4112-AAAD-330F4CBEF30A,3,0
 34637  Brunei Darussalam Ct.,639981,A65C1CC8-E19F-4EB7-A71F-A4FFCDB146B4,2,0
 41464 West Cuba St.,157490,EBFC7F8D-3609-4E08-818B-F64A78E1FE28,5,1
 69783 South Austria Ave.,578562,B4AED7DA-7F75-467A-B30F-DDCC28B7C6B6,5,1
 35974 South Jacksonville St.,883455,57A5D4E2-D3D3-42E3-9847-652740428656,2,1
 17740 East Douglas Ave.,452574,04225BBA-746E-413A-8B66-5344BFB25ECF,5,1
 16993 North Cocos Keeling Islands Ln.,609078,03B24E47-756E-4F83-A543-7C04C2149201,2,0
 1611 South Brazil Ave.,283737,8D762348-75E3-423B-B85D-42EA0906EDFE,4,0
 57265  Lithuania St.,589038,FA336E5F-CA59-4650-B5A4-1AD90B24BB3F,4,1
 43743 North Dominican Republic Ln.,400428,385D9961-D6D3-4DE2-944A-C3D33C6D46AF,1,0
 68461 East Angola Ln.,527048,2442D384-F09C-4CFF-9E8B-C59452E40669,1,1
 91086 South Lesotho Ln.,810161,64F9931F-0CE8-4BAB-9322-B798819EE1CF,4,0
 82447 East Tunisia Ln.,209623,E8661A5E-A6E8-4CB0-ADC3-901C079037B2,1,1
 88816 South Oman Blvd.,897933,162CFD48-6F7B-45F1-A83D-DFDF10CEA59C,4,1
 66129  Papua New Guinea Ln.,268904,D91347DA-BF4A-4C95-B591-AAA0E7187572,4,0
 85934 North Spain Way,292266,47CF011E-75D5-43E6-86DE-452F4D5D2C38,1,1
 65438 West Estonia Blvd.,715477,5E8676CD-67D8-4ED8-92BD-C30A2D5BEF5E,2,1
 40860 North Saint Vincent and The Grenadines Way,741520,CDEAB11B-6B15-49EA-8F23-BBEA152102C1,4,0
 7333 East United Kingdom Ct.,452965,48CDBFCC-B288-4A57-9B8B-F19394563B81,4,0
 96774 West Fulton Ct.,654690,A163D560-A480-4573-BE34-5AC90D14F272,5,1
 59194  Egypt Way,568368,8E8FD480-CB62-467E-91DB-24B0513AEEBC,1,0
 71575 West Macao Ave.,258074,CE3017C3-2777-442F-9EFE-E9004924E4BD,3,0
 38673 West Slovakia Ct.,167070,BEE29570-20D7-413E-BED8-F731416ECD15,2,0
 5155 East Albany Ct.,837908,9EAE3238-16AC-46FE-9269-4E020D803030,1,1
