NUMERO, CONTRATO, PRECIONUMERO, ESAMOBLADO
 33927,33927,4011134,0
 33928,33928,4336683,0
 33929,33929,3405765,0
 33930,33930,4344065,0
 33931,33931,379641,1
 33932,33932,909023,1
 33933,33933,5669928,1
 33934,33934,6146431,1
 33935,33935,1460147,1
 33936,33936,3810762,1
 33937,33937,5922487,0
 33938,33938,5251890,0
 33939,33939,2439325,0
 33940,33940,5445605,0
 33941,33941,1297459,0
 33942,33942,6810097,0
 33943,33943,5458619,0
 33944,33944,5689369,0
 33945,33945,192595,1
 33946,33946,939269,0
 33947,33947,4362387,0
 33948,33948,2541372,1
 33949,33949,702980,0
 33950,33950,6960296,1
 33951,33951,6442773,1
 33952,33952,5427822,0
 33953,33953,1137736,1
 33954,33954,2041195,1
 33955,33955,2058107,0
 33956,33956,5847170,1
 33957,33957,5052097,0
 33958,33958,3108978,1
 33959,33959,1645917,1
 33960,33960,2203907,1
 33961,33961,935858,1
 33962,33962,2428533,1
 33963,33963,1745685,0
 33964,33964,4813009,0
 33965,33965,4197801,0
 33966,33966,5823209,1
 33967,33967,2689836,0
 33968,33968,5400307,0
 33969,33969,3606861,0
 33970,33970,2977043,1
 33971,33971,3508794,1
 33972,33972,5788208,0
 33973,33973,6441388,1
 33974,33974,2977509,0
 33975,33975,1164490,1
 33976,33976,2720815,1
 33977,33977,6329091,1
 33978,33978,544063,1
 33979,33979,3424493,0
 33980,33980,436623,1
 33981,33981,1320695,1
 33982,33982,519641,1
 33983,33983,2797271,0
 33984,33984,5031839,0
 33985,33985,5067477,1
 33986,33986,6390278,1
 33987,33987,1089487,1
 33988,33988,3249224,1
 33989,33989,4031284,0
 33990,33990,5665657,1
 33991,33991,3950350,0
 33992,33992,2635748,0
 33993,33993,6109661,1
 33994,33994,6336733,0
 33995,33995,6080338,1
 33996,33996,6127956,1
 33997,33997,4463927,1
 33998,33998,1677304,0
 33999,33999,4417003,0
 34000,34000,6356923,1
 34001,34001,4691976,1
 34002,34002,1753397,0
 34003,34003,5140122,1
 34004,34004,4568369,0
 34005,34005,1515620,1
 34006,34006,5727026,1
 34007,34007,3432347,0
 34008,34008,4765896,0
 34009,34009,1689286,0
 34010,34010,4887380,0
 34011,34011,3953712,0
 34012,34012,5980002,0
 34013,34013,3152813,1
 34014,34014,423962,1
 34015,34015,3677425,0
 34016,34016,127303,0
 34017,34017,6222696,0
 34018,34018,966702,0
 34019,34019,3515817,1
 34020,34020,6436429,1
 34021,34021,6901977,1
 34022,34022,5417906,1
 34023,34023,5662728,0
 34024,34024,6316663,1
 34025,34025,369524,1
 34026,34026,6910988,1
 34027,34027,5235707,1
 34028,34028,4356739,1
 34029,34029,1424642,0
 34030,34030,2072559,0
 34031,34031,2052179,1
 34032,34032,1929385,0
 34033,34033,394970,0
 34034,34034,2086010,0
 34035,34035,6571279,1
 34036,34036,5557471,0
 34037,34037,298853,1
 34038,34038,6710721,0
 34039,34039,4730967,0
 34040,34040,2272565,0
 34041,34041,2746812,1
 34042,34042,4462418,1
 34043,34043,566343,0
 34044,34044,6754987,1
 34045,34045,4883904,0
 34046,34046,2423825,0
 34047,34047,6856150,0
 34048,34048,2934805,1
 34049,34049,4465387,1
 34050,34050,3393655,0
 34051,34051,372963,0
 34052,34052,1371380,0
 34053,34053,1001857,0
 34054,34054,3077145,1
 34055,34055,896578,1
 34056,34056,555277,0
 34057,34057,5133710,1
 34058,34058,5268846,0
 34059,34059,5165976,1
 34060,34060,4626847,0
 34061,34061,5955868,0
 34062,34062,1885746,1
 34063,34063,466418,0
 34064,34064,2407883,1
 34065,34065,4711716,1
 34066,34066,6150884,1
 34067,34067,4274517,0
 34068,34068,1616740,0
 34069,34069,4014297,0
 34070,34070,3949681,1
 34071,34071,2958759,0
 34072,34072,2832619,1
 34073,34073,379158,1
 34074,34074,960281,0
 34075,34075,4058534,0
 34076,34076,4910321,1
 34077,34077,4143605,0
 34078,34078,5774276,0
 34079,34079,5938088,0
 34080,34080,2615309,1
 34081,34081,6839176,1
 34082,34082,1283746,0
 34083,34083,4026320,1
 34084,34084,5045483,1
 34085,34085,445928,0
 34086,34086,6637855,1
 34087,34087,2261024,1
 34088,34088,6460005,1
 34089,34089,5593419,0
 34090,34090,5553075,1
 34091,34091,175031,1
 34092,34092,6417150,0
 34093,34093,3574545,1
 34094,34094,5009292,1
 34095,34095,5386156,0
 34096,34096,1810647,0
 34097,34097,4055829,0
 34098,34098,2654152,1
 34099,34099,4898837,1
 34100,34100,4843833,0
 34101,34101,1925840,1
 34102,34102,2080568,1
 34103,34103,2309343,0
 34104,34104,5453230,0
 34105,34105,4365945,0
 34106,34106,1109225,0
 34107,34107,1609411,1
 34108,34108,6477200,0
 34109,34109,3330924,0
 34110,34110,579190,1
 34111,34111,2036649,1
 34112,34112,5070075,1
 34113,34113,359497,1
 34114,34114,6532653,1
 34115,34115,2643329,0
 34116,34116,294129,1
 34117,34117,2072354,1
 34118,34118,760647,0
 34119,34119,1688187,1
 34120,34120,3456640,1
 34121,34121,2430763,0
 34122,34122,6922582,0
 34123,34123,6678881,0
 34124,34124,5230279,0
 34125,34125,440163,1
 34126,34126,5530995,0
 34127,34127,2743618,0
 34128,34128,6885537,0
 34129,34129,5168937,1
 34130,34130,2141735,0
 34131,34131,4026168,0
 34132,34132,1986330,1
 34133,34133,5825772,0
 34134,34134,4699408,0
 34135,34135,1246400,0
 34136,34136,171468,1
 34137,34137,1434794,0
 34138,34138,1002161,1
 34139,34139,1746363,1
 34140,34140,6447058,1
 34141,34141,1886772,0
 34142,34142,5211918,0
 34143,34143,6346867,0
 34144,34144,5116712,1
 34145,34145,6589861,1
 34146,34146,123498,1
 34147,34147,2459361,1
 34148,34148,4753250,1
 34149,34149,1227733,1
 34150,34150,1516882,0
 34151,34151,2070421,0
 34152,34152,3284856,1
 34153,34153,4461512,1
 34154,34154,277354,1
 34155,34155,6791689,0
 34156,34156,1873441,1
 34157,34157,2281373,0
 34158,34158,4413415,1
 34159,34159,1015177,1
 34160,34160,1587513,0
 34161,34161,5583122,1
 34162,34162,4865427,1
 34163,34163,3398477,0
 34164,34164,2980782,1
 34165,34165,5218463,0
 34166,34166,5797655,1
 34167,34167,222654,1
 34168,34168,1748507,1
 34169,34169,6647539,1
 34170,34170,3234708,1
 34171,34171,4948030,0
 34172,34172,5671208,1
 34173,34173,5965481,1
 34174,34174,5418849,0
 34175,34175,3008592,0
 34176,34176,4401508,0
 34177,34177,6917202,1
 34178,34178,2615122,1
 34179,34179,6684496,1
 34180,34180,686754,0
 34181,34181,544850,0
 34182,34182,4699596,1
 34183,34183,4880844,1
 34184,34184,4339270,1
 34185,34185,1693414,0
 34186,34186,6808522,1
 34187,34187,6461431,1
 34188,34188,6047787,0
 34189,34189,3784301,1
 34190,34190,6528559,0
 34191,34191,455400,0
 34192,34192,4137960,0
 34193,34193,4519013,1
 34194,34194,6348550,1
 34195,34195,6237087,0
 34196,34196,1881732,1
 34197,34197,849173,1
 34198,34198,4127319,1
 34199,34199,1559251,0
 34200,34200,5672202,0
 34201,34201,6198524,1
 34202,34202,1758634,1
 34203,34203,3492774,1
 34204,34204,2256136,1
 34205,34205,4964580,0
 34206,34206,1398851,1
 34207,34207,5668296,0
 34208,34208,6775604,1
 34209,34209,456689,0
 34210,34210,2639135,0
 34211,34211,1365152,1
 34212,34212,1682602,1
 34213,34213,3860890,1
 34214,34214,5039691,0
 34215,34215,5741803,1
 34216,34216,6293129,0
 34217,34217,5413050,0
 34218,34218,5573175,1
 34219,34219,3861055,0
 34220,34220,3778381,0
 34221,34221,5402706,1
 34222,34222,3986593,0
 34223,34223,5172682,1
 34224,34224,172498,1
 34225,34225,2756667,1
 34226,34226,6511582,1
 34227,34227,4963153,1
 34228,34228,2065444,1
 34229,34229,6359024,0
 34230,34230,249007,0
 34231,34231,6946360,0
 34232,34232,4743085,1
 34233,34233,1681575,0
 34234,34234,3661036,1
 34235,34235,813905,1
 34236,34236,320392,1
 34237,34237,162734,1
 34238,34238,2020305,1
 34239,34239,4306200,1
 34240,34240,5040737,0
 34241,34241,3594303,0
 34242,34242,1594996,0
 34243,34243,3302864,1
 34244,34244,2868666,1
 34245,34245,2096666,1
 34246,34246,6525254,0
 34247,34247,4260441,0
 34248,34248,6176743,1
 34249,34249,6508413,1
 34250,34250,3930255,0
 34251,34251,4962071,1
 34252,34252,4301464,1
 34253,34253,6592576,1
 34254,34254,6759353,1
 34255,34255,759209,1
 34256,34256,2523059,1
 34257,34257,6471362,1
 34258,34258,2616485,1
 34259,34259,253850,1
 34260,34260,272034,0
 34261,34261,3075337,1
 34262,34262,5195757,0
 34263,34263,5733411,1
 34264,34264,2619433,0
 34265,34265,6383485,0
 34266,34266,632691,0
 34267,34267,1846336,0
 34268,34268,6687332,0
 34269,34269,1566585,1
 34270,34270,676006,1
 34271,34271,3527165,1
 34272,34272,3148102,0
 34273,34273,5928676,0
 34274,34274,6877344,0
 34275,34275,437725,1
 34276,34276,685717,0
 34277,34277,6191978,1
 34278,34278,5019752,1
 34279,34279,183831,0
 34280,34280,4471387,1
 34281,34281,1203819,0
 34282,34282,4926254,0
 34283,34283,556792,0
 34284,34284,650524,0
 34285,34285,3667566,0
 34286,34286,4341682,1
 34287,34287,6795665,1
 34288,34288,3645495,1
 34289,34289,1304444,1
 34290,34290,6875504,1
 34291,34291,1376842,0
 34292,34292,4399622,0
 34293,34293,158147,1
 34294,34294,4913185,1
 34295,34295,755183,0
 34296,34296,3758264,0
 34297,34297,4219622,0
 34298,34298,4564049,1
 34299,34299,6071131,0
 34300,34300,5676755,0
 34301,34301,2884886,1
 34302,34302,1608433,0
 34303,34303,6221745,0
 34304,34304,2725805,0
 34305,34305,2986905,1
 34306,34306,1293709,0
 34307,34307,3182401,0
 34308,34308,4225869,1
 34309,34309,1695254,0
 34310,34310,2829642,1
 34311,34311,5755839,1
 34312,34312,2459024,1
 34313,34313,2515904,0
 34314,34314,6298924,0
 34315,34315,2003301,1
 34316,34316,4565228,1
 34317,34317,2857536,1
 34318,34318,2923166,0
 34319,34319,3918446,1
 34320,34320,3867226,0
 34321,34321,3104491,1
 34322,34322,524987,0
 34323,34323,6465900,0
 34324,34324,3605472,1
 34325,34325,2135140,1
 34326,34326,3773343,1
 34327,34327,501323,1
 34328,34328,1619287,0
 34329,34329,6527620,1
 34330,34330,6370699,0
 34331,34331,5708820,0
 34332,34332,1102335,1
 34333,34333,5953170,0
 34334,34334,1509354,1
 34335,34335,1223678,0
 34336,34336,4241868,1
 34337,34337,1622748,0
 34338,34338,3629007,1
 34339,34339,6442461,0
 34340,34340,2413506,0
 34341,34341,6548246,0
 34342,34342,2019278,0
 34343,34343,6968008,1
 34344,34344,5245273,1
 34345,34345,5811905,0
 34346,34346,6000534,1
 34347,34347,1117776,0
 34348,34348,3911164,0
 34349,34349,5178929,0
 34350,34350,1724903,1
 34351,34351,1694141,0
 34352,34352,456127,1
 34353,34353,2133931,0
 34354,34354,469338,1
 34355,34355,692893,0
 34356,34356,2238856,0
 34357,34357,5448997,1
 34358,34358,1229190,0
 34359,34359,4391533,0
 34360,34360,2483272,1
 34361,34361,3988182,1
 34362,34362,6894213,1
 34363,34363,2021953,0
 34364,34364,6792766,1
 34365,34365,5352494,0
 34366,34366,3519795,1
 34367,34367,1877232,1
 34368,34368,524064,1
 34369,34369,5725250,1
 34370,34370,2694593,0
 34371,34371,2518552,0
 34372,34372,1467731,1
 34373,34373,4166291,0
 34374,34374,3918669,0
 34375,34375,5618563,1
 34376,34376,1030116,1
 34377,34377,2655490,1
 34378,34378,6068289,1
 34379,34379,1040000,1
 34380,34380,5093894,0
 34381,34381,4547118,0
 34382,34382,2700189,0
 34383,34383,4313177,1
 34384,34384,4461665,1
 34385,34385,3577392,1
 34386,34386,2030701,0
 34387,34387,107571,1
 34388,34388,5551353,0
 34389,34389,1186148,0
 34390,34390,2315332,0
 34391,34391,4719516,0
 34392,34392,174471,1
 34393,34393,6536063,1
 34394,34394,2041379,1
 34395,34395,2583300,0
 34396,34396,833726,0
 34397,34397,6198605,0
 34398,34398,2524047,0
 34399,34399,3582626,1
 34400,34400,4059900,0
 34401,34401,3251221,1
 34402,34402,3564713,0
 34403,34403,2494874,0
 34404,34404,3190709,1
 34405,34405,627714,1
 34406,34406,644100,1
 34407,34407,4585857,1
 34408,34408,6178981,0
 34409,34409,1614279,0
 34410,34410,2319881,1
 34411,34411,2783892,1
 34412,34412,3980506,0
 34413,34413,5421875,0
 34414,34414,3013371,0
 34415,34415,2652042,1
 34416,34416,5731401,0
 34417,34417,1534027,0
 34418,34418,6894256,1
 34419,34419,3944040,0
 34420,34420,1783183,1
 34421,34421,6870602,0
 34422,34422,2578887,1
 34423,34423,6546992,1
 34424,34424,3240274,1
 34425,34425,3942941,0
 34426,34426,190385,1
 34427,34427,3439591,1
 34428,34428,6076301,0
 34429,34429,3209101,0
 34430,34430,5846391,1
 34431,34431,515655,0
 34432,34432,869886,1
 34433,34433,4058092,1
 34434,34434,6701001,0
 34435,34435,3469442,1
 34436,34436,4784469,1
 34437,34437,3221350,0
 34438,34438,6716246,1
 34439,34439,1198697,0
 34440,34440,6972409,0
 34441,34441,2165355,1
 34442,34442,4366589,0
 34443,34443,4465935,1
 34444,34444,6624642,1
 34445,34445,4769914,1
 34446,34446,3810037,0
 34447,34447,3194664,1
 34448,34448,407618,1
 34449,34449,1841905,1
 34450,34450,1319946,0
 34451,34451,982305,0
 34452,34452,2031673,0
 34453,34453,5462942,0
 34454,34454,1838431,0
 34455,34455,1567498,0
 34456,34456,4297085,0
 34457,34457,5358017,0
 34458,34458,2795220,0
 34459,34459,1515554,1
 34460,34460,2629675,0
 34461,34461,5923197,0
 34462,34462,3252722,1
 34463,34463,3495178,0
 34464,34464,148323,0
 34465,34465,300695,1
 34466,34466,780690,0
 34467,34467,4474403,1
 34468,34468,6122573,0
 34469,34469,6333063,1
 34470,34470,4235973,1
 34471,34471,1643282,1
 34472,34472,4069601,1
 34473,34473,5299690,1
 34474,34474,1483567,1
 34475,34475,6987016,1
 34476,34476,2767102,1
 34477,34477,6797836,0
 34478,34478,4764670,1
 34479,34479,5363820,0
 34480,34480,5881969,0
 34481,34481,1741287,0
 34482,34482,6983995,0
 34483,34483,1031223,0
 34484,34484,6023217,1
 34485,34485,3874770,1
 34486,34486,717865,1
 34487,34487,2882893,0
 34488,34488,3498625,0
 34489,34489,559339,1
 34490,34490,565923,1
 34491,34491,1318221,1
 34492,34492,2088320,0
 34493,34493,4869162,1
 34494,34494,4905163,1
 34495,34495,6306104,0
 34496,34496,5715710,0
 34497,34497,2988543,0
 34498,34498,4248064,1
 34499,34499,4232417,1
 34500,34500,1563972,0
 34501,34501,5696502,1
 34502,34502,4664952,0
 34503,34503,4425510,0
 34504,34504,3404099,0
 34505,34505,4687850,1
 34506,34506,4526528,0
 34507,34507,6486550,1
 34508,34508,2218047,1
 34509,34509,1256284,0
 34510,34510,4429630,0
 34511,34511,3469870,1
 34512,34512,6520105,1
 34513,34513,6674129,1
 34514,34514,2260964,1
 34515,34515,343055,0
 34516,34516,1614375,0
 34517,34517,2173729,0
 34518,34518,1525722,1
 34519,34519,4240666,0
 34520,34520,6901524,0
 34521,34521,6747202,0
 34522,34522,750383,1
 34523,34523,4321247,0
 34524,34524,761764,1
 34525,34525,552934,0
 34526,34526,6394486,1
 34527,34527,6327281,1
 34528,34528,4484338,0
 34529,34529,4135372,0
 34530,34530,5895218,1
 34531,34531,4283483,1
 34532,34532,4291527,1
 34533,34533,1166189,1
 34534,34534,6872047,0
 34535,34535,6672618,1
 34536,34536,456869,1
 34537,34537,4376483,0
 34538,34538,1437696,1
 34539,34539,2267579,1
 34540,34540,4390000,1
 34541,34541,6286104,1
 34542,34542,2444653,0
 34543,34543,580665,0
 34544,34544,2176711,0
 34545,34545,2085589,1
 34546,34546,6886457,0
 34547,34547,6843360,1
 34548,34548,3962816,0
 34549,34549,3158493,0
 34550,34550,6001424,1
 34551,34551,4363556,1
 34552,34552,6050896,0
 34553,34553,6810463,1
 34554,34554,1249056,1
 34555,34555,2094998,0
 34556,34556,4637267,1
 34557,34557,590588,0
 34558,34558,1127891,0
 34559,34559,2882583,1
 34560,34560,6250036,0
 34561,34561,5930095,0
 34562,34562,4206691,0
 34563,34563,5131257,1
 34564,34564,5893870,1
 34565,34565,6607353,0
 34566,34566,5021734,1
 34567,34567,4614054,0
 34568,34568,4971010,1
 34569,34569,1925172,1
 34570,34570,6757987,0
 34571,34571,3033977,0
 34572,34572,1646272,1
 34573,34573,4141827,0
 34574,34574,5073649,0
 34575,34575,4393174,1
 34576,34576,2074781,0
 34577,34577,4284885,0
 34578,34578,223502,0
 34579,34579,6188199,1
 34580,34580,5983294,1
 34581,34581,1443733,0
 34582,34582,6880244,0
 34583,34583,3550661,1
 34584,34584,4576268,0
 34585,34585,665499,1
 34586,34586,5953109,0
 34587,34587,919584,1
 34588,34588,1071839,0
 34589,34589,6303175,1
 34590,34590,2986621,0
 34591,34591,2119099,1
 34592,34592,3795398,0
 34593,34593,1436779,1
 34594,34594,1777204,1
 34595,34595,1556090,1
 34596,34596,6235468,0
 34597,34597,4668546,1
 34598,34598,3621782,0
 34599,34599,1692600,1
 34600,34600,1626202,1
 34601,34601,1154025,0
 34602,34602,3498229,0
 34603,34603,4213690,0
 34604,34604,5153251,0
 34605,34605,1021687,1
 34606,34606,2499348,1
 34607,34607,1414860,0
 34608,34608,4432867,1
 34609,34609,3194462,1
 34610,34610,1640625,1
 34611,34611,176025,1
 34612,34612,6895233,1
 34613,34613,762490,1
 34614,34614,3556679,1
 34615,34615,4855226,1
 34616,34616,1169150,1
 34617,34617,1859746,1
 34618,34618,6696486,0
 34619,34619,4018517,1
 34620,34620,2229729,1
 34621,34621,817158,1
 34622,34622,315850,1
 34623,34623,5147522,1
 34624,34624,4817875,0
 34625,34625,2009722,0
 34626,34626,5389377,0
 34627,34627,2882621,1
 34628,34628,4770176,1
 34629,34629,4086005,0
 34630,34630,751053,0
 34631,34631,2772914,1
 34632,34632,3630411,1
 34633,34633,4851941,1
 34634,34634,661977,1
 34635,34635,6878899,0
 34636,34636,759456,0
 34637,34637,3664184,0
 34638,34638,3936767,0
 34639,34639,2091875,0
 34640,34640,180968,1
 34641,34641,1238936,1
 34642,34642,4102762,0
 34643,34643,467254,0
 34644,34644,5146721,1
 34645,34645,4177375,1
 34646,34646,4279871,0
 34647,34647,6382040,0
 34648,34648,3470711,0
 34649,34649,1025705,0
 34650,34650,4387827,1
 34651,34651,2755330,0
 34652,34652,1234922,1
 34653,34653,5794521,1
 34654,34654,4081779,1
 34655,34655,5447520,0
 34656,34656,6526161,0
 34657,34657,1882862,0
 34658,34658,4995273,1
 34659,34659,1491847,0
 34660,34660,1059307,0
 34661,34661,2448678,0
 34662,34662,1122773,1
 34663,34663,1235583,1
 34664,34664,755545,1
 34665,34665,4459727,1
 34666,34666,1425557,1
 34667,34667,2077693,1
 34668,34668,5650642,1
 34669,34669,1747385,1
 34670,34670,1696760,0
 34671,34671,4835905,1
 34672,34672,3579943,1
 34673,34673,2414749,1
 34674,34674,5015422,0
 34675,34675,5198516,1
 34676,34676,4013061,0
 34677,34677,3696479,0
 34678,34678,2034278,1
 34679,34679,1383715,0
 34680,34680,3890857,1
 34681,34681,2519170,0
 34682,34682,395020,1
 34683,34683,4927676,0
 34684,34684,5587795,1
 34685,34685,168540,1
 34686,34686,4444159,1
 34687,34687,6008310,1
 34688,34688,4317736,0
 34689,34689,5332362,0
 34690,34690,5645385,1
 34691,34691,849607,0
 34692,34692,1843519,0
 34693,34693,4465422,1
 34694,34694,6870110,0
 34695,34695,786049,1
 34696,34696,3781807,1
 34697,34697,5361637,1
 34698,34698,1760132,1
 34699,34699,4684695,0
 34700,34700,3817531,1
 34701,34701,2651443,1
 34702,34702,4032920,0
 34703,34703,5562772,1
 34704,34704,4655106,1
 34705,34705,6253265,0
 34706,34706,3206636,1
 34707,34707,6423178,0
 34708,34708,2192273,0
 34709,34709,2238491,1
 34710,34710,6764919,1
 34711,34711,3861867,0
 34712,34712,6920905,0
 34713,34713,451989,1
 34714,34714,468745,0
 34715,34715,4017757,0
 34716,34716,1298551,1
 34717,34717,5830675,0
 34718,34718,915825,0
 34719,34719,4988863,1
 34720,34720,1442045,0
 34721,34721,3804065,0
 34722,34722,5812090,0
 34723,34723,2526849,0
 34724,34724,4663882,0
 34725,34725,853202,0
 34726,34726,102928,0
 34727,34727,1885202,1
 34728,34728,1003386,0
 34729,34729,468221,1
 34730,34730,3310588,0
 34731,34731,4684413,1
 34732,34732,457510,1
 34733,34733,6842106,0
 34734,34734,5195234,1
 34735,34735,489012,1
 34736,34736,3027104,0
 34737,34737,107873,0
 34738,34738,3747545,0
 34739,34739,633210,1
 34740,34740,5972202,1
 34741,34741,5001313,0
 34742,34742,3632810,0
 34743,34743,6433119,0
 34744,34744,4220878,0
 34745,34745,4144357,1
 34746,34746,2754902,0
 34747,34747,4118387,1
 34748,34748,4156842,0
 34749,34749,5320157,0
 34750,34750,4422779,0
 34751,34751,5107240,0
 34752,34752,5152336,0
 34753,34753,6300484,0
 34754,34754,3402304,0
 34755,34755,4399308,1
 34756,34756,2988726,0
 34757,34757,5955889,1
 34758,34758,6091987,1
 34759,34759,4233974,1
 34760,34760,984323,1
 34761,34761,2568342,0
 34762,34762,1772374,0
 34763,34763,652949,0
 34764,34764,5974903,0
 34765,34765,2357049,1
 34766,34766,1862582,0
 34767,34767,1676765,1
 34768,34768,3354097,1
 34769,34769,1766101,0
 34770,34770,5360901,1
 34771,34771,2734392,1
 34772,34772,6355477,1
 34773,34773,6575792,1
 34774,34774,5358657,1
 34775,34775,4889653,0
 34776,34776,5277015,1
 34777,34777,6900489,1
 34778,34778,6421387,1
 34779,34779,4815168,0
 34780,34780,6627681,0
 34781,34781,3745292,0
 34782,34782,3554061,1
 34783,34783,5761072,0
 34784,34784,2822296,0
 34785,34785,3769593,1
 34786,34786,1237589,1
 34787,34787,5872203,0
 34788,34788,5957890,1
 34789,34789,6529947,0
 34790,34790,4221586,1
 34791,34791,3614772,0
 34792,34792,3026098,1
 34793,34793,2527248,1
 34794,34794,1730440,1
 34795,34795,743585,1
 34796,34796,547327,0
 34797,34797,4245376,1
 34798,34798,2139172,1
 34799,34799,1499065,0
 34800,34800,444984,1
 34801,34801,3438751,0
 34802,34802,5762906,1
 34803,34803,2381808,0
 34804,34804,5142632,0
 34805,34805,2278490,1
 34806,34806,2203176,1
 34807,34807,4830914,1
 34808,34808,5853462,1
 34809,34809,4454856,1
 34810,34810,642575,1
 34811,34811,1128504,1
 34812,34812,2787686,0
 34813,34813,4150829,0
 34814,34814,3737640,1
 34815,34815,587766,1
 34816,34816,5686906,0
 34817,34817,3409378,1
 34818,34818,130102,1
 34819,34819,6687807,0
 34820,34820,3378738,0
 34821,34821,5398134,1
 34822,34822,5523338,1
 34823,34823,4097886,1
 34824,34824,1487400,0
 34825,34825,1811395,0
 34826,34826,6836987,1
 34827,34827,1534332,0
 34828,34828,5170561,0
 34829,34829,5440257,0
 34830,34830,6385868,0
 34831,34831,5015737,0
 34832,34832,6000690,1
 34833,34833,6651602,1
 34834,34834,346949,0
 34835,34835,1223607,1
 34836,34836,3936113,0
 34837,34837,5920084,0
 34838,34838,5350437,1
 34839,34839,6993311,1
 34840,34840,1302757,0
 34841,34841,1011357,1
 34842,34842,4172570,1
 34843,34843,5588021,0
 34844,34844,417235,1
 34845,34845,6169470,0
 34846,34846,1348502,0
 34847,34847,2824744,0
 34848,34848,2290744,1
 34849,34849,1731381,0
 34850,34850,2263587,0
 34851,34851,488216,0
 34852,34852,6037586,1
 34853,34853,4625808,1
 34854,34854,6154381,1
 34855,34855,2123168,0
 34856,34856,1448401,0
 34857,34857,6884093,1
 34858,34858,5832332,0
 34859,34859,4111557,1
 34860,34860,4484082,0
 34861,34861,2113193,1
 34862,34862,2033238,0
 34863,34863,927901,1
 34864,34864,6190206,0
 34865,34865,4420043,0
 34866,34866,2282816,0
 34867,34867,6685126,0
 34868,34868,4064106,0
 34869,34869,345593,1
 34870,34870,1666347,0
 34871,34871,1663546,1
 34872,34872,4361095,0
 34873,34873,1849750,0
 34874,34874,1271570,0
 34875,34875,151662,1
 34876,34876,1684641,1
 34877,34877,2625081,1
 34878,34878,375754,0
 34879,34879,2354836,1
 34880,34880,394030,0
 34881,34881,1791056,1
 34882,34882,3122244,0
 34883,34883,773733,0
 34884,34884,1068073,0
 34885,34885,2681571,1
 34886,34886,4824683,1
 34887,34887,3026946,1
 34888,34888,4809005,1
 34889,34889,2760305,1
 34890,34890,4327405,0
 34891,34891,6088642,1
 34892,34892,1092653,0
 34893,34893,1196867,1
 34894,34894,5852368,0
 34895,34895,3266517,1
 34896,34896,3213461,0
 34897,34897,263166,1
 34898,34898,1374507,0
 34899,34899,3059566,0
 34900,34900,3082702,0
 34901,34901,1623333,1
 34902,34902,2393518,1
 34903,34903,6936589,1
 34904,34904,3725055,0
 34905,34905,1051084,1
 34906,34906,4921583,0
 34907,34907,5163543,1
 34908,34908,6812037,1
 34909,34909,6958628,0
 34910,34910,6462895,0
 34911,34911,5826414,1
 34912,34912,416519,0
 34913,34913,6090417,1
 34914,34914,4917998,0
 34915,34915,168476,1
 34916,34916,4276783,1
 34917,34917,6933194,0
 34918,34918,1374022,0
 34919,34919,6597161,1
 34920,34920,5352040,1
 34921,34921,3044198,1
 34922,34922,985502,1
 34923,34923,1592623,1
 34924,34924,6586061,1
 34925,34925,1832346,1
 34926,34926,5040237,0
 34927,34927,3818999,0
 34928,34928,2760718,0
 34929,34929,5845750,0
 34930,34930,4188515,0
 34931,34931,6777821,0
 34932,34932,5021623,1
 34933,34933,915691,0
 34934,34934,5824192,0
 34935,34935,2562064,1
 34936,34936,5478498,0
 34937,34937,1109994,0
 34938,34938,3422284,0
 34939,34939,4445249,1
 34940,34940,3144950,1
 34941,34941,1422747,1
 34942,34942,3341364,0
 34943,34943,4856377,1
 34944,34944,5172650,1
 34945,34945,5428029,1
 34946,34946,3520560,1
 34947,34947,3232208,0
 34948,34948,1974101,1
 34949,34949,6972301,0
 34950,34950,132528,1
 34951,34951,1912702,1
 34952,34952,1970983,1
 34953,34953,3518243,1
 34954,34954,1186604,0
 34955,34955,2373162,0
 34956,34956,6308540,1
 34957,34957,6255698,1
 34958,34958,1418777,0
 34959,34959,5402200,1
 34960,34960,2541551,1
 34961,34961,5653772,0
 34962,34962,900586,0
 34963,34963,6468980,0
 34964,34964,588772,1
 34965,34965,5501327,0
 34966,34966,3281663,1
 34967,34967,673221,0
 34968,34968,6061669,1
 34969,34969,3717738,1
 34970,34970,3111354,1
 34971,34971,1613494,0
 34972,34972,6492610,1
 34973,34973,3604286,0
 34974,34974,2370739,0
 34975,34975,4753596,1
 34976,34976,3039304,0
 34977,34977,186130,1
 34978,34978,6880694,0
 34979,34979,4878763,1
 34980,34980,5021055,1
 34981,34981,4015515,0
 34982,34982,2710744,0
 34983,34983,4336601,1
 34984,34984,492221,1
 34985,34985,2538568,0
 34986,34986,3153183,0
 34987,34987,4352795,1
 34988,34988,894237,0
 34989,34989,1593910,1
 34990,34990,1479741,1
 34991,34991,401742,0
 34992,34992,5633468,1
 34993,34993,119228,0
 34994,34994,3302819,0
 34995,34995,204944,1
 34996,34996,4289055,0
 34997,34997,192145,1
 34998,34998,3884807,1
 34999,34999,6264636,1
 35000,35000,1229093,1
 35001,35001,6270304,1
 35002,35002,1288118,1
 35003,35003,5357381,0
 35004,35004,627883,0
 35005,35005,119971,0
 35006,35006,5529804,0
 35007,35007,1212191,1
 35008,35008,601602,0
 35009,35009,2302973,0
 35010,35010,3492309,1
 35011,35011,1691354,1
