ID, BANIERA, YACUZZI, SALA, COCINETA
 31593,1,1,0,1
 31594,1,0,1,1
 31595,0,1,1,0
 31596,1,0,1,1
 31597,1,0,0,1
 31598,1,0,1,1
 31599,1,1,0,1
 31600,1,0,0,1
 31601,1,0,0,1
 31602,1,1,0,0
 31603,1,0,0,1
 31604,1,0,0,1
 31605,1,1,0,0
 31606,0,1,1,1
 31607,1,1,1,0
 31608,0,1,1,0
 31609,0,1,0,1
 31610,1,1,1,0
 31611,1,0,0,1
 31612,0,0,0,0
 31613,0,1,1,0
 31614,0,1,0,1
 31615,0,0,0,1
 31616,0,0,1,0
 31617,1,1,1,0
 31618,1,1,1,1
 31619,1,0,0,0
 31620,0,0,1,1
 31621,0,1,1,0
 31622,0,0,1,0
 31623,1,1,0,1
 31624,1,1,0,0
 31625,0,1,1,1
 31626,0,1,0,1
 31627,0,0,0,0
 31628,1,1,1,0
 31629,0,1,1,0
 31630,0,0,0,1
 31631,1,0,0,1
 31632,1,0,1,1
 31633,1,1,1,0
 31634,0,0,1,1
 31635,1,0,0,1
 31636,1,1,1,1
 31637,0,1,1,1
 31638,0,0,0,0
 31639,0,0,1,0
 31640,1,0,1,0
 31641,1,1,0,1
 31642,1,0,0,1
 31643,1,0,1,0
 31644,0,1,0,1
 31645,1,0,0,0
 31646,0,1,1,0
 31647,1,0,1,0
 31648,0,1,1,0
 31649,1,1,0,0
 31650,0,1,1,0
 31651,1,0,1,0
 31652,0,0,1,0
 31653,0,0,0,1
 31654,1,0,1,0
 31655,0,0,0,0
 31656,1,1,1,0
 31657,0,0,0,0
 31658,0,0,1,1
 31659,0,1,0,0
 31660,0,0,1,1
 31661,1,1,1,0
 31662,0,0,1,0
 31663,0,1,0,1
 31664,0,0,0,0
 31665,1,0,0,1
 31666,0,0,0,0
 31667,0,0,0,1
 31668,0,0,0,0
 31669,1,0,1,1
 31670,0,1,0,0
 31671,1,1,0,1
 31672,0,1,1,0
 31673,1,1,1,1
 31674,1,1,1,1
 31675,1,0,0,1
 31676,1,0,1,1
 31677,1,0,1,0
 31678,1,0,0,1
 31679,0,1,0,0
 31680,0,0,1,0
 31681,1,1,1,1
 31682,0,0,0,1
 31683,0,1,1,1
 31684,1,1,1,1
 31685,0,1,1,1
 31686,1,0,1,0
 31687,0,0,0,1
 31688,1,1,1,0
 31689,1,0,1,0
 31690,0,0,0,0
 31691,0,1,0,0
 31692,0,0,1,0
 31693,1,0,0,1
 31694,0,1,1,0
 31695,1,1,1,0
 31696,0,0,1,0
 31697,0,1,1,1
 31698,1,0,0,1
 31699,1,0,0,0
 31700,1,1,0,1
 31701,0,1,1,1
 31702,1,1,1,1
 31703,1,1,0,0
 31704,0,1,0,0
 31705,0,0,0,1
 31706,1,0,0,1
 31707,1,1,0,0
 31708,1,1,0,0
 31709,1,1,1,1
 31710,0,0,1,0
 31711,1,1,0,0
 31712,1,0,0,0
 31713,1,1,1,0
 31714,1,0,0,1
 31715,1,0,1,0
 31716,1,0,0,0
 31717,0,0,1,0
 31718,1,1,0,1
 31719,1,0,0,1
 31720,1,0,0,1
 31721,1,1,0,1
 31722,0,0,1,1
 31723,1,1,0,0
 31724,1,0,1,0
 31725,0,1,0,1
 31726,0,1,0,1
 31727,1,0,0,1
 31728,1,0,0,0
 31729,0,1,0,1
 31730,0,0,0,1
 31731,1,1,1,0
 31732,0,1,1,0
 31733,0,1,0,1
 31734,0,0,1,1
 31735,1,1,1,0
 31736,0,0,1,1
 31737,0,1,1,1
 31738,1,0,0,0
 31739,0,0,0,0
 31740,0,0,1,0
 31741,1,0,1,1
 31742,1,0,0,1
 31743,1,1,0,0
 31744,0,1,0,1
 31745,1,0,1,1
 31746,0,0,1,0
 31747,1,0,0,1
 31748,1,1,1,1
 31749,1,0,1,1
 31750,0,0,1,0
 31751,1,1,0,0
 31752,0,1,1,0
 31753,0,1,0,1
 31754,1,1,0,1
 31755,0,0,0,1
 31756,1,0,1,1
 31757,1,1,1,1
 31758,0,0,1,0
 31759,0,0,0,0
 31760,0,1,1,0
 31761,0,0,0,0
 31762,0,0,0,1
 31763,1,0,0,0
 31764,0,1,1,0
 31765,0,1,1,1
 31766,1,0,1,1
 31767,0,1,0,0
 31768,0,0,1,1
 31769,1,1,1,1
 31770,0,0,1,1
 31771,0,1,0,1
 31772,1,1,1,0
 31773,1,1,0,1
 31774,0,0,0,0
 31775,0,0,1,1
 31776,1,1,1,0
 31777,1,1,0,1
 31778,1,1,1,1
 31779,1,0,0,1
 31780,1,0,0,0
 31781,1,1,0,0
 31782,0,0,0,0
 31783,1,0,1,1
 31784,1,1,0,0
 31785,0,1,1,1
 31786,0,0,0,1
 31787,0,0,0,1
 31788,1,1,1,0
 31789,1,0,1,1
 31790,1,1,0,1
 31791,0,1,1,1
 31792,1,0,1,1
 31793,0,0,0,1
 31794,1,0,1,0
 31795,1,1,0,0
 31796,0,1,0,1
 31797,1,1,1,1
 31798,1,0,1,1
 31799,1,1,0,0
 31800,1,0,1,1
 31801,0,0,0,1
 31802,1,0,1,0
 31803,1,1,1,1
 31804,0,0,1,1
 31805,0,0,0,0
 31806,1,0,0,0
 31807,0,1,0,0
 31808,0,1,1,1
 31809,0,0,1,0
 31810,1,1,1,0
 31811,0,0,0,0
 31812,1,1,0,1
 31813,0,1,1,0
 31814,0,0,1,0
 31815,1,0,0,1
 31816,1,0,1,1
 31817,1,0,1,1
 31818,0,1,1,1
 31819,1,1,1,0
 31820,0,0,1,0
 31821,0,0,1,0
 31822,1,1,1,0
 31823,1,0,0,1
 31824,1,1,0,0
 31825,1,0,1,1
 31826,0,0,0,0
 31827,0,1,1,0
 31828,1,1,0,1
 31829,1,0,1,1
 31830,0,0,0,0
 31831,0,1,1,1
 31832,0,0,0,0
 31833,1,0,0,1
 31834,1,1,0,0
 31835,0,1,1,1
 31836,0,0,1,1
 31837,0,1,1,0
 31838,1,0,1,1
 31839,1,1,0,1
 31840,1,1,0,1
 31841,1,1,1,0
 31842,0,1,1,1
 31843,1,1,1,0
 31844,1,1,0,1
 31845,0,0,1,1
 31846,0,1,0,1
 31847,1,0,1,0
 31848,1,0,0,1
 31849,1,1,0,1
 31850,0,0,0,1
 31851,1,1,1,1
 31852,1,1,1,1
 31853,1,1,0,0
 31854,1,0,1,0
 31855,0,1,0,0
 31856,1,0,0,1
 31857,1,0,1,0
 31858,1,0,0,1
 31859,1,1,0,0
 31860,1,0,1,0
 31861,1,1,1,0
 31862,0,1,1,1
 31863,1,0,1,1
 31864,1,1,0,1
 31865,0,1,1,1
 31866,0,1,0,0
 31867,1,0,1,0
 31868,0,1,0,1
 31869,1,0,1,0
 31870,1,0,1,1
 31871,1,1,1,0
 31872,0,0,1,1
 31873,0,1,1,1
 31874,0,0,0,1
 31875,1,1,0,0
 31876,1,0,1,0
 31877,0,0,1,0
 31878,1,1,0,1
 31879,1,0,0,1
 31880,0,0,0,1
 31881,1,1,1,1
 31882,1,0,1,1
 31883,0,0,1,1
 31884,0,1,1,0
 31885,0,0,1,0
 31886,0,1,1,0
 31887,0,1,0,0
 31888,1,0,0,1
 31889,0,1,0,0
 31890,0,0,1,0
 31891,0,1,0,1
 31892,1,1,0,0
 31893,1,0,1,1
 31894,1,1,0,1
 31895,0,1,0,0
 31896,0,1,1,0
 31897,1,1,1,0
 31898,0,1,1,1
 31899,0,1,1,0
 31900,1,1,1,1
 31901,1,0,0,1
 31902,0,1,1,0
 31903,1,0,1,0
 31904,1,0,0,0
 31905,1,0,1,1
 31906,1,1,1,1
 31907,1,1,1,0
 31908,0,0,1,0
 31909,1,0,0,1
 31910,0,1,0,0
 31911,0,1,0,1
 31912,0,0,0,0
 31913,1,0,1,1
 31914,0,0,1,0
 31915,0,1,0,1
 31916,0,0,1,0
 31917,0,1,1,0
 31918,1,0,1,0
 31919,1,0,1,0
 31920,1,1,1,1
 31921,1,0,0,1
 31922,0,0,0,0
 31923,1,0,0,0
 31924,1,0,1,1
 31925,1,0,1,0
 31926,1,1,1,0
 31927,1,0,0,0
 31928,0,1,0,0
 31929,1,1,0,0
 31930,0,0,0,1
 31931,1,0,1,1
 31932,1,0,0,0
 31933,0,1,1,1
 31934,0,0,0,1
 31935,1,0,0,1
 31936,0,1,0,1
 31937,1,0,0,1
 31938,0,1,1,1
 31939,0,0,0,0
 31940,0,1,0,0
 31941,1,1,0,1
 31942,1,1,0,0
 31943,1,0,0,0
 31944,1,0,1,0
 31945,0,0,0,0
 31946,1,1,0,1
 31947,1,0,0,0
 31948,1,1,0,0
 31949,0,1,0,1
 31950,0,0,0,0
 31951,0,1,1,0
 31952,1,1,1,1
 31953,1,0,1,1
 31954,0,1,0,0
 31955,1,0,1,1
 31956,0,1,1,0
 31957,1,0,0,1
 31958,1,0,1,1
 31959,0,0,0,0
 31960,0,1,1,1
 31961,1,0,1,0
 31962,0,0,0,0
 31963,1,1,1,1
 31964,0,0,1,1
 31965,1,0,0,0
 31966,1,0,0,0
 31967,1,0,0,0
 31968,1,1,0,0
 31969,1,1,1,1
 31970,0,1,0,1
 31971,1,1,0,1
 31972,0,0,0,0
 31973,1,1,1,1
 31974,1,1,1,1
 31975,0,1,1,0
 31976,0,0,0,1
 31977,0,0,0,1
 31978,1,1,0,1
 31979,0,0,0,0
 31980,0,0,1,1
 31981,0,0,1,1
 31982,0,1,1,0
 31983,0,1,1,0
 31984,1,0,1,1
 31985,0,0,0,0
 31986,0,1,0,1
 31987,1,0,0,1
 31988,0,1,1,0
 31989,0,1,0,0
 31990,1,1,0,0
 31991,0,1,1,1
 31992,1,0,1,1
 31993,0,1,0,0
 31994,0,0,0,0
 31995,0,0,1,0
 31996,1,0,1,0
 31997,1,1,1,1
 31998,1,0,0,1
 31999,1,1,1,1
 32000,0,0,0,1
 32001,1,0,0,1
 32002,1,0,1,1
 32003,1,0,0,1
 32004,0,1,0,0
 32005,1,1,0,1
 32006,0,1,1,0
 32007,0,0,0,1
 32008,0,1,0,0
 32009,0,1,0,1
 32010,0,0,1,1
 32011,1,1,1,0
 32012,1,0,0,0
 32013,0,0,1,0
 32014,1,0,0,0
 32015,1,1,1,0
 32016,1,0,1,1
 32017,0,0,1,1
 32018,1,1,1,1
 32019,0,1,1,1
 32020,1,0,1,1
 32021,0,0,1,0
 32022,0,0,1,1
 32023,1,0,0,0
 32024,0,1,1,0
 32025,1,1,1,0
 32026,0,0,1,0
 32027,0,1,0,0
 32028,0,1,0,0
 32029,0,0,0,1
 32030,1,1,1,0
 32031,0,0,1,0
 32032,0,0,0,0
 32033,0,0,0,1
 32034,0,0,0,1
 32035,1,0,1,1
 32036,1,0,1,0
 32037,0,0,1,1
 32038,1,1,1,1
 32039,1,1,0,0
 32040,1,1,1,1
 32041,0,0,1,0
 32042,0,1,1,1
 32043,1,1,1,1
 32044,0,1,0,0
 32045,0,0,1,1
 32046,1,0,1,0
 32047,0,1,1,0
 32048,1,0,1,0
 32049,1,0,0,0
 32050,1,1,1,0
 32051,0,0,0,1
 32052,1,0,0,0
 32053,1,0,1,1
 32054,0,1,1,1
 32055,0,0,0,1
 32056,1,0,0,0
 32057,0,0,1,1
 32058,1,1,1,0
 32059,1,1,1,0
 32060,0,1,0,0
 32061,0,0,0,0
 32062,0,1,1,0
 32063,0,0,0,0
 32064,0,1,1,1
 32065,0,1,0,1
 32066,1,0,1,1
 32067,0,1,0,1
 32068,1,0,0,1
 32069,1,1,1,1
 32070,1,0,0,1
 32071,0,0,0,1
 32072,1,1,1,0
 32073,0,0,0,0
 32074,1,1,0,1
 32075,0,0,1,1
 32076,0,0,1,0
 32077,1,1,0,1
 32078,1,1,1,0
 32079,1,1,1,0
 32080,1,0,0,1
 32081,0,1,1,0
 32082,0,1,0,0
 32083,1,0,1,1
 32084,1,0,1,1
 32085,0,0,1,1
 32086,0,0,1,0
 32087,1,1,0,0
 32088,0,0,0,0
 32089,0,1,0,1
 32090,1,0,1,1
 32091,1,0,0,1
 32092,1,1,0,0
 32093,0,0,0,0
 32094,0,1,1,0
 32095,0,0,1,1
 32096,0,1,1,0
 32097,1,0,1,1
 32098,0,1,1,0
 32099,1,1,1,1
 32100,1,1,0,1
 32101,0,0,1,0
 32102,1,0,0,1
 32103,1,0,1,1
 32104,0,0,0,0
 32105,0,0,0,0
 32106,0,0,0,0
 32107,1,1,0,0
 32108,0,1,1,0
 32109,0,1,0,1
 32110,1,1,0,1
 32111,1,0,1,1
 32112,0,0,1,0
 32113,1,1,1,1
 32114,0,0,1,0
 32115,1,1,1,1
 32116,1,0,1,1
 32117,1,0,0,0
 32118,0,1,0,1
 32119,1,1,1,1
 32120,1,0,0,1
 32121,0,1,0,1
 32122,1,0,0,1
 32123,1,0,0,1
 32124,0,0,1,0
 32125,1,1,1,0
 32126,0,1,1,0
 32127,0,0,1,0
 32128,0,1,0,1
 32129,1,0,0,0
 32130,0,0,0,0
 32131,1,0,0,1
 32132,1,1,0,1
 32133,0,1,1,0
 32134,1,1,0,0
 32135,1,1,1,0
 32136,0,0,0,0
 32137,0,0,0,0
 32138,0,1,1,0
 32139,1,1,1,1
 32140,1,1,0,1
 32141,1,0,0,0
 32142,1,1,0,0
 32143,1,1,0,0
 32144,1,0,1,1
 32145,0,0,0,0
 32146,1,0,1,0
 32147,0,1,0,0
 32148,0,0,1,0
 32149,1,1,1,0
 32150,1,1,1,1
 32151,1,1,0,1
 32152,1,0,1,1
 32153,0,0,1,0
 32154,1,1,0,1
 32155,1,1,0,0
 32156,1,1,0,1
 32157,1,0,0,0
 32158,0,0,0,1
 32159,0,1,0,1
 32160,0,1,0,0
 32161,0,0,1,0
 32162,0,1,1,1
 32163,1,1,0,1
 32164,0,0,1,0
 32165,1,1,0,0
 32166,1,1,1,0
 32167,0,1,1,1
 32168,0,0,0,0
 32169,0,0,0,0
 32170,1,0,1,1
 32171,1,0,1,1
 32172,1,0,1,0
 32173,0,1,1,1
 32174,1,0,1,0
 32175,0,0,0,1
 32176,1,0,1,1
 32177,0,0,1,0
 32178,1,1,1,0
 32179,1,1,0,1
 32180,0,1,1,1
 32181,1,0,1,1
 32182,1,0,0,0
 32183,1,0,1,0
 32184,0,0,1,0
 32185,0,0,0,1
 32186,1,1,0,0
 32187,0,1,0,0
 32188,0,0,0,1
 32189,1,0,0,0
 32190,1,1,0,0
 32191,0,1,1,1
 32192,1,0,0,0
 32193,1,0,0,1
 32194,1,0,1,1
 32195,1,0,1,1
 32196,0,0,0,0
 32197,1,0,1,1
 32198,0,1,1,0
 32199,1,0,1,0
 32200,1,1,0,0
 32201,1,0,1,1
 32202,1,1,0,0
 32203,0,1,0,1
 32204,1,1,0,1
 32205,1,1,1,0
 32206,1,0,1,1
 32207,1,0,0,0
 32208,1,0,1,1
 32209,0,0,1,0
 32210,0,0,0,0
 32211,0,1,0,0
 32212,1,1,0,0
 32213,0,1,1,1
 32214,1,1,0,0
 32215,0,1,1,0
 32216,0,0,0,1
 32217,1,1,1,1
 32218,1,1,1,1
 32219,0,1,1,0
 32220,1,1,0,1
 32221,1,0,0,1
 32222,0,1,0,0
 32223,1,0,0,0
 32224,0,1,0,0
 32225,0,1,0,0
 32226,1,0,0,1
 32227,1,1,0,1
 32228,0,0,0,1
 32229,0,1,0,1
 32230,0,0,1,1
 32231,0,0,0,1
 32232,0,1,0,0
 32233,1,0,1,0
 32234,1,1,0,1
 32235,1,0,0,0
 32236,0,0,1,0
 32237,0,0,1,1
 32238,1,0,0,1
 32239,1,1,0,1
 32240,1,1,0,1
 32241,0,0,0,1
 32242,1,1,1,1
 32243,0,1,1,0
 32244,0,0,1,1
 32245,1,0,1,0
 32246,0,1,0,1
 32247,1,0,0,1
 32248,0,1,1,0
 32249,1,0,1,0
 32250,1,0,1,1
 32251,1,0,1,0
 32252,1,1,1,0
 32253,0,0,1,0
 32254,0,1,0,0
 32255,1,1,1,0
 32256,0,1,0,1
 32257,1,1,1,0
 32258,0,1,0,0
 32259,1,0,0,1
 32260,1,0,1,1
 32261,0,0,0,0
 32262,1,1,1,1
 32263,1,1,1,0
 32264,1,0,0,0
 32265,1,1,0,0
 32266,0,1,0,0
 32267,1,1,0,1
 32268,1,1,1,1
 32269,0,1,1,1
 32270,1,1,1,0
 32271,0,0,0,1
 32272,0,1,0,0
 32273,1,0,0,1
 32274,0,0,1,1
 32275,1,0,0,1
 32276,1,1,0,1
 32277,1,1,0,0
 32278,1,1,0,0
 32279,0,0,0,0
 32280,0,1,0,0
 32281,0,1,1,1
 32282,0,1,0,1
 32283,1,0,1,0
 32284,0,1,1,1
 32285,1,1,1,1
 32286,1,0,0,0
 32287,1,0,0,1
 32288,0,0,0,1
 32289,0,0,0,0
 32290,0,0,1,1
 32291,1,0,1,0
 32292,1,1,0,0
 32293,0,1,1,1
 32294,0,1,0,1
 32295,1,1,1,1
 32296,0,0,1,1
 32297,1,1,1,1
 32298,1,1,0,1
 32299,0,1,1,1
 32300,0,0,1,0
 32301,0,1,0,1
 32302,0,0,1,0
 32303,0,1,0,1
 32304,1,0,0,0
 32305,0,0,1,1
 32306,1,0,0,0
 32307,0,1,0,0
 32308,1,0,0,1
 32309,1,1,0,1
 32310,1,1,0,0
 32311,1,1,1,1
 32312,1,1,1,1
 32313,1,0,1,0
 32314,1,1,1,0
 32315,0,1,0,1
 32316,1,0,0,1
 32317,1,0,1,1
 32318,1,0,1,0
 32319,1,0,1,0
 32320,0,1,0,1
 32321,0,0,1,1
 32322,1,0,1,0
 32323,1,0,1,1
 32324,1,1,1,1
 32325,1,0,1,1
 32326,0,0,1,0
 32327,0,0,0,1
 32328,0,0,1,0
 32329,1,0,0,0
 32330,1,0,0,1
 32331,0,1,0,1
 32332,0,1,1,0
 32333,1,0,1,1
 32334,0,0,0,0
 32335,0,0,1,1
 32336,1,0,1,0
 32337,1,0,1,0
 32338,1,0,0,0
 32339,1,1,0,0
 32340,0,0,0,1
 32341,0,0,0,1
 32342,1,0,0,1
 32343,1,1,0,0
 32344,1,0,0,0
 32345,0,0,1,0
 32346,0,1,1,0
 32347,0,1,1,0
 32348,1,0,1,1
 32349,1,1,1,0
 32350,0,1,0,0
 32351,0,0,0,1
 32352,0,1,1,1
 32353,0,0,0,1
 32354,0,0,1,0
 32355,0,0,0,1
 32356,1,1,0,0
 32357,1,0,1,1
 32358,0,0,0,1
 32359,0,1,1,0
 32360,0,1,1,0
 32361,0,1,1,0
 32362,1,0,0,0
 32363,0,0,1,1
 32364,0,0,1,1
 32365,1,0,1,0
 32366,1,0,1,1
 32367,0,1,1,1
 32368,1,1,1,0
 32369,0,1,1,0
 32370,1,1,0,0
 32371,1,1,1,1
 32372,1,0,0,1
 32373,0,0,0,0
 32374,0,1,1,0
 32375,1,0,1,1
 32376,0,0,1,1
 32377,1,0,1,0
 32378,0,0,0,1
 32379,0,1,0,0
 32380,0,1,1,1
 32381,0,0,0,1
 32382,0,1,0,1
 32383,0,0,1,0
 32384,0,0,0,1
 32385,0,1,0,1
 32386,0,0,0,1
 32387,0,1,0,1
 32388,0,1,1,1
 32389,0,1,1,1
 32390,1,0,0,1
 32391,0,0,1,0
 32392,1,0,0,0
 32393,1,0,1,0
 32394,1,1,0,1
 32395,1,1,0,1
 32396,0,0,1,0
 32397,0,0,1,1
 32398,0,1,1,0
 32399,1,1,1,0
 32400,0,0,0,1
 32401,1,0,0,1
 32402,1,1,0,0
 32403,1,1,0,0
 32404,0,1,1,0
 32405,1,0,0,0
 32406,1,0,1,1
 32407,1,1,1,0
 32408,0,1,1,1
 32409,1,0,0,1
 32410,1,1,0,0
 32411,1,0,0,0
 32412,1,1,0,1
 32413,0,0,0,0
 32414,0,1,1,0
 32415,1,0,0,1
 32416,0,1,0,1
 32417,0,0,1,0
 32418,1,1,0,0
 32419,1,1,0,1
 32420,1,1,0,0
 32421,1,1,1,1
 32422,0,1,0,0
 32423,1,0,1,1
 32424,0,0,0,1
 32425,1,1,0,1
 32426,0,1,1,1
 32427,0,0,1,0
 32428,0,0,0,1
 32429,0,0,1,0
 32430,0,0,1,0
 32431,1,1,0,0
 32432,0,0,0,0
 32433,0,0,1,0
 32434,0,1,1,1
 32435,0,1,1,0
 32436,1,0,0,0
 32437,0,1,1,0
 32438,0,0,1,1
 32439,1,1,1,0
 32440,1,1,1,1
 32441,0,1,1,1
 32442,1,0,0,0
 32443,1,0,0,0
 32444,0,0,0,0
 32445,0,0,0,0
 32446,0,0,0,1
 32447,0,0,1,0
 32448,0,1,0,0
 32449,1,1,0,1
 32450,1,0,0,1
 32451,1,0,0,0
 32452,1,0,1,0
 32453,1,0,1,1
 32454,1,1,0,0
 32455,1,0,1,0
 32456,0,0,0,0
 32457,1,0,0,1
 32458,0,1,0,0
 32459,0,1,0,0
 32460,0,1,0,0
 32461,0,0,0,1
 32462,0,0,1,1
 32463,1,0,0,1
 32464,0,1,0,0
 32465,1,1,0,1
 32466,0,1,0,1
 32467,0,0,0,0
 32468,0,1,1,1
 32469,0,1,0,1
 32470,0,1,1,0
 32471,0,1,0,0
 32472,1,0,1,0
 32473,0,0,0,0
 32474,1,0,1,0
 32475,0,1,1,1
 32476,1,1,0,0
 32477,0,1,1,1
 32478,1,1,0,1
 32479,1,1,1,1
 32480,0,1,1,1
 32481,0,0,0,0
 32482,1,0,1,1
 32483,1,0,1,0
 32484,1,1,0,1
 32485,0,1,1,1
 32486,0,1,0,0
 32487,1,1,1,1
 32488,0,1,0,1
 32489,0,0,0,0
 32490,0,0,1,1
 32491,1,1,1,1
 32492,0,0,0,1
 32493,1,0,0,0
 32494,1,1,0,1
 32495,0,0,0,1
 32496,0,1,1,0
 32497,0,0,1,0
 32498,0,0,1,0
 32499,1,1,0,0
 32500,1,0,0,1
 32501,1,0,0,0
 32502,1,1,0,1
 32503,1,0,1,0
 32504,0,1,1,0
 32505,0,1,1,0
 32506,1,1,1,0
 32507,1,1,0,0
 32508,0,1,1,0
 32509,0,1,1,1
 32510,1,1,1,0
 32511,0,0,0,1
 32512,1,1,1,0
 32513,0,1,1,0
 32514,0,1,1,0
 32515,1,1,1,1
 32516,0,0,1,0
 32517,0,1,0,0
 32518,1,0,1,0
 32519,1,1,0,0
 32520,0,0,0,1
 32521,1,0,1,0
 32522,1,0,0,0
 32523,0,1,1,1
 32524,0,0,0,1
 32525,0,1,1,1
 32526,0,1,1,0
 32527,1,1,1,0
 32528,1,0,0,1
 32529,0,0,1,0
 32530,1,1,0,1
 32531,1,0,1,0
 32532,1,0,1,1
 32533,0,0,1,0
 32534,0,0,0,0
 32535,1,1,0,1
 32536,1,0,1,1
 32537,0,1,1,1
 32538,1,1,0,1
 32539,0,0,1,1
 32540,0,0,0,0
 32541,0,1,0,1
 32542,0,0,0,1
 32543,1,0,0,0
 32544,1,1,1,1
 32545,0,1,0,0
 32546,0,0,0,0
 32547,1,1,1,0
 32548,1,1,0,1
 32549,0,1,1,0
 32550,0,0,1,0
 32551,0,0,0,0
 32552,0,0,1,1
 32553,1,0,0,0
 32554,0,1,1,1
 32555,1,0,1,1
 32556,0,0,0,0
 32557,0,1,0,0
 32558,1,1,0,0
 32559,0,0,0,0
 32560,0,1,1,0
 32561,1,0,1,0
 32562,0,0,1,0
 32563,1,0,0,0
 32564,0,1,1,1
 32565,0,0,0,1
 32566,1,1,0,0
 32567,1,0,0,1
 32568,0,0,1,1
 32569,1,0,0,1
 32570,0,0,1,1
 32571,0,1,0,0
 32572,0,1,1,1
 32573,0,1,0,0
 32574,1,0,1,0
 32575,0,0,1,1
 32576,0,1,0,0
 32577,1,1,0,0
 32578,0,0,1,1
 32579,1,1,1,1
 32580,1,1,1,0
 32581,0,0,1,1
 32582,0,0,0,1
 32583,0,0,0,1
 32584,0,0,0,1
 32585,0,0,0,1
 32586,1,1,0,0
 32587,1,0,1,1
 32588,1,1,0,1
 32589,0,0,0,0
 32590,1,0,0,1
 32591,0,0,1,0
 32592,0,1,1,0
 32593,1,1,0,0
 32594,0,1,0,1
 32595,1,0,0,1
 32596,0,1,0,1
 32597,1,0,1,1
 32598,1,0,1,0
 32599,1,0,0,0
 32600,0,0,1,1
 32601,1,0,0,0
 32602,1,0,1,0
 32603,1,1,1,0
 32604,1,0,1,1
 32605,1,0,1,0
 32606,1,1,1,1
 32607,1,0,1,1
 32608,0,0,1,0
 32609,0,0,1,1
 32610,1,1,0,0
 32611,1,0,0,1
 32612,1,1,0,1
 32613,0,1,1,1
 32614,0,0,0,1
 32615,1,0,0,0
 32616,0,0,0,1
 32617,0,1,0,0
 32618,0,0,1,0
 32619,0,1,1,0
 32620,0,1,1,0
 32621,1,0,0,1
 32622,0,0,1,1
 32623,1,0,1,1
 32624,1,1,1,0
 32625,1,1,1,0
 32626,0,0,0,1
 32627,1,0,0,0
 32628,0,0,0,1
 32629,1,0,1,0
 32630,1,1,1,1
 32631,1,0,0,0
 32632,1,1,1,1
 32633,1,0,0,1
 32634,1,0,1,1
 32635,1,0,1,0
 32636,0,0,1,1
 32637,0,1,0,0
 32638,0,1,1,1
 32639,1,1,1,1
 32640,1,1,0,0
 32641,0,1,1,1
 32642,1,1,1,0
 32643,0,1,1,1
 32644,0,1,0,0
 32645,1,0,1,0
 32646,0,1,0,1
 32647,0,0,0,0
 32648,1,1,0,0
 32649,1,0,0,0
 32650,0,1,1,0
 32651,0,1,1,1
 32652,1,0,0,1
 32653,1,1,0,1
 32654,1,0,1,0
 32655,0,0,1,1
 32656,0,0,1,0
 32657,0,1,0,1
 32658,1,0,1,0
 32659,1,0,1,0
 32660,0,0,1,1
 32661,1,0,1,1
 32662,1,0,0,0
 32663,0,0,1,0
 32664,1,1,1,1
 32665,1,1,1,1
 32666,1,0,1,0
 32667,0,0,0,0
 32668,1,0,1,1
 32669,0,0,1,0
 32670,0,0,1,1
 32671,0,1,1,1
 32672,1,1,1,0
 32673,0,1,1,0
 32674,0,1,1,1
 32675,1,1,0,1
 32676,0,0,1,1
 32677,0,0,0,0
 32678,1,0,1,0
 32679,0,0,0,1
 32680,0,1,0,0
 32681,0,1,1,0
 32682,1,0,1,1
 32683,1,0,0,1
 32684,1,0,1,1
 32685,0,0,0,0
 32686,1,0,1,0
 32687,0,0,0,0
 32688,0,1,0,0
 32689,0,0,0,0
 32690,1,0,0,1
 32691,1,1,0,1
 32692,0,1,1,0
 32693,1,0,1,1
 32694,1,1,0,0
 32695,0,1,1,0
 32696,0,0,0,0
 32697,1,1,1,1
 32698,1,0,0,1
 32699,0,0,0,1
 32700,0,1,1,0
 32701,1,1,1,0
 32702,0,0,0,0
 32703,0,1,0,1
 32704,0,1,0,0
 32705,1,1,0,0
 32706,0,0,1,1
 32707,0,1,1,1
 32708,0,0,0,1
 32709,0,0,0,1
 32710,1,1,0,0
 32711,1,1,1,1
 32712,0,0,0,0
 32713,0,1,0,0
 32714,1,0,0,0
 32715,0,0,0,0
 32716,0,1,0,1
 32717,1,0,0,0
 32718,1,1,1,1
 32719,1,1,0,0
 32720,1,0,0,1
 32721,1,1,0,0
 32722,1,1,1,1
 32723,1,1,0,1
 32724,0,0,0,0
 32725,0,0,1,1
 32726,1,1,1,1
 32727,1,0,1,1
 32728,1,0,0,0
 32729,1,1,0,1
 32730,1,0,0,1
 32731,1,0,0,0
 32732,0,1,0,0
 32733,1,0,1,1
 32734,1,0,1,1
 32735,1,1,1,1
 32736,0,0,1,1
 32737,0,0,0,0
 32738,1,0,0,1
 32739,0,0,1,1
 32740,1,1,1,0
 32741,1,0,1,0
 32742,1,1,1,0
 32743,0,1,1,0
 32744,0,1,1,0
 32745,1,1,0,0
 32746,0,1,1,1
 32747,1,0,0,0
 32748,0,1,1,1
 32749,1,0,0,1
 32750,1,0,1,1
 32751,0,0,0,0
 32752,0,0,0,0
 32753,0,0,1,1
 32754,0,0,0,0
 32755,1,1,0,0
 32756,1,1,1,1
