IDOPERADOR, GANANCIA 
 21651,255576956
 21652,59349426
 21653,530298061
 21654,424308555
 21655,275216015
 21656,97437653
 21657,432104428
 21658,239373240
 21659,17114522
 21660,157648780
 21661,524332869
 21662,250619239
 21663,89390011
 21664,415514650
 21665,136712284
 21666,272667523
 21667,533811809
 21668,332502664
 21669,457284607
 21670,85457645
 21671,159464190
 21672,518586234
 21673,128833055
 21674,248872592
 21675,528368693
 21676,263244481
 21677,321854593
 21678,437867605
 21679,398834798
 21680,89297849
 21681,89720052
 21682,318562588
 21683,331874190
 21684,66850601
 21685,507839729
 21686,558104818
 21687,128929816
 21688,340550435
 21689,109857653
 21690,223767293
 21691,186771951
 21692,272110896
 21693,327520954
 21694,308014363
 21695,329809996
 21696,13258907
 21697,6312650
 21698,31488528
 21699,514881947
 21700,238635233
 21701,345292850
 21702,495744978
 21703,418129192
 21704,36800160
 21705,32168240
 21706,59098178
 21707,553435449
 21708,233901077
 21709,130720146
 21710,68667750
 21711,429573284
 21712,43733517
 21713,138180465
 21714,314749346
 21715,329213531
 21716,211334992
 21717,333324620
 21718,239391864
 21719,495125845
 21720,82536946
 21721,458532053
 21722,283686285
 21723,57872024
 21724,48962600
 21725,514983218
 21726,167723616
 21727,528727188
 21728,474328781
 21729,362844870
 21730,290239126
 21731,501147208
 21732,166355359
 21733,64926577
 21734,56726098
 21735,7726747
 21736,321092368
 21737,420052903
 21738,60926976
 21739,352936583
 21740,515519172
 21741,80661280
 21742,290491396
 21743,351220578
 21744,369613713
 21745,166547684
 21746,56755006
 21747,406142796
 21748,470645859
 21749,247420324
 21750,318493691
 21751,50185759
 21752,470913736
 21753,222383242
 21754,178798490
 21755,406747666
 21756,180718492
 21757,478816697
 21758,58602971
 21759,93225095
 21760,136328863
 21761,468235091
 21762,135699660
 21763,207478756
 21764,16840799
 21765,486930611
 21766,388999430
 21767,456666163
 21768,416022732
 21769,288239589
 21770,517590252
 21771,471735662
 21772,32913996
 21773,397934698
 21774,40320210
 21775,452357050
 21776,516499091
 21777,257882300
 21778,475053189
 21779,117246199
 21780,436423560
 21781,468859290
 21782,93261527
 21783,423701117
 21784,316683077
 21785,469736756
 21786,409014842
 21787,353114654
 21788,467423315
 21789,412428024
 21790,95160774
 21791,331098183
 21792,549605698
 21793,303016376
 21794,424573690
 21795,415668661
 21796,425360348
 21797,507355524
 21798,514126891
 21799,84045233
 21800,467049863
 21801,4790662
 21802,104283017
 21803,495202479
 21804,2566079
 21805,330576283
 21806,276150350
 21807,309617659
 21808,150888652
 21809,131004230
 21810,558490173
 21811,107962918
 21812,120492531
 21813,492524806
 21814,215522726
 21815,263347976
 21816,6434481
 21817,503096327
 21818,79717561
 21819,278796190
 21820,205159392
 21821,68285508
 21822,320156870
 21823,179528083
 21824,528915371
 21825,267618833
 21826,420161282
 21827,544653576
 21828,166084359
 21829,381209797
 21830,211218730
 21831,305317556
 21832,98094632
 21833,300112169
 21834,323113810
 21835,516107173
 21836,80879914
 21837,154424903
 21838,545042235
 21839,34915850
 21840,17173796
 21841,241320500
 21842,553448693
 21843,245515041
 21844,122228315
 21845,30823112
 21846,450014836
 21847,487620385
 21848,165153670
 21849,136198462
 21850,210256954
 21851,3124018
 21852,376933137
 21853,10289661
 21854,112288413
 21855,348037528
 21856,230517656
 21857,148490477
 21858,352508208
 21859,382418739
 21860,524954350
 21861,547649495
 21862,427329006
 21863,405551733
 21864,496559573
 21865,326687765
 21866,114258536
 21867,104520635
 21868,214854489
 21869,29305846
 21870,113561221
 21871,310308880
 21872,457407930
 21873,465617009
 21874,58148294
 21875,303485606
 21876,218568024
 21877,199130085
 21878,206213936
 21879,330596587
 21880,164434056
 21881,255242099
 21882,433028587
 21883,29100901
 21884,13079411
 21885,268738269
 21886,534702544
 21887,463945886
 21888,95424340
 21889,466294894
 21890,477457014
 21891,408965507
 21892,456504866
 21893,521022973
 21894,162925178
 21895,251646677
 21896,63215232
 21897,44181497
 21898,455957299
 21899,180723749
 21900,375136713
 21901,421961996
 21902,297786365
 21903,381928985
 21904,336307649
 21905,200200803
 21906,465188653
 21907,281365148
 21908,248608659
 21909,107573562
 21910,147646141
 21911,208749412
 21912,285896846
 21913,29404104
 21914,457181577
 21915,156352645
 21916,19472464
 21917,133449716
 21918,503380353
 21919,18658835
 21920,368925623
 21921,55119066
 21922,149460893
 21923,477289789
 21924,324839004
 21925,448968356
 21926,47506900
 21927,181234182
 21928,157196167
 21929,435556210
 21930,235788424
 21931,132572846
 21932,478476881
 21933,424834380
 21934,314091630
 21935,533680731
 21936,483264805
 21937,13579625
 21938,72452836
 21939,505024825
 21940,467609200
 21941,537074227
 21942,3190238
 21943,464357907
 21944,189397169
 21945,332308722
 21946,65352763
 21947,419672557
 21948,257122230
 21949,302626478
 21950,166575885
 21951,340705808
 21952,535310622
 21953,21469362
 21954,462724312
 21955,43467050
 21956,404228950
 21957,237654930
 21958,292020138
 21959,250299807
 21960,21492080
 21961,57907482
 21962,85219044
 21963,244182064
 21964,10538545
 21965,496960114
 21966,374543306
 21967,86291891
 21968,366126781
 21969,261650194
 21970,123018779
 21971,214038719
 21972,549201723
 21973,10622697
 21974,235575997
 21975,411975069
 21976,375297924
 21977,48485963
 21978,10697539
 21979,112678078
 21980,245003617
 21981,127869052
 21982,354768021
 21983,415389862
 21984,129496152
 21985,130378938
 21986,64834551
 21987,1382986
 21988,39901075
 21989,144946874
 21990,182078737
 21991,376597951
 21992,405433117
 21993,239728785
 21994,231924506
 21995,81737607
 21996,276181428
 21997,89811244
 21998,370572874
 21999,360273714
 22000,216638772
 22001,444260814
 22002,379083032
 22003,215172743
 22004,393972013
 22005,67095667
 22006,115180800
 22007,476346963
 22008,456403421
 22009,447961682
 22010,241506296
 22011,234347549
 22012,251374599
 22013,511787917
 22014,530059167
 22015,39048573
 22016,395131122
 22017,413524129
 22018,503517858
 22019,43813829
 22020,18382199
 22021,197391080
 22022,399511078
 22023,23099755
 22024,120780861
 22025,366466945
 22026,174945876
 22027,114762396
 22028,234706266
 22029,529442390
 22030,395140332
 22031,552587935
 22032,43791481
 22033,285331197
 22034,175125404
 22035,406197713
 22036,244483926
 22037,55811267
 22038,316542285
 22039,76172878
 22040,139657952
 22041,196911931
 22042,495512640
 22043,144109933
 22044,182727696
 22045,377522192
 22046,111538365
 22047,147014651
 22048,131737845
 22049,184759048
 22050,480153508
 22051,221213194
 22052,70282231
 22053,415278155
 22054,41243045
 22055,328659845
 22056,281329477
 22057,126785099
 22058,475036017
 22059,429092123
 22060,495308066
 22061,325558608
 22062,420043618
 22063,415022178
 22064,248810673
 22065,283976701
 22066,233547652
 22067,158095168
 22068,536196519
 22069,411873629
 22070,13944205
 22071,209699730
 22072,269482584
 22073,355200405
 22074,304400291
 22075,246331174
 22076,38441609
 22077,39029467
 22078,27846271
 22079,218805588
 22080,262031946
 22081,543847324
 22082,516210514
 22083,235883981
 22084,224399803
 22085,521885977
 22086,211193246
 22087,222599996
 22088,500672699
 22089,144964721
 22090,188904574
 22091,62579657
 22092,227850116
 22093,165649979
 22094,366507043
 22095,425312108
 22096,373965478
 22097,3164402
 22098,267399732
 22099,500327828
 22100,255780086
 22101,239236975
 22102,261617337
 22103,144984545
 22104,166906379
 22105,512906114
 22106,508971678
 22107,116910939
 22108,2918388
 22109,206240202
 22110,312964573
 22111,291465859
 22112,207976705
 22113,150405582
 22114,404609825
 22115,90544730
 22116,346903616
 22117,60526022
 22118,415888953
 22119,298558884
 22120,262915610
 22121,35919798
 22122,301675396
 22123,255115436
 22124,336012752
 22125,385789995
 22126,446430602
 22127,532831788
 22128,68896567
 22129,282178940
 22130,279438542
 22131,540812957
 22132,244976921
 22133,201189055
 22134,228537466
 22135,303283807
 22136,420434893
 22137,276848133
 22138,87714332
 22139,119036308
 22140,536699268
 22141,452347328
 22142,140883990
 22143,331193762
 22144,292694766
 22145,149083158
 22146,444695232
 22147,237291255
 22148,412410764
 22149,545236846
 22150,547248181
 22151,444725550
 22152,511956868
 22153,537876475
 22154,210228323
 22155,128218060
 22156,62780399
 22157,290190944
 22158,120864830
 22159,432279173
 22160,356195522
 22161,190377302
 22162,266278386
 22163,298526180
 22164,244788968
 22165,148295487
 22166,50783171
 22167,344387667
 22168,289000009
 22169,192933519
 22170,213626027
 22171,532268646
 22172,95057881
 22173,315810342
 22174,301188681
 22175,428030193
 22176,9545651
 22177,5760060
 22178,388231412
 22179,436979646
 22180,518312435
 22181,390928682
 22182,216696483
 22183,341488867
 22184,9036141
 22185,327713231
 22186,377569507
 22187,109366213
 22188,57024647
 22189,346522030
 22190,184022025
 22191,324112027
 22192,445006104
 22193,124495840
 22194,403100908
 22195,322622767
 22196,404479953
 22197,393755469
 22198,282969992
 22199,182440703
 22200,382914632
 22201,198113778
 22202,484355792
 22203,66054958
 22204,17771229
 22205,342888871
 22206,220039873
 22207,319143014
 22208,546505555
 22209,434209924
 22210,454329828
 22211,231603296
 22212,325906562
 22213,507006140
 22214,291989675
 22215,32695192
 22216,142514019
 22217,392710543
 22218,251376429
 22219,192390375
 22220,83350473
 22221,186881825
 22222,11672869
 22223,267911510
 22224,74255528
 22225,226403812
 22226,431566392
 22227,528470948
 22228,336229423
 22229,72982007
 22230,427166184
 22231,232844556
 22232,91344380
 22233,455529167
 22234,304215431
 22235,512367833
 22236,215234970
 22237,471460090
 22238,431144279
 22239,246164323
 22240,272112317
 22241,384209267
 22242,530771062
 22243,269978836
 22244,136033270
 22245,401866170
 22246,143006682
 22247,116271925
 22248,66422155
 22249,69387819
 22250,121785753
 22251,223125048
 22252,254129448
 22253,557024457
 22254,215967610
 22255,502923059
 22256,502739114
 22257,533767558
 22258,452805362
 22259,112978033
 22260,106702567
 22261,526119642
 22262,155479466
 22263,476734742
 22264,369278660
 22265,438555660
 22266,61468335
 22267,495750061
 22268,54860684
 22269,371365806
 22270,235923733
 22271,330279449
 22272,481954096
 22273,390016586
 22274,303769707
 22275,495497000
 22276,383157849
 22277,73093586
 22278,275680402
 22279,23342402
 22280,164167957
 22281,413613206
 22282,126266803
 22283,35921360
 22284,491389255
 22285,173262586
 22286,413954827
 22287,549630857
 22288,456486251
 22289,421680167
 22290,430442514
 22291,325025541
 22292,63196926
 22293,10872930
 22294,152806095
 22295,475032614
 22296,45684889
 22297,521694832
 22298,237783740
 22299,301301165
 22300,321610471
 22301,179937743
 22302,79694381
 22303,65511769
 22304,453678965
 22305,199276070
 22306,458307754
 22307,337269021
 22308,181852946
 22309,484379106
 22310,320168199
 22311,33368456
 22312,99150040
 22313,151135704
 22314,391058412
 22315,400638916
 22316,540084178
 22317,280844298
 22318,80562268
 22319,276461176
 22320,65052303
 22321,447933866
 22322,441272612
 22323,179926263
 22324,97912673
 22325,550615542
 22326,362201398
 22327,496887711
 22328,204359661
 22329,220500337
 22330,215362558
 22331,485383931
 22332,65933996
 22333,474047376
 22334,263069821
 22335,67622187
 22336,303485400
 22337,10870537
 22338,339693050
 22339,307270518
 22340,448913172
 22341,85378780
 22342,44952341
 22343,167397952
 22344,370301495
 22345,231619673
 22346,456785287
 22347,233476644
 22348,428866076
 22349,287348854
 22350,77400729
 22351,5389316
 22352,518618055
 22353,180226348
 22354,438209369
 22355,241088666
 22356,245159382
 22357,373678058
 22358,345729176
 22359,388770945
 22360,102172877
 22361,378540392
 22362,310252398
 22363,515614224
 22364,111042947
 22365,549405745
 22366,139422835
 22367,423543799
 22368,373468108
 22369,547636852
 22370,522945465
 22371,281705440
 22372,414894928
 22373,230763685
 22374,245111596
 22375,122377565
 22376,304058062
 22377,278386794
 22378,514502184
 22379,297950677
 22380,380323586
 22381,550835058
 22382,419733486
 22383,409763401
 22384,76056370
 22385,114434981
 22386,297397569
 22387,257204669
 22388,64823402
 22389,300016617
 22390,355769841
 22391,105472097
 22392,302806764
 22393,111133265
 22394,434816784
 22395,73829144
 22396,105727321
 22397,427154074
 22398,15203120
 22399,385117472
 22400,374496153
 22401,421290185
 22402,427586236
 22403,385864087
 22404,360991346
 22405,118196636
 22406,63527894
 22407,27747819
 22408,376695627
 22409,363141759
 22410,106875130
 22411,389330829
 22412,75563224
 22413,84271306
 22414,109675025
 22415,241435069
 22416,239363021
 22417,405187080
 22418,277449789
 22419,148392854
 22420,256491477
 22421,355772230
 22422,424819785
 22423,83529400
 22424,279558986
 22425,439384221
 22426,536181663
 22427,72273336
 22428,67517194
 22429,168387516
 22430,135696894
 22431,165246532
 22432,464536450
 22433,533401840
 22434,40103096
 22435,384972937
 22436,386062461
 22437,246368811
 22438,155009745
 22439,399440513
 22440,129568701
 22441,448493496
 22442,539299731
 22443,214429656
 22444,539095310
 22445,351350016
 22446,551263597
 22447,227822965
 22448,27603457
 22449,396399788
 22450,167277169
 22451,196748133
 22452,468744978
 22453,16242639
 22454,218882401
 22455,208778356
 22456,394158830
 22457,447578431
 22458,404949989
 22459,51185346
 22460,474441166
 22461,195721052
 22462,54364856
 22463,148741324
 22464,44255507
 22465,58456992
 22466,396472310
 22467,337753924
 22468,106409807
 22469,304189074
 22470,445509889
 22471,499980733
 22472,34878963
 22473,446671804
 22474,539396001
 22475,168653260
 22476,444345437
 22477,128343562
 22478,353424545
 22479,171041933
 22480,405541859
 22481,545093462
 22482,373558215
 22483,172551774
 22484,108670243
 22485,250564254
 22486,516237050
 22487,244004847
 22488,321290366
 22489,99760332
 22490,232969428
 22491,112438536
 22492,126979335
 22493,38440092
 22494,289914708
 22495,503629790
 22496,524708355
 22497,68283040
 22498,231187236
 22499,362298788
 22500,164357761
 22501,175359096
 22502,168071230
 22503,20135550
 22504,522779197
 22505,352770681
 22506,160181059
 22507,215262241
 22508,550455017
 22509,132545244
 22510,191115790
 22511,498997575
 22512,324142701
 22513,372849336
 22514,276194258
 22515,346143563
 22516,55593713
 22517,204695166
 22518,166767721
 22519,154855316
 22520,122963237
 22521,547144303
 22522,465972183
 22523,527802896
 22524,28062429
 22525,73251490
 22526,20015559
 22527,187606799
 22528,137401746
 22529,426030795
 22530,391681352
 22531,245111460
 22532,404580538
 22533,476092384
 22534,48947504
 22535,523040532
 22536,323419572
 22537,419622484
 22538,531012463
 22539,180143338
 22540,250015186
 22541,280726258
 22542,156840884
 22543,48220802
 22544,87283268
 22545,116187227
 22546,435112488
 22547,94844202
 22548,187811453
 22549,128990665
 22550,6970101
 22551,520644259
 22552,417802801
 22553,86572275
 22554,384389800
 22555,401205263
 22556,270648154
 22557,331662545
 22558,345003799
 22559,478761993
 22560,507384222
 22561,416200100
 22562,345300968
 22563,52779689
 22564,106504334
 22565,379298806
 22566,480342407
 22567,163956808
 22568,266292642
 22569,13143276
 22570,520316277
 22571,555515115
 22572,128069719
 22573,262471953
 22574,534787087
 22575,8064507
 22576,274260409
 22577,408638989
 22578,521776468
 22579,233868347
 22580,518133905
 22581,37406220
 22582,231768270
 22583,155727602
 22584,405065121
 22585,491615101
 22586,330985098
 22587,110166477
 22588,502116841
 22589,195262145
 22590,276503329
 22591,201186832
 22592,481003239
 22593,289398332
 22594,154754880
 22595,86854054
 22596,210906667
 22597,193371838
 22598,309455957
 22599,268172898
 22600,522853696
 22601,114026756
 22602,125460606
 22603,111499350
 22604,468693379
 22605,396209838
 22606,25301656
 22607,30084558
 22608,487041063
 22609,526500698
 22610,513905830
 22611,525538831
 22612,317877783
 22613,75437233
 22614,465361254
 22615,343602515
 22616,154469499
 22617,195278264
 22618,541695017
 22619,170941036
 22620,146812172
 22621,357877777
 22622,264487404
 22623,384349129
 22624,326301130
 22625,96173887
 22626,303733824
 22627,143394158
 22628,477504855
 22629,232557465
 22630,221614190
 22631,326327309
 22632,100205638
 22633,525459901
 22634,170847351
 22635,512840969
 22636,351275353
 22637,558926656
 22638,459329694
 22639,501325109
 22640,189826848
 22641,260784313
 22642,549330371
 22643,162771009
 22644,489677688
 22645,195958301
 22646,168368147
 22647,390967119
 22648,200848895
 22649,436968605
 22650,49269240
 22651,318095584
 22652,160864919
 22653,139822207
 22654,250234160
 22655,478488878
 22656,449658185
 22657,21897370
 22658,376096096
 22659,229624128
 22660,25149302
 22661,468967280
 22662,97665979
 22663,219104436
 22664,273519878
 22665,146290970
 22666,487697817
 22667,44671365
 22668,331065209
 22669,207153216
 22670,337291776
 22671,291397831
 22672,407976161
 22673,110552688
 22674,523965763
 22675,337125942
 22676,544934735
 22677,122122696
 22678,139924706
 22679,408936562
 22680,485212583
 22681,358933306
 22682,452632454
 22683,425841313
 22684,469893330
 22685,101080102
 22686,108906552
 22687,548536193
 22688,72566962
 22689,408633693
 22690,490440881
 22691,63348225
 22692,479881734
 22693,307000343
 22694,311774987
 22695,551306545
 22696,44952616
 22697,15651212
 22698,24980475
 22699,136136308
 22700,351109944
 22701,541610287
 22702,443449427
 22703,85498889
 22704,306740880
 22705,68832473
 22706,131641686
 22707,521360628
 22708,267665776
 22709,343966174
 22710,245259076
 22711,443213751
 22712,3876621
 22713,446266590
 22714,455736633
 22715,92338696
 22716,124641392
 22717,450083016
 22718,86503631
 22719,169967004
 22720,300634392
 22721,336956926
 22722,282119787
 22723,140949504
 22724,307155683
 22725,297380150
 22726,310557191
 22727,11643767
 22728,184428813
 22729,289031580
 22730,157057965
 22731,100245265
 22732,300684120
 22733,2746537
 22734,81295710
 22735,515095490
 22736,171344147
 22737,241463185
 22738,203268707
 22739,339663951
 22740,488623847
 22741,534185599
 22742,270608240
 22743,367000501
 22744,348681635
 22745,465337852
 22746,64881742
 22747,83671340
 22748,257388726
 22749,498615005
 22750,319184442
 22751,51162700
 22752,313712712
 22753,400616811
 22754,69984007
 22755,307145860
 22756,387602491
 22757,383096855
 22758,178246638
 22759,265064844
 22760,486842157
 22761,8183190
 22762,390575764
 22763,246882805
 22764,326951148
 22765,257369682
 22766,72042604
 22767,87452511
 22768,14756458
 22769,422978188
 22770,254376497
 22771,508916340
 22772,161665729
 22773,540849250
 22774,139074203
 22775,108394268
 22776,459345465
 22777,345114494
 22778,465704055
 22779,254234604
 22780,331395400
 22781,168916646
 22782,6951838
 22783,304373964
 22784,477277964
 22785,449932180
 22786,504500284
 22787,556808082
 22788,113054252
 22789,534561992
 22790,526256487
 22791,521014777
 22792,535653809
 22793,536390693
 22794,65642495
 22795,499561551
 22796,81693673
 22797,224537279
 22798,271008240
 22799,446422667
 22800,99493908
 22801,515717178
 22802,437702287
 22803,540110590
 22804,139535721
 22805,150822157
 22806,349010192
 22807,101709644
 22808,536810394
 22809,537137118
 22810,493111295
 22811,10682063
 22812,46519671
 22813,341308341
 22814,204666859
 22815,151019958
 22816,416706181
 22817,143436549
 22818,305282254
 22819,200771290
 22820,75180292
 22821,439869479
 22822,404108248
 22823,73825507
 22824,204581499
 22825,162549231
 22826,478527825
 22827,464701914
 22828,437741841
 22829,205990309
 22830,200208569
 22831,456269657
 22832,332630753
 22833,164480670
 22834,211898203
 22835,224068281
 22836,287257982
 22837,59496042
 22838,171502065
 22839,521356376
 22840,5024031
 22841,418131377
 22842,443093873
 22843,547784871
 22844,424316957
 22845,413734269
 22846,27066855
 22847,349684937
 22848,505201338
 22849,135846937
 22850,11174935
 22851,474320073
 22852,142363138
 22853,427428317
 22854,259020916
 22855,88515343
 22856,186800682
 22857,448911642
 22858,278266985
 22859,250195778
 22860,224753938
 22861,380345768
 22862,281494145
 22863,486794614
 22864,237832341
 22865,550967534
 22866,529490691
 22867,109918509
 22868,376330459
 22869,23242093
 22870,6893780
 22871,190553702
 22872,117638017
 22873,11234751
 22874,140225780
 22875,41198014
 22876,265210215
 22877,95877955
 22878,521743452
 22879,452990019
 22880,100415751
 22881,279431898
 22882,19453870
 22883,301180207
 22884,295918171
 22885,556047686
 22886,32855823
 22887,559393084
 22888,474720478
 22889,187550588
 22890,362521113
 22891,200492930
 22892,358784257
 22893,228692066
 22894,316232783
 22895,45557361
 22896,311426156
 22897,4739475
 22898,394961450
 22899,81931444
 22900,493900468
 22901,121353148
 22902,17327335
 22903,266045558
 22904,362051234
 22905,422103047
 22906,446193473
 22907,398178430
 22908,178238943
 22909,31331788
 22910,312751066
 22911,552213379
 22912,120876382
 22913,175027962
 22914,427970992
 22915,348968204
 22916,64103060
 22917,326335756
 22918,98595514
 22919,15938309
 22920,332062534
 22921,400360983
 22922,538436514
 22923,447641741
 22924,378605187
 22925,344508435
 22926,485682143
 22927,147527471
 22928,453447407
 22929,528350557
 22930,274866227
 22931,555803918
 22932,340287780
 22933,387932106
 22934,521397279
 22935,348091460
 22936,92363183
 22937,14890326
 22938,203296930
 22939,430652524
 22940,379235305
 22941,379788526
 22942,502916317
 22943,542597277
 22944,14398732
 22945,555868813
 22946,325896711
 22947,379771383
 22948,339554505
 22949,532117908
 22950,542883661
 22951,325017636
 22952,370847722
 22953,150746865
 22954,105485327
 22955,410889757
 22956,536348130
 22957,171555962
 22958,185182000
 22959,553102099
 22960,125380689
 22961,170215297
 22962,327922068
 22963,274416529
 22964,271749363
 22965,31239000
 22966,52660632
 22967,34380742
 22968,554364996
 22969,290264607
 22970,356584230
 22971,194222733
 22972,237858734
 22973,240727614
 22974,527737164
 22975,354782090
 22976,158714822
 22977,121022088
 22978,84196219
 22979,464692128
 22980,181154765
 22981,64900276
 22982,270548585
 22983,223872349
 22984,28428197
 22985,112757687
 22986,90803352
 22987,105008786
 22988,138213067
 22989,425334586
 22990,206064432
 22991,175964238
 22992,75265694
 22993,72343137
 22994,526033486
 22995,359842682
 22996,305512720
 22997,144263191
 22998,6328594
 22999,457590534
 23000,19683899
 23001,129269071
 23002,172419192
 23003,317812443
 23004,85891067
 23005,286172176
 23006,249412106
 23007,19287469
 23008,301342969
 23009,192886314
 23010,326096877
 23011,284014044
 23012,92925912
 23013,219873211
 23014,463648988
 23015,354369780
 23016,17423755
 23017,54903266
 23018,430546928
 23019,107067233
 23020,124768262
 23021,87165766
 23022,146970710
 23023,115678448
 23024,278919098
 23025,290954706
 23026,302431072
 23027,419325739
 23028,538983207
 23029,340784865
 23030,77508013
 23031,195262023
 23032,98960019
 23033,481225618
 23034,183345450
 23035,527855635
 23036,445427451
 23037,553562236
 23038,76469577
 23039,14056380
 23040,470880144
 23041,166767402
 23042,63256771
 23043,147296300
 23044,90412980
 23045,95225791
 23046,459181170
 23047,435594920
 23048,96325450
 23049,301402610
 23050,357703960
 23051,352576398
 23052,390512945
 23053,284417967
 23054,401609374
 23055,391376971
 23056,239300026
 23057,382843209
 23058,106137633
 23059,473646571
 23060,558863244
 23061,285643593
 23062,235299735
 23063,135197489
 23064,358766759
 23065,491176953
 23066,426059258
 23067,338578984
 23068,481018515
 23069,328395551
 23070,226515028
 23071,522585482
 23072,77970257
 23073,455012423
 23074,91650929
 23075,432514125
 23076,44352894
 23077,403614256
 23078,86486798
 23079,211548776
 23080,458630106
 23081,533791361
 23082,164627957
 23083,183531528
 23084,73360603
 23085,80677711
 23086,240182946
 23087,409294760
 23088,275196689
 23089,492547362
 23090,197463134
 23091,99528861
 23092,484626676
 23093,233519458
 23094,541555766
 23095,544919517
 23096,384277367
 23097,539532540
 23098,221905596
 23099,252919120
 23100,48118361
 23101,354601823
 23102,97254273
 23103,457962274
 23104,448416987
 23105,305474459
 23106,343493674
 23107,231641394
 23108,536270603
 23109,123019451
 23110,423698643
 23111,56248627
 23112,135557798
 23113,79899114
 23114,485724916
 23115,104887478
 23116,214076552
 23117,332136931
 23118,247224729
 23119,370167611
 23120,306487674
 23121,161159805
 23122,67753113
 23123,358129870
 23124,339507931
 23125,506207778
 23126,322572060
 23127,495591058
 23128,184315834
 23129,327379074
 23130,471730318
 23131,177844263
 23132,515021861
 23133,251861105
 23134,406776441
 23135,282364931
 23136,516379555
 23137,350890564
 23138,374495237
 23139,247079944
 23140,196609922
 23141,502067385
 23142,393037844
 23143,79020048
 23144,428465781
 23145,223465513
 23146,376249225
 23147,190157699
 23148,194547866
 23149,366013394
 23150,63894980
 23151,344238470
 23152,539456543
 23153,224215320
 23154,357158791
 23155,332090445
 23156,27770197
 23157,82575815
 23158,210608362
 23159,154608726
 23160,8227155
 23161,464936284
 23162,151664054
 23163,395196555
 23164,494194337
 23165,120717580
 23166,301795214
 23167,548692297
 23168,381661058
 23169,41675478
 23170,278926714
 23171,145866038
 23172,489160232
 23173,149640097
 23174,429690217
 23175,421258556
 23176,141029295
 23177,541775707
 23178,514423907
 23179,490942989
 23180,515397414
 23181,214766492
 23182,488654428
 23183,432745387
 23184,156060096
 23185,153042266
 23186,444837042
 23187,222657864
 23188,312261086
 23189,175990412
 23190,402464769
 23191,518738484
 23192,269954084
 23193,336725265
 23194,223411632
 23195,120724422
 23196,199268498
 23197,163650050
 23198,106314184
 23199,460415223
 23200,121997008
 23201,510174108
 23202,403385096
 23203,168968988
 23204,541108467
 23205,411592863
 23206,71552917
 23207,184451820
 23208,119566331
 23209,322553124
 23210,97514052
 23211,301947435
 23212,116243607
 23213,416899936
 23214,36607735
 23215,96255445
 23216,388074772
 23217,328536006
 23218,157119729
 23219,489993432
 23220,146726892
 23221,97342521
 23222,548913780
 23223,465416204
 23224,504868254
 23225,15580234
 23226,89171468
 23227,238109790
 23228,346295613
 23229,105976505
 23230,307776870
 23231,338052913
 23232,204624137
 23233,124792409
 23234,270114279
 23235,128595331
 23236,547393
 23237,229178023
 23238,29436910
 23239,292774457
 23240,269088642
 23241,167526628
 23242,241898067
 23243,341711200
 23244,505579934
 23245,24377816
 23246,193281557
 23247,191698546
 23248,283727680
 23249,364155826
 23250,486459503
 23251,386844474
 23252,424046892
 23253,426709416
 23254,155416334
 23255,457172539
 23256,148453475
 23257,542217267
 23258,179624985
 23259,388352808
 23260,109603456
 23261,92066145
 23262,196078789
 23263,167445590
 23264,1173131
 23265,536216355
 23266,107412680
 23267,395287836
 23268,427394954
 23269,52269805
 23270,65991704
 23271,181362188
 23272,280121077
 23273,248422577
 23274,109422961
 23275,121952143
 23276,371105101
 23277,20322145
 23278,514536743
 23279,387868126
 23280,453791612
 23281,167005470
 23282,345722306
 23283,182301701
 23284,65659447
 23285,450800455
 23286,535852622
 23287,400442516
 23288,479054163
 23289,58339535
 23290,115340241
 23291,297412574
 23292,512772526
 23293,23317925
 23294,162467868
 23295,418442889
 23296,62531319
 23297,424077199
 23298,246503730
 23299,105983056
 23300,295419170
 23301,91311820
 23302,41724923
 23303,53191858
 23304,492320991
 23305,191157401
 23306,447896401
 23307,207559679
 23308,363177479
 23309,136201169
 23310,514712374
 23311,40517767
 23312,213688925
 23313,57865351
 23314,391538697
 23315,5149494
 23316,301999200
 23317,195856230
 23318,531075523
 23319,391008912
 23320,117773578
 23321,55342965
 23322,461718020
 23323,354816923
 23324,24021926
 23325,245775880
 23326,455701148
 23327,164526523
 23328,484908269
 23329,490968389
 23330,179108301
 23331,27096679
 23332,472645236
 23333,95057328
 23334,500888388
 23335,467590239
 23336,83440186
 23337,109640999
 23338,93508195
 23339,472818033
 23340,99504334
 23341,531692614
 23342,197813410
 23343,257329317
 23344,319001767
 23345,214650803
 23346,452063255
 23347,276753323
 23348,418665681
 23349,385690408
 23350,212489183
 23351,315386036
 23352,121564296
 23353,181195519
 23354,505272521
 23355,45328080
 23356,375137660
 23357,242377794
 23358,279083653
 23359,398060021
 23360,184673438
 23361,338955906
 23362,197537137
 23363,79002875
 23364,217162976
 23365,166043397
 23366,226992617
 23367,549531554
 23368,139466431
 23369,230126712
 23370,504371562
 23371,500704684
 23372,401730507
 23373,488934077
 23374,77630859
 23375,536175992
 23376,54396846
 23377,349016172
 23378,115095854
 23379,460222346
 23380,189042398
 23381,447483583
 23382,111391233
 23383,380058527
 23384,368546061
 23385,205326833
 23386,293252851
 23387,237515287
 23388,545154622
 23389,224615904
 23390,232072947
 23391,140225247
 23392,497581404
 23393,181015610
 23394,199515663
 23395,39776636
 23396,397417983
 23397,134939648
 23398,223280686
