ID,TIPO,NOMBRE
25755,Miembro comunidad,Panamericana
25756,Empreza vivienda univercitaria,Livin
25757,vecino,SeneK
25758,Miembro comunidad,El sol
25759,Miembro comunidad,Operaciones b
25760,Miembro comunidad,Unal
25761,Miembro comunidad,City U 
25762,Hostal,SisTrans
25763,Hostal,Operaciones b
25764,Hotel,SeneK
25765,Empreza vivienda univercitaria,Tostao
25766,Empreza vivienda univercitaria,Operaciones b
25767,Empreza vivienda univercitaria,SeneK
25768,vecino,Tostao
25769,Miembro comunidad,City U 
25770,Hotel,El Mono
25771,Miembro comunidad,Panamericana
25772,Empreza vivienda univercitaria,Hilton
25773,vecino,Avianca
25774,Hostal,Tostao
25775,Hotel,Hilton
25776,Hotel,Hilton
25777,Miembro comunidad,Uni
25778,Miembro comunidad,Livin
25779,Empreza vivienda univercitaria,El sol
25780,Hostal,Avianca
25781,Hostal,Avianca
25782,vecino,El sol
25783,Hostal,Livin
25784,Hotel,Avianca
25785,Empreza vivienda univercitaria,Livin
25786,Miembro comunidad,SeneK
25787,Miembro comunidad,City U 
25788,Empreza vivienda univercitaria,Panamericana
25789,vecino,Panamericana
25790,Miembro comunidad,Panamericana
25791,Miembro comunidad,Uni
25792,Empreza vivienda univercitaria,Panamericana
25793,Miembro comunidad,SeneK
25794,Hotel,Livin
25795,vecino,SisTrans
25796,vecino,El sol
25797,Hotel,Avianca
25798,Empreza vivienda univercitaria,Panamericana
25799,vecino,Uni
25800,Hostal,Tostao
25801,Hostal,SeneK
25802,Hotel,SeneK
25803,Miembro comunidad,Livin
25804,Empreza vivienda univercitaria,Panamericana
25805,Empreza vivienda univercitaria,Avianca
25806,vecino,Operaciones b
25807,Hostal,Operaciones b
25808,Hotel,City U 
25809,Hotel,Panamericana
25810,Empreza vivienda univercitaria,SisTrans
25811,Hostal,El sol
25812,Hotel,Hilton
25813,Empreza vivienda univercitaria,Avianca
25814,Miembro comunidad,Tostao
25815,Miembro comunidad,SeneK
25816,Miembro comunidad,SisTrans
25817,Hotel,Livin
25818,Miembro comunidad,Tostao
25819,Empreza vivienda univercitaria,Operaciones b
25820,Empreza vivienda univercitaria,Avianca
25821,Hostal,SeneK
25822,Empreza vivienda univercitaria,El sol
25823,Hotel,Uni
25824,Miembro comunidad,Livin
25825,Hotel,Uni
25826,Hostal,Panamericana
25827,Hotel,Hilton
25828,Hotel,Operaciones b
25829,Empreza vivienda univercitaria,Uni
25830,Miembro comunidad,Livin
25831,vecino,Operaciones b
25832,Hotel,Hilton
25833,Hotel,Avianca
25834,Hostal,El sol
25835,Hostal,Operaciones b
25836,Miembro comunidad,City U 
25837,Hotel,Tostao
25838,Empreza vivienda univercitaria,El sol
25839,Empreza vivienda univercitaria,Livin
25840,Hostal,Livin
25841,Miembro comunidad,Unal
25842,vecino,Avianca
25843,Empreza vivienda univercitaria,Livin
25844,Miembro comunidad,Operaciones b
25845,Hostal,El sol
25846,Miembro comunidad,Unal
25847,Miembro comunidad,SisTrans
25848,vecino,Unal
25849,vecino,Operaciones b
25850,vecino,Hilton
25851,Empreza vivienda univercitaria,City U 
25852,Hostal,Uni
25853,Hotel,Panamericana
25854,Empreza vivienda univercitaria,El Mono
25855,Empreza vivienda univercitaria,Tostao
25856,Hostal,SeneK
25857,vecino,Hilton
25858,Hotel,SeneK
25859,vecino,Avianca
25860,Hotel,Operaciones b
25861,vecino,Tostao
25862,Miembro comunidad,El sol
25863,Hotel,SeneK
25864,Miembro comunidad,Unal
25865,Miembro comunidad,Operaciones b
25866,Miembro comunidad,Panamericana
25867,Empreza vivienda univercitaria,Panamericana
25868,Hotel,Panamericana
25869,Miembro comunidad,City U 
25870,Hotel,El Mono
25871,Miembro comunidad,Hilton
25872,vecino,Avianca
25873,Hotel,Uni
25874,Miembro comunidad,SisTrans
25875,Hostal,Livin
25876,Empreza vivienda univercitaria,Panamericana
25877,Miembro comunidad,Uni
25878,Hotel,SisTrans
25879,Miembro comunidad,Avianca
25880,Hotel,Operaciones b
25881,Hostal,Panamericana
25882,Empreza vivienda univercitaria,Panamericana
25883,vecino,El sol
25884,Miembro comunidad,City U 
25885,Hostal,Uni
25886,vecino,Uni
25887,vecino,SeneK
25888,Empreza vivienda univercitaria,Tostao
25889,Empreza vivienda univercitaria,Avianca
25890,Hostal,SisTrans
25891,Hotel,Tostao
25892,vecino,Livin
25893,Miembro comunidad,Operaciones b
25894,vecino,Avianca
25895,vecino,Tostao
25896,Hostal,Avianca
25897,Empreza vivienda univercitaria,City U 
25898,Hostal,City U 
25899,Hostal,Livin
25900,vecino,SeneK
25901,Hotel,Tostao
25902,Empreza vivienda univercitaria,Avianca
25903,Hostal,El sol
25904,Miembro comunidad,Operaciones b
25905,Empreza vivienda univercitaria,El Mono
25906,vecino,SisTrans
25907,vecino,Unal
25908,Empreza vivienda univercitaria,Tostao
25909,Hostal,Avianca
25910,Hotel,El Mono
25911,vecino,Uni
25912,Hotel,El Mono
25913,Hotel,SeneK
25914,Empreza vivienda univercitaria,SisTrans
25915,Hotel,SeneK
25916,Hotel,SeneK
25917,Hotel,El sol
25918,Empreza vivienda univercitaria,El Mono
25919,Hotel,El sol
25920,Hostal,Panamericana
25921,Empreza vivienda univercitaria,Livin
25922,Hostal,Avianca
25923,vecino,SeneK
25924,Hotel,Hilton
25925,Hotel,Hilton
25926,Hostal,Uni
25927,Miembro comunidad,City U 
25928,Hostal,Panamericana
25929,Hostal,Hilton
25930,Empreza vivienda univercitaria,Tostao
25931,Empreza vivienda univercitaria,Hilton
25932,Hostal,Operaciones b
25933,Miembro comunidad,Livin
25934,vecino,Unal
25935,Hostal,Panamericana
25936,Empreza vivienda univercitaria,Tostao
25937,Empreza vivienda univercitaria,Tostao
25938,Miembro comunidad,Operaciones b
25939,Hotel,SisTrans
25940,Hostal,City U 
25941,Empreza vivienda univercitaria,Tostao
25942,Hostal,Livin
25943,Empreza vivienda univercitaria,Operaciones b
25944,Empreza vivienda univercitaria,El sol
25945,Hostal,City U 
25946,Hotel,El sol
25947,vecino,El sol
25948,Hostal,Panamericana
25949,Empreza vivienda univercitaria,SeneK
25950,Empreza vivienda univercitaria,Tostao
25951,Hotel,Tostao
25952,Empreza vivienda univercitaria,City U 
25953,vecino,El Mono
25954,vecino,Unal
25955,Hotel,Hilton
25956,vecino,Tostao
25957,Hotel,Unal
25958,vecino,City U 
25959,Hotel,Panamericana
25960,Hotel,Unal
25961,vecino,Hilton
25962,Empreza vivienda univercitaria,City U 
25963,Empreza vivienda univercitaria,Operaciones b
25964,Hotel,SeneK
25965,Empreza vivienda univercitaria,Tostao
25966,vecino,Panamericana
25967,Hotel,Livin
25968,Empreza vivienda univercitaria,Hilton
25969,Miembro comunidad,El Mono
25970,Hotel,Operaciones b
25971,Hotel,City U 
25972,Miembro comunidad,El Mono
25973,Hotel,SeneK
25974,Miembro comunidad,SisTrans
25975,Hostal,Livin
25976,Hotel,Hilton
25977,Hostal,Uni
25978,vecino,Avianca
25979,vecino,Unal
25980,Miembro comunidad,Avianca
25981,Empreza vivienda univercitaria,El sol
25982,Empreza vivienda univercitaria,Hilton
25983,Hotel,Livin
25984,vecino,City U 
25985,Hostal,Hilton
25986,Miembro comunidad,Uni
25987,Miembro comunidad,Avianca
25988,vecino,Tostao
25989,Miembro comunidad,Uni
25990,Miembro comunidad,Operaciones b
25991,Hostal,Hilton
25992,Empreza vivienda univercitaria,Unal
25993,Hotel,Livin
25994,Empreza vivienda univercitaria,SisTrans
25995,Miembro comunidad,Hilton
25996,vecino,El Mono
25997,Hotel,SisTrans
25998,vecino,SisTrans
25999,Hostal,Livin
26000,vecino,Tostao
26001,vecino,Unal
26002,Hotel,City U 
26003,Empreza vivienda univercitaria,City U 
26004,vecino,Operaciones b
26005,Miembro comunidad,SisTrans
26006,Hostal,Panamericana
26007,Hotel,Panamericana
26008,Empreza vivienda univercitaria,El sol
26009,Miembro comunidad,Tostao
26010,Hotel,Hilton
26011,Empreza vivienda univercitaria,SisTrans
26012,Hotel,Uni
26013,vecino,El sol
26014,Hostal,Unal
26015,Hostal,City U 
26016,Hostal,SeneK
26017,Empreza vivienda univercitaria,Avianca
26018,Hotel,Livin
26019,Hotel,Hilton
26020,Hotel,SeneK
26021,Empreza vivienda univercitaria,Operaciones b
26022,Hotel,Tostao
26023,Hotel,City U 
26024,Miembro comunidad,City U 
26025,Miembro comunidad,Operaciones b
26026,Hotel,Tostao
26027,Hotel,El sol
26028,Miembro comunidad,Tostao
26029,Hostal,El sol
26030,vecino,El Mono
26031,Hotel,SisTrans
26032,Hotel,SeneK
26033,Hostal,Unal
26034,vecino,SeneK
26035,Hotel,Livin
26036,Miembro comunidad,City U 
26037,Hotel,Operaciones b
26038,Empreza vivienda univercitaria,SisTrans
26039,vecino,El Mono
26040,Hotel,Unal
26041,vecino,Unal
26042,Hotel,Livin
26043,vecino,Panamericana
26044,Hotel,Unal
26045,Miembro comunidad,SisTrans
26046,Hotel,Operaciones b
26047,Empreza vivienda univercitaria,Uni
26048,vecino,Hilton
26049,Empreza vivienda univercitaria,Unal
26050,Empreza vivienda univercitaria,El sol
26051,vecino,City U 
26052,Hostal,El Mono
26053,vecino,City U 
26054,Hostal,Tostao
26055,Miembro comunidad,El Mono
26056,vecino,SisTrans
26057,vecino,SisTrans
26058,vecino,SisTrans
26059,vecino,Tostao
26060,Hostal,SisTrans
26061,Hostal,Uni
26062,Hotel,Livin
26063,Hotel,Tostao
26064,vecino,El Mono
26065,Empreza vivienda univercitaria,City U 
26066,Hotel,Hilton
26067,Hostal,Tostao
26068,Empreza vivienda univercitaria,Uni
26069,Hostal,SisTrans
26070,Hostal,El Mono
26071,vecino,SisTrans
26072,Hostal,Avianca
26073,Hostal,El Mono
26074,Hostal,Panamericana
26075,Hostal,Uni
26076,Hostal,Tostao
26077,Hotel,El sol
26078,Miembro comunidad,Livin
26079,Empreza vivienda univercitaria,SisTrans
26080,vecino,Operaciones b
26081,Empreza vivienda univercitaria,Panamericana
26082,Hotel,Livin
26083,Hotel,Hilton
26084,Miembro comunidad,Avianca
26085,Hostal,Tostao
26086,Empreza vivienda univercitaria,Livin
26087,Miembro comunidad,Unal
26088,Empreza vivienda univercitaria,El Mono
26089,vecino,Tostao
26090,Empreza vivienda univercitaria,Livin
26091,Miembro comunidad,Panamericana
26092,Empreza vivienda univercitaria,Avianca
26093,Hotel,Unal
26094,Hotel,Uni
26095,Empreza vivienda univercitaria,SisTrans
26096,Miembro comunidad,Hilton
26097,Empreza vivienda univercitaria,SeneK
26098,Empreza vivienda univercitaria,Panamericana
26099,Hostal,Hilton
26100,vecino,Panamericana
26101,Hotel,El sol
26102,Hostal,Panamericana
26103,vecino,Operaciones b
26104,Empreza vivienda univercitaria,City U 
26105,Hostal,SisTrans
26106,vecino,Operaciones b
26107,Miembro comunidad,Operaciones b
26108,Hostal,SisTrans
26109,vecino,Hilton
26110,Hotel,Avianca
26111,Empreza vivienda univercitaria,El sol
26112,vecino,SeneK
26113,Empreza vivienda univercitaria,Unal
26114,Miembro comunidad,Operaciones b
26115,vecino,Livin
26116,Hotel,SisTrans
26117,Empreza vivienda univercitaria,Panamericana
26118,Hotel,Livin
26119,Miembro comunidad,City U 
26120,Empreza vivienda univercitaria,Panamericana
26121,Empreza vivienda univercitaria,Panamericana
26122,Hostal,Unal
26123,Hostal,Uni
26124,vecino,Tostao
26125,Empreza vivienda univercitaria,Tostao
26126,Hostal,Unal
26127,Empreza vivienda univercitaria,Avianca
26128,Hotel,Operaciones b
26129,Hotel,Tostao
26130,Empreza vivienda univercitaria,Unal
26131,Hostal,Operaciones b
26132,Hostal,El Mono
26133,vecino,City U 
26134,vecino,City U 
26135,Hostal,El sol
26136,Empreza vivienda univercitaria,Unal
26137,Empreza vivienda univercitaria,Operaciones b
26138,vecino,SeneK
26139,Empreza vivienda univercitaria,SisTrans
26140,vecino,SeneK
26141,Miembro comunidad,SeneK
26142,Hotel,SisTrans
26143,Empreza vivienda univercitaria,SisTrans
26144,Hotel,Livin
26145,Hotel,Uni
26146,Hotel,SisTrans
26147,Hostal,El sol
26148,Empreza vivienda univercitaria,El sol
26149,Empreza vivienda univercitaria,City U 
26150,Hostal,SisTrans
26151,Empreza vivienda univercitaria,Avianca
26152,Hostal,Operaciones b
26153,vecino,Avianca
26154,Hotel,SeneK
26155,Empreza vivienda univercitaria,Tostao
26156,Hotel,SeneK
26157,vecino,Livin
26158,Empreza vivienda univercitaria,Tostao
26159,Hotel,Unal
26160,Hotel,Tostao
26161,Empreza vivienda univercitaria,Unal
26162,Empreza vivienda univercitaria,El Mono
26163,Miembro comunidad,Avianca
26164,Miembro comunidad,Avianca
26165,vecino,City U 
26166,Empreza vivienda univercitaria,Uni
26167,Miembro comunidad,Panamericana
26168,Hotel,SisTrans
26169,vecino,El Mono
26170,vecino,Hilton
26171,Hostal,Operaciones b
26172,vecino,Operaciones b
26173,Empreza vivienda univercitaria,Avianca
26174,Miembro comunidad,SeneK
26175,Empreza vivienda univercitaria,SeneK
26176,Hostal,Avianca
26177,Miembro comunidad,Hilton
26178,Hostal,Hilton
26179,Hotel,City U 
26180,Miembro comunidad,SeneK
26181,Hotel,Panamericana
26182,Hotel,Panamericana
26183,Empreza vivienda univercitaria,Hilton
26184,Hostal,SisTrans
26185,vecino,Panamericana
26186,Hostal,Panamericana
26187,Empreza vivienda univercitaria,SisTrans
26188,Hotel,Hilton
26189,Empreza vivienda univercitaria,Uni
26190,Miembro comunidad,SeneK
26191,Miembro comunidad,Operaciones b
26192,vecino,SeneK
26193,vecino,Operaciones b
26194,Hotel,El sol
26195,Miembro comunidad,Hilton
26196,Hotel,Uni
26197,Hotel,El Mono
26198,Hotel,City U 
26199,Hostal,El sol
26200,Hostal,Tostao
26201,Miembro comunidad,Panamericana
26202,vecino,Uni
26203,vecino,Panamericana
26204,Hotel,Tostao
26205,vecino,El sol
26206,Hostal,City U 
26207,vecino,SisTrans
26208,Empreza vivienda univercitaria,Operaciones b
26209,vecino,SisTrans
26210,Hostal,Livin
26211,Miembro comunidad,City U 
26212,Hotel,Uni
26213,Hostal,SisTrans
26214,Hotel,City U 
26215,Empreza vivienda univercitaria,City U 
26216,Hotel,Unal
26217,Hostal,Operaciones b
26218,Empreza vivienda univercitaria,Unal
26219,Hostal,Panamericana
26220,Hostal,Panamericana
26221,vecino,Livin
26222,Empreza vivienda univercitaria,Hilton
26223,Empreza vivienda univercitaria,Hilton
26224,Hotel,Livin
26225,Hostal,Tostao
26226,Hostal,SeneK
26227,Miembro comunidad,El sol
26228,Hostal,El sol
26229,vecino,Avianca
26230,Empreza vivienda univercitaria,Livin
26231,Miembro comunidad,Unal
26232,vecino,City U 
26233,vecino,Avianca
26234,vecino,Hilton
26235,Hostal,Unal
26236,Hotel,Operaciones b
26237,Hostal,Tostao
26238,Miembro comunidad,SisTrans
26239,Miembro comunidad,Operaciones b
26240,Miembro comunidad,Uni
26241,Empreza vivienda univercitaria,El sol
26242,vecino,City U 
26243,vecino,City U 
26244,Hostal,Tostao
26245,Empreza vivienda univercitaria,Operaciones b
26246,Hotel,Uni
26247,vecino,Avianca
26248,vecino,Livin
26249,Hotel,Unal
26250,Hostal,Tostao
26251,Miembro comunidad,Operaciones b
26252,Miembro comunidad,Avianca
26253,Hostal,Operaciones b
26254,Hotel,Unal
26255,Empreza vivienda univercitaria,Hilton
26256,Hotel,Uni
26257,Hotel,Uni
26258,Empreza vivienda univercitaria,SisTrans
26259,vecino,SeneK
26260,Miembro comunidad,El sol
26261,Miembro comunidad,Panamericana
26262,Hostal,Avianca
26263,Hotel,El sol
26264,Empreza vivienda univercitaria,Avianca
26265,Empreza vivienda univercitaria,El sol
26266,vecino,Avianca
26267,vecino,SisTrans
26268,Hotel,Panamericana
26269,vecino,Unal
26270,Hotel,El Mono
26271,vecino,City U 
26272,Miembro comunidad,Uni
26273,vecino,El sol
26274,Empreza vivienda univercitaria,Tostao
26275,vecino,Uni
26276,Miembro comunidad,Operaciones b
26277,Hostal,Hilton
26278,Empreza vivienda univercitaria,Tostao
26279,Hotel,Tostao
26280,Hotel,Tostao
26281,Hostal,Tostao
26282,Empreza vivienda univercitaria,Hilton
26283,Miembro comunidad,Unal
26284,Hostal,Hilton
26285,Miembro comunidad,Livin
26286,Miembro comunidad,City U 
26287,Hotel,City U 
26288,Hostal,Unal
26289,Hotel,Hilton
26290,Miembro comunidad,City U 
26291,Hotel,Livin
26292,Miembro comunidad,El sol
26293,Hostal,SeneK
26294,vecino,Unal
26295,Miembro comunidad,Hilton
26296,Hostal,Uni
26297,Hotel,Uni
26298,Hotel,SisTrans
26299,Miembro comunidad,Operaciones b
26300,Hotel,Uni
26301,Miembro comunidad,City U 
26302,Hostal,Hilton
26303,Empreza vivienda univercitaria,El sol
26304,vecino,Tostao
26305,Hotel,Livin
26306,Empreza vivienda univercitaria,Uni
26307,vecino,Hilton
26308,Empreza vivienda univercitaria,SisTrans
26309,Empreza vivienda univercitaria,Panamericana
26310,Hostal,Panamericana
26311,Miembro comunidad,El Mono
26312,Miembro comunidad,SeneK
26313,Hostal,Unal
26314,Hotel,Panamericana
26315,Miembro comunidad,Unal
26316,Miembro comunidad,SeneK
26317,Hostal,Uni
26318,Miembro comunidad,Panamericana
26319,Hostal,Panamericana
26320,Hostal,Uni
26321,Hotel,Tostao
26322,Hotel,Avianca
26323,Miembro comunidad,SeneK
26324,Hostal,El Mono
26325,Hostal,Livin
26326,Empreza vivienda univercitaria,City U 
26327,Empreza vivienda univercitaria,SisTrans
26328,Miembro comunidad,Hilton
26329,Hostal,Hilton
26330,Miembro comunidad,El Mono
26331,Empreza vivienda univercitaria,Uni
26332,vecino,El Mono
26333,Hostal,Avianca
26334,Empreza vivienda univercitaria,SeneK
26335,Hotel,Livin
26336,Miembro comunidad,Panamericana
26337,Hostal,Uni
26338,Hostal,Tostao
26339,Miembro comunidad,Operaciones b
26340,Hotel,El Mono
26341,Miembro comunidad,City U 
26342,Hotel,Livin
26343,Hostal,Livin
26344,Miembro comunidad,Uni
26345,Empreza vivienda univercitaria,Avianca
26346,Empreza vivienda univercitaria,Operaciones b
26347,Hotel,El Mono
26348,Empreza vivienda univercitaria,SeneK
26349,Hotel,Livin
26350,vecino,Uni
26351,Empreza vivienda univercitaria,Tostao
26352,Hostal,Livin
26353,Miembro comunidad,Tostao
26354,vecino,Uni
26355,vecino,City U 
26356,Hotel,Operaciones b
26357,vecino,SeneK
26358,Miembro comunidad,Uni
26359,Miembro comunidad,Avianca
26360,Miembro comunidad,Unal
26361,Miembro comunidad,Panamericana
26362,Empreza vivienda univercitaria,Tostao
26363,Miembro comunidad,El Mono
26364,Hotel,Tostao
26365,vecino,Unal
26366,Empreza vivienda univercitaria,Uni
26367,vecino,Hilton
26368,Empreza vivienda univercitaria,Avianca
26369,Hostal,El Mono
26370,Empreza vivienda univercitaria,Avianca
26371,Hostal,El sol
26372,Hotel,Livin
26373,Miembro comunidad,City U 
26374,vecino,SisTrans
26375,Hostal,El Mono
26376,Hostal,Avianca
26377,Hotel,El sol
26378,Empreza vivienda univercitaria,SisTrans
26379,Hotel,Livin
26380,Miembro comunidad,El Mono
26381,Hotel,Hilton
26382,Miembro comunidad,City U 
26383,Miembro comunidad,Avianca
26384,Empreza vivienda univercitaria,Operaciones b
26385,Miembro comunidad,Operaciones b
26386,Hotel,El sol
26387,Miembro comunidad,City U 
26388,vecino,Unal
26389,Miembro comunidad,City U 
26390,Miembro comunidad,Hilton
26391,Empreza vivienda univercitaria,Unal
26392,vecino,SeneK
26393,Miembro comunidad,City U 
26394,Hostal,Panamericana
26395,Miembro comunidad,City U 
26396,vecino,Hilton
26397,Empreza vivienda univercitaria,El Mono
26398,vecino,El sol
26399,vecino,Livin
26400,vecino,Unal
26401,Miembro comunidad,Avianca
26402,vecino,SeneK
26403,vecino,Tostao
26404,Hotel,Unal
26405,Hotel,Hilton
26406,Empreza vivienda univercitaria,El sol
26407,Hotel,City U 
26408,Empreza vivienda univercitaria,SisTrans
26409,vecino,Tostao
26410,Miembro comunidad,City U 
26411,Empreza vivienda univercitaria,Panamericana
26412,vecino,Hilton
26413,Hostal,Unal
26414,vecino,El Mono
26415,vecino,Operaciones b
26416,Empreza vivienda univercitaria,Uni
26417,Hostal,City U 
26418,Hostal,City U 
26419,vecino,Uni
26420,Miembro comunidad,Livin
26421,Empreza vivienda univercitaria,Livin
26422,Miembro comunidad,Livin
26423,Hotel,Operaciones b
26424,vecino,Operaciones b
26425,Hotel,El sol
26426,Empreza vivienda univercitaria,SisTrans
26427,Miembro comunidad,Tostao
26428,vecino,SeneK
26429,Miembro comunidad,City U 
26430,vecino,Uni
26431,Empreza vivienda univercitaria,SeneK
26432,Miembro comunidad,SeneK
26433,Miembro comunidad,City U 
26434,Empreza vivienda univercitaria,Hilton
26435,Miembro comunidad,El sol
26436,Hostal,City U 
26437,Miembro comunidad,Uni
26438,vecino,Panamericana
26439,Miembro comunidad,El Mono
26440,Hotel,SisTrans
26441,Miembro comunidad,El Mono
26442,Miembro comunidad,Avianca
26443,Empreza vivienda univercitaria,SisTrans
26444,Hostal,Unal
26445,Miembro comunidad,Livin
26446,Hostal,El Mono
26447,Empreza vivienda univercitaria,SisTrans
26448,Miembro comunidad,Panamericana
26449,Hotel,Operaciones b
26450,vecino,Uni
26451,Hotel,Uni
26452,Miembro comunidad,El sol
26453,Empreza vivienda univercitaria,SeneK
26454,Empreza vivienda univercitaria,Avianca
26455,Hostal,Avianca
26456,Hotel,Avianca
26457,Hotel,Livin
26458,vecino,Hilton
26459,Miembro comunidad,El Mono
26460,Hostal,City U 
26461,vecino,El Mono
26462,Hostal,Tostao
26463,vecino,Avianca
26464,Hotel,Uni
26465,Miembro comunidad,El sol
26466,vecino,Tostao
26467,Miembro comunidad,Hilton
26468,Miembro comunidad,City U 
26469,Hotel,Livin
26470,vecino,SisTrans
26471,Hostal,SisTrans
26472,Hotel,Unal
26473,Empreza vivienda univercitaria,Unal
26474,Hostal,Operaciones b
26475,Hostal,Panamericana
26476,vecino,SisTrans
26477,vecino,SisTrans
26478,Empreza vivienda univercitaria,Hilton
26479,vecino,Operaciones b
26480,Empreza vivienda univercitaria,Tostao
26481,Hotel,El sol
26482,Hotel,Unal
26483,Hostal,SeneK
26484,Hostal,SeneK
26485,Empreza vivienda univercitaria,El Mono
26486,Miembro comunidad,City U 
26487,Hostal,El sol
26488,Hostal,El sol
26489,Hostal,City U 
26490,Hotel,Unal
26491,Hostal,El Mono
26492,Hotel,Livin
26493,vecino,Avianca
26494,Empreza vivienda univercitaria,SisTrans
26495,Empreza vivienda univercitaria,El sol
26496,Hostal,Uni
26497,Miembro comunidad,Tostao
26498,Hotel,City U 
26499,Miembro comunidad,Hilton
26500,Empreza vivienda univercitaria,Uni
26501,Hostal,SisTrans
26502,Hotel,Panamericana
26503,Empreza vivienda univercitaria,SeneK
26504,Miembro comunidad,Avianca
26505,Hostal,City U 
26506,vecino,Hilton
26507,Miembro comunidad,Tostao
26508,Hostal,Tostao
26509,Empreza vivienda univercitaria,El sol
26510,Hostal,Hilton
26511,Hotel,El sol
26512,Empreza vivienda univercitaria,Tostao
26513,Miembro comunidad,SisTrans
26514,Hostal,Tostao
26515,Empreza vivienda univercitaria,SeneK
26516,Hostal,Operaciones b
26517,Empreza vivienda univercitaria,El Mono
26518,Empreza vivienda univercitaria,Unal
26519,Miembro comunidad,Hilton
26520,Hotel,Hilton
26521,Miembro comunidad,Uni
26522,Hotel,SisTrans
26523,vecino,City U 
26524,Empreza vivienda univercitaria,Livin
26525,Miembro comunidad,El Mono
26526,Empreza vivienda univercitaria,SeneK
26527,Hotel,SisTrans
26528,Miembro comunidad,Operaciones b
26529,vecino,El sol
26530,Miembro comunidad,Avianca
26531,Empreza vivienda univercitaria,El Mono
26532,Hotel,El Mono
26533,Hotel,Uni
26534,Hotel,Tostao
26535,Hotel,Tostao
26536,Hotel,Tostao
26537,Hostal,Panamericana
26538,Hotel,Tostao
26539,Miembro comunidad,Operaciones b
26540,Hotel,Panamericana
26541,Miembro comunidad,Avianca
26542,vecino,SisTrans
26543,Hostal,Unal
26544,Empreza vivienda univercitaria,Panamericana
26545,Miembro comunidad,Tostao
26546,Miembro comunidad,Unal
26547,Hostal,Hilton
26548,Empreza vivienda univercitaria,Tostao
26549,Empreza vivienda univercitaria,SisTrans
26550,Hotel,Uni
26551,Hostal,Avianca
26552,Hotel,SisTrans
26553,Hotel,Tostao
26554,Hostal,Livin
26555,Miembro comunidad,SeneK
26556,Miembro comunidad,SisTrans
26557,Hostal,Livin
26558,Hotel,Operaciones b
26559,Empreza vivienda univercitaria,City U 
26560,Empreza vivienda univercitaria,SisTrans
26561,Empreza vivienda univercitaria,City U 
26562,Miembro comunidad,SeneK
26563,Hotel,Avianca
26564,vecino,SeneK
26565,Miembro comunidad,Livin
26566,Miembro comunidad,El Mono
26567,Hostal,El sol
26568,Empreza vivienda univercitaria,SisTrans
26569,Hostal,Hilton
26570,Miembro comunidad,Operaciones b
26571,vecino,Hilton
26572,Hostal,Avianca
26573,Hostal,City U 
26574,Empreza vivienda univercitaria,Livin
26575,Miembro comunidad,El sol
26576,Empreza vivienda univercitaria,Unal
26577,vecino,Tostao
26578,Empreza vivienda univercitaria,Panamericana
26579,Hotel,Livin
26580,Hostal,SeneK
26581,Empreza vivienda univercitaria,Uni
26582,Hotel,Avianca
26583,Miembro comunidad,Avianca
26584,vecino,Panamericana
26585,vecino,Hilton
26586,Empreza vivienda univercitaria,Hilton
26587,vecino,Unal
26588,vecino,SeneK
26589,Empreza vivienda univercitaria,Panamericana
26590,vecino,Livin
26591,Empreza vivienda univercitaria,City U 
26592,Empreza vivienda univercitaria,El Mono
26593,Hotel,SeneK
26594,Hotel,Unal
26595,Miembro comunidad,City U 
26596,Empreza vivienda univercitaria,Tostao
26597,Empreza vivienda univercitaria,Hilton
26598,Miembro comunidad,Panamericana
26599,vecino,City U 
26600,Hotel,Hilton
26601,Empreza vivienda univercitaria,Unal
26602,Miembro comunidad,Unal
26603,Empreza vivienda univercitaria,SisTrans
26604,Hostal,Hilton
26605,Hostal,El Mono
26606,Empreza vivienda univercitaria,Uni
26607,vecino,Panamericana
26608,Miembro comunidad,Unal
26609,Hotel,El Mono
26610,Hotel,Livin
26611,Empreza vivienda univercitaria,SeneK
26612,Hotel,SisTrans
26613,Hostal,Tostao
26614,Miembro comunidad,Avianca
26615,Empreza vivienda univercitaria,El Mono
26616,Miembro comunidad,Uni
26617,Hostal,Operaciones b
26618,vecino,El Mono
26619,vecino,Avianca
26620,Empreza vivienda univercitaria,Unal
26621,Miembro comunidad,El sol
26622,Miembro comunidad,SeneK
26623,Miembro comunidad,Tostao
26624,Miembro comunidad,Operaciones b
26625,vecino,City U 
26626,vecino,Avianca
26627,Hotel,Operaciones b
26628,Empreza vivienda univercitaria,City U 
26629,Miembro comunidad,Operaciones b
26630,Miembro comunidad,El Mono
26631,Hostal,SeneK
26632,Miembro comunidad,Uni
26633,vecino,Livin
26634,vecino,SeneK
26635,Miembro comunidad,Avianca
26636,Miembro comunidad,Livin
26637,Hostal,Tostao
26638,Hostal,Panamericana
26639,vecino,Tostao
26640,Hostal,Tostao
26641,Hotel,City U 
26642,Miembro comunidad,El Mono
26643,Empreza vivienda univercitaria,Tostao
26644,vecino,City U 
26645,Hotel,El Mono
26646,vecino,City U 
26647,Hotel,El sol
26648,vecino,El sol
26649,Hostal,Operaciones b
26650,Empreza vivienda univercitaria,Avianca
26651,Hostal,SisTrans
26652,Hotel,Unal
26653,Hostal,Tostao
26654,vecino,Operaciones b
26655,Empreza vivienda univercitaria,Hilton
26656,Empreza vivienda univercitaria,El Mono
26657,Hotel,Uni
26658,Hostal,City U 
