PRECIO,CAPACIDAD,UBICACION,TAMANIO,NUMERO
5084075,3,ultimo piso,190,20208
1172670,4,piso intermedio,162,20209
2382133,3,piso intermedio,133,20210
6993887,3,piso intermedio,197,20211
5604744,4,primer piso,87,20212
2533632,4,ultimo piso,188,20213
535353,4,piso intermedio,128,20214
4148651,2,ultimo piso,167,20215
3993012,1,ultimo piso,187,20216
191108,4,primer piso,156,20217
6142324,2,piso intermedio,93,20218
5762110,3,piso intermedio,120,20219
6897037,1,ultimo piso,81,20220
118746,3,primer piso,198,20221
2143832,1,piso intermedio,192,20222
4321494,1,ultimo piso,163,20223
1777886,1,ultimo piso,137,20224
5306426,4,primer piso,177,20225
4234069,1,ultimo piso,165,20226
4827061,1,primer piso,157,20227
1304896,2,ultimo piso,118,20228
876159,4,piso intermedio,167,20229
1064826,4,primer piso,122,20230
6769176,2,primer piso,92,20231
5616000,1,primer piso,81,20232
6187101,2,primer piso,133,20233
4662682,1,primer piso,110,20234
5545387,1,ultimo piso,72,20235
2944036,2,piso intermedio,164,20236
5539867,4,primer piso,112,20237
6549920,1,piso intermedio,136,20238
468447,3,ultimo piso,81,20239
1059189,4,ultimo piso,197,20240
3253604,4,primer piso,107,20241
6907578,3,primer piso,101,20242
1495257,1,piso intermedio,90,20243
3587291,1,piso intermedio,197,20244
3369962,2,ultimo piso,194,20245
1692502,3,primer piso,145,20246
3995414,1,piso intermedio,184,20247
3888527,1,ultimo piso,147,20248
6283925,2,piso intermedio,76,20249
2449841,3,piso intermedio,118,20250
6951451,1,ultimo piso,149,20251
6360306,3,piso intermedio,86,20252
934581,2,ultimo piso,178,20253
1249827,1,ultimo piso,195,20254
5697240,3,ultimo piso,171,20255
4307717,1,ultimo piso,181,20256
2487295,4,piso intermedio,163,20257
4796775,3,ultimo piso,131,20258
4368144,1,ultimo piso,96,20259
3517705,4,ultimo piso,197,20260
309204,3,ultimo piso,154,20261
6652282,3,primer piso,92,20262
4140935,2,piso intermedio,105,20263
1868374,2,ultimo piso,120,20264
1670640,2,piso intermedio,188,20265
3076270,1,piso intermedio,114,20266
1918211,1,piso intermedio,176,20267
4785888,3,piso intermedio,95,20268
4229194,4,primer piso,196,20269
6735758,4,ultimo piso,97,20270
2463585,2,piso intermedio,79,20271
1530939,1,primer piso,160,20272
6802914,4,piso intermedio,120,20273
4415843,3,piso intermedio,115,20274
3473069,3,piso intermedio,104,20275
3171942,3,primer piso,159,20276
6452517,3,primer piso,152,20277
1702037,3,ultimo piso,93,20278
2480579,4,primer piso,78,20279
2855972,4,primer piso,112,20280
5763014,4,ultimo piso,79,20281
4494122,4,ultimo piso,92,20282
4672652,2,ultimo piso,178,20283
852977,4,primer piso,148,20284
1740135,4,ultimo piso,193,20285
6991143,3,piso intermedio,99,20286
219014,3,ultimo piso,176,20287
4129588,2,primer piso,107,20288
1132227,1,piso intermedio,85,20289
590136,2,ultimo piso,186,20290
4475683,2,primer piso,168,20291
2559291,3,piso intermedio,114,20292
5587070,1,primer piso,168,20293
5253475,3,piso intermedio,158,20294
4913874,4,primer piso,112,20295
4032561,3,ultimo piso,73,20296
3694254,4,primer piso,91,20297
4478932,2,piso intermedio,164,20298
4982724,4,ultimo piso,87,20299
5064528,2,piso intermedio,93,20300
172863,4,piso intermedio,200,20301
3486168,1,piso intermedio,187,20302
4641966,4,ultimo piso,127,20303
5929829,1,piso intermedio,103,20304
3491978,3,ultimo piso,125,20305
1340843,4,primer piso,153,20306
116130,3,primer piso,81,20307
6313060,3,piso intermedio,108,20308
5441442,3,piso intermedio,73,20309
5560533,4,piso intermedio,165,20310
3922747,4,ultimo piso,172,20311
3586569,4,piso intermedio,142,20312
3392377,3,piso intermedio,184,20313
3468235,1,ultimo piso,116,20314
6023235,2,piso intermedio,149,20315
1753141,3,piso intermedio,82,20316
391707,4,primer piso,173,20317
6138536,4,primer piso,92,20318
2321459,2,piso intermedio,83,20319
240818,2,piso intermedio,179,20320
2351928,1,piso intermedio,134,20321
824267,1,piso intermedio,162,20322
4333937,4,ultimo piso,117,20323
2731500,1,primer piso,164,20324
5012362,2,primer piso,94,20325
5035166,1,primer piso,108,20326
274538,3,piso intermedio,135,20327
6588981,2,ultimo piso,189,20328
2854579,2,ultimo piso,98,20329
4464000,1,primer piso,71,20330
3681863,3,piso intermedio,194,20331
1045346,4,piso intermedio,126,20332
1462053,3,piso intermedio,133,20333
2489390,3,ultimo piso,99,20334
1227208,1,ultimo piso,199,20335
2874317,1,piso intermedio,132,20336
1562317,2,piso intermedio,129,20337
3411795,1,piso intermedio,71,20338
878357,3,piso intermedio,152,20339
5497596,4,primer piso,137,20340
3587372,3,primer piso,116,20341
2356004,1,piso intermedio,199,20342
1176550,3,ultimo piso,141,20343
5010304,2,primer piso,179,20344
685076,2,ultimo piso,97,20345
4533622,2,ultimo piso,89,20346
2152164,3,primer piso,92,20347
4147175,2,piso intermedio,125,20348
1499618,2,ultimo piso,118,20349
5113446,1,primer piso,99,20350
815209,3,ultimo piso,102,20351
3573029,3,primer piso,171,20352
5309529,1,piso intermedio,170,20353
5039245,2,primer piso,150,20354
3163718,1,primer piso,156,20355
6688307,1,primer piso,79,20356
1705405,2,primer piso,136,20357
5278951,4,piso intermedio,99,20358
6530985,1,primer piso,113,20359
4381572,4,piso intermedio,112,20360
5969876,2,piso intermedio,141,20361
6631837,4,primer piso,75,20362
2180329,2,primer piso,136,20363
3730869,1,piso intermedio,151,20364
3917177,2,primer piso,124,20365
4776192,2,piso intermedio,85,20366
4185524,2,piso intermedio,105,20367
6594156,3,piso intermedio,126,20368
4590327,1,piso intermedio,129,20369
192595,4,primer piso,156,20370
2492683,1,piso intermedio,125,20371
4380141,3,piso intermedio,92,20372
6101797,2,ultimo piso,125,20373
1478859,4,piso intermedio,113,20374
2261342,3,primer piso,165,20375
1421223,2,primer piso,162,20376
6930387,4,ultimo piso,183,20377
1266830,1,ultimo piso,139,20378
2588877,4,ultimo piso,81,20379
907091,1,ultimo piso,113,20380
4694139,3,ultimo piso,162,20381
1146259,3,ultimo piso,112,20382
2263163,4,ultimo piso,71,20383
6201143,4,piso intermedio,125,20384
4440458,3,piso intermedio,142,20385
6733578,2,primer piso,128,20386
6257998,4,primer piso,132,20387
3502088,3,ultimo piso,113,20388
1551969,1,ultimo piso,185,20389
4597010,3,ultimo piso,110,20390
3062477,3,ultimo piso,147,20391
2344337,1,piso intermedio,133,20392
3641737,1,piso intermedio,148,20393
4126124,4,ultimo piso,145,20394
4996144,3,ultimo piso,152,20395
6370542,2,ultimo piso,178,20396
3788422,3,ultimo piso,193,20397
3176410,2,piso intermedio,123,20398
5702140,3,primer piso,87,20399
5619343,4,primer piso,101,20400
3290152,2,primer piso,104,20401
5797587,3,primer piso,115,20402
436065,4,ultimo piso,138,20403
3462510,2,piso intermedio,123,20404
447310,2,primer piso,94,20405
1973276,2,primer piso,84,20406
2747890,1,piso intermedio,117,20407
2644473,1,piso intermedio,167,20408
1008231,3,primer piso,197,20409
4846329,2,primer piso,158,20410
404384,1,primer piso,196,20411
728438,1,primer piso,105,20412
6151286,1,primer piso,178,20413
5792483,3,primer piso,184,20414
6928316,2,ultimo piso,84,20415
2177147,2,ultimo piso,151,20416
1909759,3,piso intermedio,121,20417
6154542,2,piso intermedio,83,20418
4264539,2,ultimo piso,101,20419
5728528,4,primer piso,156,20420
6848830,3,ultimo piso,142,20421
2710944,4,primer piso,110,20422
728251,3,primer piso,119,20423
309763,1,primer piso,78,20424
6403984,2,primer piso,193,20425
6786889,3,ultimo piso,140,20426
136827,4,ultimo piso,147,20427
6687686,1,primer piso,192,20428
3859545,4,primer piso,200,20429
3619188,3,piso intermedio,102,20430
2034400,3,piso intermedio,163,20431
4549116,3,piso intermedio,136,20432
6278989,4,primer piso,116,20433
5613751,2,primer piso,86,20434
4195830,3,ultimo piso,90,20435
6654855,3,ultimo piso,161,20436
5190653,2,piso intermedio,164,20437
5351194,3,piso intermedio,122,20438
5457064,1,ultimo piso,169,20439
3280850,2,ultimo piso,75,20440
5363410,4,primer piso,76,20441
1492056,1,primer piso,156,20442
1467101,2,piso intermedio,182,20443
1677512,4,ultimo piso,72,20444
1012194,4,piso intermedio,200,20445
4857731,3,ultimo piso,165,20446
1048824,4,primer piso,117,20447
177686,1,ultimo piso,117,20448
5379270,4,piso intermedio,79,20449
5323660,1,piso intermedio,137,20450
5383953,4,piso intermedio,157,20451
2590203,2,ultimo piso,88,20452
517617,2,piso intermedio,152,20453
6008833,4,piso intermedio,186,20454
6261033,2,primer piso,143,20455
5585785,2,ultimo piso,109,20456
6784330,3,ultimo piso,184,20457
1638938,3,primer piso,195,20458
6531643,3,primer piso,182,20459
6690661,3,ultimo piso,130,20460
6075817,1,ultimo piso,102,20461
4161162,1,ultimo piso,152,20462
1456340,1,primer piso,170,20463
1192864,1,primer piso,88,20464
5790705,3,primer piso,180,20465
6494228,4,ultimo piso,153,20466
2264102,3,piso intermedio,125,20467
3872037,1,piso intermedio,70,20468
386501,4,primer piso,86,20469
688994,4,primer piso,163,20470
6790715,3,ultimo piso,81,20471
658795,1,ultimo piso,80,20472
223701,1,piso intermedio,99,20473
5479802,1,piso intermedio,82,20474
3312063,1,ultimo piso,95,20475
788200,2,piso intermedio,91,20476
3871871,3,primer piso,98,20477
6689873,4,piso intermedio,162,20478
2958361,2,primer piso,113,20479
3459610,1,piso intermedio,194,20480
6966790,3,piso intermedio,72,20481
5224520,1,primer piso,87,20482
4050593,4,primer piso,191,20483
6916379,1,primer piso,159,20484
659989,3,primer piso,74,20485
6959100,1,ultimo piso,97,20486
6725717,2,piso intermedio,191,20487
3838670,1,primer piso,123,20488
6211316,1,piso intermedio,96,20489
624324,1,piso intermedio,160,20490
2390162,1,piso intermedio,175,20491
529948,3,primer piso,98,20492
6053528,3,ultimo piso,140,20493
1167102,1,piso intermedio,194,20494
5281777,2,ultimo piso,89,20495
774488,4,ultimo piso,128,20496
4199838,2,ultimo piso,100,20497
5576804,4,primer piso,141,20498
3714916,1,ultimo piso,193,20499
3231746,2,ultimo piso,86,20500
5575889,2,primer piso,184,20501
1114745,3,ultimo piso,179,20502
3420733,4,primer piso,157,20503
2493588,1,piso intermedio,104,20504
1392707,2,primer piso,94,20505
5478580,4,piso intermedio,170,20506
2528633,2,primer piso,176,20507
1909274,3,piso intermedio,110,20508
624593,1,piso intermedio,170,20509
6056781,1,ultimo piso,95,20510
4769690,2,ultimo piso,86,20511
1361666,2,piso intermedio,168,20512
3636232,2,piso intermedio,196,20513
1577214,2,primer piso,180,20514
808538,4,primer piso,151,20515
1366935,1,piso intermedio,71,20516
2440575,1,ultimo piso,130,20517
6866048,2,primer piso,91,20518
5861040,4,ultimo piso,166,20519
5441076,4,ultimo piso,144,20520
6352541,3,primer piso,176,20521
104333,3,ultimo piso,163,20522
5656972,2,ultimo piso,196,20523
5832596,1,piso intermedio,172,20524
4698965,2,piso intermedio,147,20525
3304581,1,ultimo piso,153,20526
1440725,1,primer piso,167,20527
2333391,1,ultimo piso,193,20528
4895437,4,piso intermedio,88,20529
176897,1,ultimo piso,179,20530
4863884,2,primer piso,177,20531
6050086,4,primer piso,82,20532
3633601,3,ultimo piso,116,20533
4017484,3,primer piso,117,20534
6079933,4,piso intermedio,144,20535
3172021,1,primer piso,135,20536
101779,4,primer piso,131,20537
1559959,2,ultimo piso,106,20538
5399897,3,ultimo piso,118,20539
3919064,4,ultimo piso,115,20540
6131148,3,ultimo piso,97,20541
1331948,4,primer piso,73,20542
5960137,4,piso intermedio,151,20543
5192985,4,piso intermedio,157,20544
1072846,2,piso intermedio,105,20545
3373172,1,primer piso,100,20546
3270222,4,piso intermedio,157,20547
4814578,2,piso intermedio,80,20548
839294,2,primer piso,142,20549
3334129,4,ultimo piso,151,20550
817784,3,primer piso,153,20551
4499994,1,piso intermedio,120,20552
2446401,3,piso intermedio,98,20553
474607,2,piso intermedio,101,20554
4812017,1,piso intermedio,147,20555
5984478,1,primer piso,110,20556
1530754,3,primer piso,177,20557
3502714,1,ultimo piso,132,20558
3258819,4,ultimo piso,78,20559
2568620,1,ultimo piso,196,20560
1870817,1,piso intermedio,179,20561
5658958,3,ultimo piso,151,20562
5659171,3,piso intermedio,100,20563
1593811,1,primer piso,73,20564
2424063,4,primer piso,186,20565
207304,1,ultimo piso,175,20566
3121875,4,piso intermedio,150,20567
261045,4,primer piso,153,20568
4578437,4,ultimo piso,194,20569
6153188,4,primer piso,89,20570
5273879,3,ultimo piso,77,20571
5922562,4,ultimo piso,166,20572
2646741,4,piso intermedio,74,20573
4962029,4,primer piso,106,20574
5758299,1,primer piso,122,20575
3042564,4,ultimo piso,81,20576
4552071,4,piso intermedio,88,20577
1009678,2,piso intermedio,71,20578
5320061,4,ultimo piso,137,20579
4474451,4,ultimo piso,88,20580
4738958,2,ultimo piso,79,20581
2311322,1,piso intermedio,88,20582
310639,1,primer piso,117,20583
3995867,1,ultimo piso,142,20584
1838849,2,ultimo piso,196,20585
2998581,1,ultimo piso,138,20586
2211675,2,piso intermedio,80,20587
398883,1,piso intermedio,102,20588
4212939,2,piso intermedio,108,20589
3608025,3,ultimo piso,182,20590
5641569,1,ultimo piso,83,20591
2068483,2,ultimo piso,157,20592
747217,1,primer piso,197,20593
3761121,4,ultimo piso,84,20594
5677931,2,ultimo piso,198,20595
4127681,2,piso intermedio,177,20596
1577131,4,piso intermedio,191,20597
1956538,3,ultimo piso,110,20598
1898729,2,primer piso,180,20599
1296477,3,primer piso,155,20600
5267751,4,piso intermedio,112,20601
1242557,4,piso intermedio,90,20602
5286622,4,primer piso,99,20603
693168,1,ultimo piso,176,20604
2931915,1,ultimo piso,128,20605
805159,4,primer piso,109,20606
3430389,3,ultimo piso,149,20607
1565328,1,piso intermedio,92,20608
2358602,3,primer piso,158,20609
657236,4,primer piso,71,20610
3544980,3,ultimo piso,144,20611
6226640,3,ultimo piso,172,20612
2217298,3,ultimo piso,79,20613
4873896,2,ultimo piso,141,20614
1957443,2,piso intermedio,138,20615
2605108,4,ultimo piso,177,20616
1218273,1,ultimo piso,192,20617
4538372,2,piso intermedio,145,20618
3725423,2,primer piso,172,20619
1025359,1,ultimo piso,75,20620
4409385,4,primer piso,169,20621
3976277,3,ultimo piso,98,20622
517327,4,piso intermedio,196,20623
4456553,4,primer piso,83,20624
265055,2,primer piso,93,20625
6063863,2,ultimo piso,166,20626
2386256,2,piso intermedio,191,20627
3543652,3,ultimo piso,143,20628
4290176,2,primer piso,144,20629
3166948,2,primer piso,190,20630
943673,4,ultimo piso,154,20631
6672343,3,piso intermedio,183,20632
4981260,2,primer piso,180,20633
6658283,4,primer piso,175,20634
2770578,2,piso intermedio,146,20635
4522577,2,primer piso,90,20636
5117444,3,primer piso,119,20637
140928,3,piso intermedio,119,20638
4171545,3,primer piso,103,20639
5157016,4,primer piso,200,20640
1455701,1,ultimo piso,154,20641
1921406,1,ultimo piso,137,20642
250723,4,ultimo piso,97,20643
337663,2,ultimo piso,73,20644
1325382,4,primer piso,200,20645
5716247,1,primer piso,82,20646
5901923,1,ultimo piso,131,20647
3644214,1,piso intermedio,179,20648
1312358,4,piso intermedio,97,20649
379348,4,piso intermedio,132,20650
1387815,3,ultimo piso,109,20651
4169050,4,ultimo piso,135,20652
5344742,4,primer piso,139,20653
3216398,1,piso intermedio,190,20654
4705427,4,ultimo piso,147,20655
5905589,3,piso intermedio,169,20656
6882675,3,primer piso,164,20657
2078090,2,primer piso,127,20658
6729707,4,piso intermedio,124,20659
5376661,1,piso intermedio,172,20660
6340827,4,piso intermedio,198,20661
868385,1,primer piso,166,20662
3243914,2,primer piso,101,20663
4099294,1,ultimo piso,99,20664
3626215,1,primer piso,107,20665
1734071,2,primer piso,143,20666
3699965,1,ultimo piso,160,20667
5612253,4,ultimo piso,84,20668
2764024,3,piso intermedio,112,20669
6338528,2,piso intermedio,140,20670
540516,1,piso intermedio,111,20671
3757694,1,piso intermedio,169,20672
2234776,4,piso intermedio,151,20673
1281329,1,primer piso,74,20674
2754349,1,ultimo piso,146,20675
3626087,2,primer piso,200,20676
4822776,1,piso intermedio,196,20677
3343980,4,piso intermedio,184,20678
5281286,4,piso intermedio,142,20679
2077266,4,primer piso,88,20680
494009,4,primer piso,167,20681
6792633,3,piso intermedio,198,20682
5976719,4,ultimo piso,107,20683
1982529,4,primer piso,83,20684
5330905,4,piso intermedio,128,20685
244781,2,ultimo piso,123,20686
6240596,1,primer piso,107,20687
4905468,2,ultimo piso,140,20688
6886655,1,ultimo piso,72,20689
5146247,4,ultimo piso,114,20690
4618846,4,primer piso,106,20691
5331684,4,piso intermedio,162,20692
2093186,3,ultimo piso,87,20693
1699092,4,ultimo piso,194,20694
4487363,1,piso intermedio,127,20695
1863814,1,primer piso,92,20696
2499126,1,ultimo piso,146,20697
1495331,2,ultimo piso,104,20698
2726983,3,primer piso,171,20699
4690060,3,primer piso,182,20700
1893073,3,ultimo piso,198,20701
2900523,2,primer piso,88,20702
6848116,1,piso intermedio,173,20703
6440228,3,ultimo piso,148,20704
1169922,1,primer piso,169,20705
6962419,2,ultimo piso,189,20706
4008735,3,ultimo piso,199,20707
4202553,3,piso intermedio,127,20708
2020532,2,piso intermedio,70,20709
1750212,3,ultimo piso,188,20710
4164641,4,primer piso,89,20711
1354185,2,piso intermedio,86,20712
1281386,3,primer piso,139,20713
1027365,3,primer piso,140,20714
3692782,4,primer piso,168,20715
4899652,4,ultimo piso,107,20716
5883046,1,piso intermedio,125,20717
4268835,4,primer piso,119,20718
5353870,1,piso intermedio,113,20719
5295887,4,piso intermedio,99,20720
2796593,1,piso intermedio,135,20721
1913964,2,primer piso,133,20722
1016916,3,piso intermedio,137,20723
1146577,2,piso intermedio,128,20724
3015380,3,ultimo piso,83,20725
6040072,3,primer piso,83,20726
3792594,4,primer piso,100,20727
3212772,3,primer piso,191,20728
1119999,3,primer piso,186,20729
3225903,4,piso intermedio,79,20730
1661199,4,primer piso,101,20731
682552,2,primer piso,104,20732
3090807,2,primer piso,164,20733
2099298,3,primer piso,89,20734
4818602,1,piso intermedio,197,20735
5610038,4,ultimo piso,187,20736
1680471,4,ultimo piso,197,20737
1025123,3,primer piso,128,20738
6929072,3,ultimo piso,194,20739
6402841,1,piso intermedio,127,20740
6810695,3,primer piso,74,20741
1957907,2,primer piso,120,20742
6077180,2,primer piso,191,20743
2132853,2,ultimo piso,196,20744
4745627,4,ultimo piso,99,20745
5309537,1,primer piso,88,20746
3411060,3,piso intermedio,114,20747
4616665,4,primer piso,105,20748
509314,3,primer piso,98,20749
4200033,1,primer piso,171,20750
5296947,2,ultimo piso,155,20751
1812991,3,ultimo piso,168,20752
5387001,4,primer piso,161,20753
3951748,1,ultimo piso,194,20754
1061802,3,piso intermedio,91,20755
4359954,4,ultimo piso,175,20756
2101031,4,primer piso,140,20757
3354674,4,ultimo piso,184,20758
2666920,2,ultimo piso,188,20759
2251403,1,primer piso,146,20760
3158747,2,primer piso,131,20761
4092886,3,primer piso,189,20762
3969121,4,ultimo piso,127,20763
3811563,3,ultimo piso,89,20764
957863,4,primer piso,83,20765
717536,3,piso intermedio,76,20766
4578408,2,ultimo piso,130,20767
1786323,2,piso intermedio,164,20768
2867437,4,primer piso,175,20769
4094219,2,ultimo piso,105,20770
5322161,2,primer piso,174,20771
768278,4,piso intermedio,97,20772
3937434,3,primer piso,158,20773
4463988,2,primer piso,103,20774
6110063,4,piso intermedio,117,20775
4346886,2,ultimo piso,118,20776
6240388,3,piso intermedio,141,20777
2351655,3,ultimo piso,168,20778
2552736,1,ultimo piso,195,20779
3209062,4,ultimo piso,125,20780
6236243,4,piso intermedio,90,20781
2865414,3,ultimo piso,155,20782
6959614,4,primer piso,153,20783
3870436,4,ultimo piso,125,20784
2586496,4,piso intermedio,163,20785
2960808,3,primer piso,179,20786
4524494,3,ultimo piso,114,20787
1302963,2,primer piso,189,20788
1102009,3,piso intermedio,133,20789
3253905,3,primer piso,131,20790
344307,4,ultimo piso,154,20791
2588821,4,primer piso,120,20792
5758584,2,primer piso,152,20793
966158,1,ultimo piso,138,20794
3686585,3,primer piso,171,20795
5666551,1,ultimo piso,125,20796
3109364,4,piso intermedio,88,20797
1607764,4,ultimo piso,184,20798
188218,3,piso intermedio,146,20799
326296,1,piso intermedio,90,20800
1987507,3,piso intermedio,85,20801
3401511,2,primer piso,137,20802
6354624,2,primer piso,197,20803
4573056,3,primer piso,79,20804
1495349,1,ultimo piso,112,20805
183465,4,piso intermedio,153,20806
5471820,4,ultimo piso,113,20807
6045354,1,piso intermedio,160,20808
5549554,1,primer piso,196,20809
529547,1,primer piso,75,20810
2670488,1,piso intermedio,170,20811
2470859,4,ultimo piso,200,20812
1259887,1,primer piso,115,20813
2364282,1,ultimo piso,90,20814
3237133,3,piso intermedio,163,20815
6746771,2,piso intermedio,115,20816
5436520,1,piso intermedio,127,20817
2828136,3,ultimo piso,175,20818
4672692,2,ultimo piso,120,20819
2645513,2,ultimo piso,144,20820
6707821,2,ultimo piso,101,20821
4659847,1,ultimo piso,185,20822
3492302,1,ultimo piso,104,20823
4829515,2,primer piso,182,20824
6442097,4,piso intermedio,172,20825
3989693,2,piso intermedio,70,20826
1028550,1,ultimo piso,89,20827
1468149,3,ultimo piso,89,20828
6282131,3,primer piso,147,20829
4280174,2,piso intermedio,169,20830
6380486,4,primer piso,182,20831
4561754,4,piso intermedio,84,20832
177411,4,primer piso,118,20833
407385,2,ultimo piso,197,20834
5880595,4,piso intermedio,95,20835
4162401,4,piso intermedio,169,20836
6841014,3,piso intermedio,173,20837
2031982,3,primer piso,99,20838
6087296,2,ultimo piso,109,20839
5039958,1,ultimo piso,165,20840
1118990,4,ultimo piso,142,20841
4700959,2,primer piso,122,20842
2848475,4,piso intermedio,193,20843
1031343,4,primer piso,119,20844
5579207,1,piso intermedio,98,20845
2735830,3,ultimo piso,116,20846
2051934,2,piso intermedio,98,20847
6360460,2,piso intermedio,195,20848
2361504,4,ultimo piso,88,20849
1150030,3,ultimo piso,104,20850
5360778,4,ultimo piso,85,20851
5412583,4,ultimo piso,77,20852
6391508,2,ultimo piso,171,20853
6366097,3,piso intermedio,115,20854
2581009,1,piso intermedio,129,20855
3261608,2,piso intermedio,134,20856
1378366,3,piso intermedio,93,20857
4889272,1,ultimo piso,194,20858
4164480,2,piso intermedio,183,20859
6640489,4,primer piso,73,20860
4189626,3,piso intermedio,138,20861
1739366,4,ultimo piso,192,20862
5487629,3,primer piso,71,20863
158412,1,primer piso,125,20864
2498929,4,ultimo piso,137,20865
3809493,1,ultimo piso,176,20866
1245610,3,ultimo piso,190,20867
5166268,4,piso intermedio,98,20868
1042097,3,ultimo piso,177,20869
5302285,1,primer piso,107,20870
2746130,2,primer piso,159,20871
2304474,1,ultimo piso,189,20872
6811977,3,ultimo piso,78,20873
6479760,3,ultimo piso,103,20874
4657128,1,ultimo piso,200,20875
4119405,4,piso intermedio,192,20876
2858814,1,ultimo piso,79,20877
1650678,3,primer piso,134,20878
312580,2,primer piso,193,20879
5244734,2,ultimo piso,82,20880
342586,1,ultimo piso,151,20881
6752298,4,primer piso,81,20882
2905360,3,piso intermedio,117,20883
5862060,1,primer piso,107,20884
1498217,2,piso intermedio,107,20885
5167954,4,piso intermedio,162,20886
6621902,3,ultimo piso,102,20887
3794972,2,primer piso,168,20888
5777014,2,primer piso,173,20889
5056975,3,ultimo piso,74,20890
943674,4,piso intermedio,114,20891
323058,1,piso intermedio,176,20892
6844839,3,piso intermedio,101,20893
2811777,4,piso intermedio,165,20894
1978314,1,piso intermedio,198,20895
3485283,2,ultimo piso,142,20896
3587457,1,piso intermedio,85,20897
6821380,3,primer piso,111,20898
4628700,1,piso intermedio,125,20899
6042963,2,piso intermedio,199,20900
3700503,2,ultimo piso,162,20901
3121962,1,ultimo piso,101,20902
5012448,3,primer piso,148,20903
164763,1,piso intermedio,73,20904
2091855,4,primer piso,172,20905
5506465,1,piso intermedio,186,20906
5370384,3,piso intermedio,125,20907
4121304,4,primer piso,71,20908
4519751,1,ultimo piso,171,20909
750479,3,piso intermedio,75,20910
5555185,1,primer piso,162,20911
3294056,2,primer piso,124,20912
4148846,2,primer piso,103,20913
2758012,2,piso intermedio,84,20914
5547880,4,primer piso,170,20915
1505448,2,primer piso,176,20916
4055718,4,piso intermedio,173,20917
5215505,3,piso intermedio,72,20918
2188891,3,primer piso,194,20919
1075509,1,piso intermedio,157,20920
6409128,4,primer piso,98,20921
3862283,3,ultimo piso,92,20922
4384219,2,primer piso,74,20923
6448383,4,ultimo piso,159,20924
1231790,3,primer piso,171,20925
5152012,3,piso intermedio,90,20926
2907044,1,piso intermedio,185,20927
2642023,3,primer piso,107,20928
5583121,2,ultimo piso,178,20929
1768203,2,piso intermedio,200,20930
697454,4,primer piso,122,20931
5520611,1,primer piso,80,20932
6148670,4,primer piso,141,20933
4363250,2,piso intermedio,101,20934
4001770,2,primer piso,99,20935
5486812,1,primer piso,138,20936
5249247,2,piso intermedio,183,20937
4667823,1,piso intermedio,124,20938
4305205,2,piso intermedio,122,20939
168992,3,piso intermedio,186,20940
5752375,2,ultimo piso,78,20941
879755,2,piso intermedio,102,20942
2397436,4,ultimo piso,146,20943
411334,4,primer piso,170,20944
6565951,2,primer piso,101,20945
6962766,4,piso intermedio,163,20946
6581968,1,piso intermedio,162,20947
5860986,1,primer piso,191,20948
5950966,2,ultimo piso,193,20949
3068409,3,primer piso,87,20950
3450356,3,ultimo piso,122,20951
1095732,3,piso intermedio,151,20952
4033901,2,ultimo piso,196,20953
5023119,1,piso intermedio,95,20954
667790,3,ultimo piso,125,20955
5407344,3,ultimo piso,186,20956
3084926,4,ultimo piso,124,20957
5630393,3,piso intermedio,146,20958
4534884,1,primer piso,123,20959
1177999,2,ultimo piso,104,20960
3400655,2,primer piso,162,20961
1510752,4,ultimo piso,119,20962
3336109,1,ultimo piso,97,20963
5311797,3,ultimo piso,188,20964
5637962,1,primer piso,88,20965
162479,3,ultimo piso,106,20966
3638324,1,primer piso,179,20967
5056159,4,piso intermedio,154,20968
5813610,1,primer piso,141,20969
6025305,1,piso intermedio,82,20970
5324393,3,piso intermedio,121,20971
3561224,2,primer piso,127,20972
839255,4,ultimo piso,171,20973
4908641,2,piso intermedio,175,20974
6051874,3,piso intermedio,166,20975
832454,1,piso intermedio,116,20976
3646999,1,primer piso,84,20977
6574363,2,primer piso,92,20978
6066792,2,piso intermedio,122,20979
6099335,3,primer piso,173,20980
3712090,4,primer piso,154,20981
6166806,2,piso intermedio,149,20982
4275778,3,primer piso,122,20983
6210499,4,primer piso,178,20984
1597598,2,piso intermedio,125,20985
1912910,2,ultimo piso,114,20986
6479523,4,ultimo piso,129,20987
4624717,3,piso intermedio,126,20988
3371634,3,ultimo piso,100,20989
3720796,1,piso intermedio,196,20990
465765,3,primer piso,119,20991
2993320,4,ultimo piso,152,20992
2847577,4,primer piso,148,20993
1904740,2,ultimo piso,70,20994
580016,4,primer piso,154,20995
4009811,1,primer piso,200,20996
1405705,4,primer piso,104,20997
2724494,1,primer piso,98,20998
5209876,1,ultimo piso,104,20999
1608708,1,piso intermedio,118,21000
2610786,1,piso intermedio,189,21001
6252818,2,primer piso,106,21002
584815,2,piso intermedio,145,21003
5383340,4,piso intermedio,123,21004
2682974,4,primer piso,103,21005
4136889,2,ultimo piso,119,21006
2289681,1,primer piso,76,21007
3866087,2,piso intermedio,75,21008
1559207,2,primer piso,101,21009
176620,1,primer piso,72,21010
5757896,2,primer piso,85,21011
3280541,4,piso intermedio,187,21012
346441,1,piso intermedio,163,21013
6964582,3,primer piso,172,21014
6946684,1,piso intermedio,119,21015
5036968,1,primer piso,92,21016
254619,3,ultimo piso,163,21017
6655409,1,piso intermedio,75,21018
